"Iteration #"	"Inertia"	"Number of features"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
1	1	27	7981.04311527082	7981.04311527082	13	27	27
2	1	27	7981.04311527082	7870.81723981697	10	27	13
3	1	27	7981.04311527082	7913.21117710636	18	27	22
4	1	27	8651.24778564021	8651.24778564021	8	11	11
5	1	27	8651.24778564021	7868.40389762776	21	11	23
6	1	27	8970.14819904495	8970.14819904495	20	20	20
7	1	27	8970.14819904495	8796.67300230017	11	20	13
8	1	27	8970.14819904495	7015.19556256661	26	20	26
9	1	27	8970.14819904495	8407.54387413033	20	20	16
10	1	27	8970.14819904495	7396.59879097317	20	20	21
11	1	27	11250.1133280985	11250.1133280985	20	16	16
12	1	27	11250.1133280985	8757.40471726098	22	16	17
13	1	27	11250.1133280985	10192.4581505945	24	16	25
14	1	27	11250.1133280985	8711.72601464676	18	16	11
15	1	27	11250.1133280985	9477.74254644499	23	16	23
16	1	27	11250.1133280985	7644.69534216313	17	16	16
17	1	27	11250.1133280985	-1e+21	17	16	13
18	1	27	11250.1133280985	8956.40155186393	22	16	19
19	1	27	11250.1133280985	8841.36175455255	19	16	14
20	1	27	11250.1133280985	8869.17704506566	16	16	13
21	1	27	11250.1133280985	8565.73924300751	16	16	9
22	1	27	11250.1133280985	7500.33729340555	15	16	16
23	1	27	11250.1133280985	-1e+21	7	16	9
24	1	27	11250.1133280985	7769.08322720651	12	16	12
25	1	27	11250.1133280985	7717.2654812754	19	16	23
26	1	27	11250.1133280985	8283.83888594453	13	16	17
27	1	27	11250.1133280985	10127.1860266977	13	16	14
28	1	27	11250.1133280985	8986.14138757867	12	16	14
29	1	27	11250.1133280985	-1e+21	21	16	21
30	1	27	11250.1133280985	9180.88421576897	18	16	24
31	1	27	11250.1133280985	7851.85791164518	15	16	19
32	1	27	11250.1133280985	8314.27051852916	13	16	20
33	1	27	11250.1133280985	8373.54184318044	22	16	25
34	1	27	11250.1133280985	7614.89940922211	17	16	17
35	1	27	11250.1133280985	-1e+21	21	16	21
36	1	27	11250.1133280985	8055.05131146246	18	16	21
37	1	27	11250.1133280985	10188.128543196	9	16	14
38	1	27	11250.1133280985	7563.45992986813	4	16	14
39	1	27	11250.1133280985	7387.59317622095	17	16	20
40	1	27	11250.1133280985	6158.25404377448	11	16	12
41	1	27	11250.1133280985	-1e+21	15	16	22
42	1	27	11250.1133280985	7443.49596053297	10	16	12
43	1	27	11250.1133280985	8984.44279131061	21	16	22
44	1	27	11250.1133280985	7566.39046288954	24	16	18
45	1	27	11250.1133280985	9089.06620317794	20	16	15
46	1	27	11250.1133280985	8792.51670434321	16	16	21
47	1	27	11250.1133280985	-1e+21	24	16	26
48	1	27	11250.1133280985	8636.12752426093	19	16	17
49	1	27	11250.1133280985	7254.46528659878	22	16	23
50	1	27	11250.1133280985	7940.11490524095	20	16	22
51	1	27	11250.1133280985	7644.16503197449	24	16	21
52	1	27	11250.1133280985	8124.32229278418	21	16	24
53	1	27	11250.1133280985	-1e+21	10	16	8
54	1	27	11250.1133280985	7893.69632970507	23	16	18
55	1	27	11250.1133280985	9739.96646169661	20	16	22
56	1	27	11250.1133280985	8503.85257722389	23	16	17
57	1	27	11250.1133280985	8903.08889944442	21	16	22
58	1	27	11250.1133280985	8676.6371770891	23	16	22
59	1	27	11250.1133280985	-1e+21	20	16	22
60	1	27	11250.1133280985	7588.0645818923	25	16	23
61	1	27	11250.1133280985	7892.41966183624	14	16	19
62	1	27	11250.1133280985	9056.12693582383	21	16	19
63	1	27	11250.1133280985	8354.97790895255	18	16	15
64	1	27	11250.1133280985	8031.47134710455	21	16	17
65	1	27	11250.1133280985	-1e+21	25	16	24
66	1	27	11250.1133280985	9234.3200169758	22	16	20
67	1	27	11250.1133280985	7684.56426715469	17	16	16
68	1	27	11250.1133280985	9161.3903302999	22	16	22
69	1	27	11250.1133280985	8675.90256725847	21	16	23
70	1	27	11250.1133280985	8263.79492673456	11	16	14
71	1	27	11250.1133280985	-1e+21	9	16	12
72	1	27	11250.1133280985	8204.04575710346	19	16	15
73	1	27	11250.1133280985	7327.50763942067	15	16	18
74	1	27	11250.1133280985	7605.92917748533	7	16	14
75	1	27	11250.1133280985	7817.31312195972	17	16	17
76	1	27	11250.1133280985	9189.7632522303	25	16	23
