"var37","var760","var1144","var1834","var1882","var2642","var4847","var6218","Class"
2.13353890837022,2.00432137378264,2.89597473235906,2.22788670461367,2.00432137378264,4.11290649025331,2.25285303097989,2.03742649794062,"-1"
2.00432137378264,2.00432137378264,2.99782308074573,2.38916608436453,2.00432137378264,3.25863728272408,2.02530586526477,2.23044892137827,"-1"
2.00432137378264,2.35602585719312,2.78958071216443,2.00432137378264,2.00432137378264,3.55966727838806,2.40312052117582,2.58433122436753,"-1"
2.29003461136252,2.27875360095283,2.36921585741014,2.19033169817029,2.39967372148104,3.67678503041921,2.00432137378264,3.06557971472845,"-1"
2.00432137378264,2.70156798505593,2.931457870689,2.00432137378264,2.00432137378264,3.49359744900053,2.00432137378264,3.85193067864027,"-1"
2.10380372095596,2.00432137378264,2.88874096068289,2.11058971029925,2.70156798505593,4.07918124604763,2.00432137378264,2.19865708695442,"-1"
2.00432137378264,2.00432137378264,2.58319877396862,2.07188200730613,2.00432137378264,3.62335268153799,2.00432137378264,2.02118929906994,"-1"
2.2405492482826,2.00432137378264,2.64738297011462,2.00432137378264,2.00432137378264,3.53198955141255,2.00432137378264,2.21748394421391,"-1"
2.3096301674259,2.02530586526477,2.70842090013471,2.45939248775923,2.03342375548695,3.40823996531185,2.60205999132796,2.44404479591808,"-1"
2.00432137378264,2.00432137378264,2.77742682238931,2.34830486304816,2.00432137378264,3.75073975123535,2.90633504180509,2.00432137378264,"-1"
2.00432137378264,2.00432137378264,2.93550726582471,2.59217675739587,2.59659709562646,3.96796896287869,2.00432137378264,2.00432137378264,"-1"
2.22271647114758,3.58793534863636,2.13353890837022,2.96801571399364,4.06770304404007,2.00432137378264,3.76454971906447,2.78390357927274,"1"
2.16136800223497,2.9982593384237,2.00432137378264,2.77378644498119,3.43870053290074,2.58319877396862,3.36847283844036,3.77451696572855,"1"
2.00432137378264,3.97469587190968,2.46982201597816,3.18582535961296,4.20414712521285,2.66370092538965,3.30276370847298,2.17897694729317,"1"
2.54406804435028,2.92992956008459,2.04139268515822,2.88649072517248,4.20414712521285,2.83695673705955,3.58782317131896,4.07401144600894,"1"
2.32428245529769,3.35063560825895,2.54777470538782,2.79934054945358,4.03092339962722,2.19312459835446,3.64384731029971,4.20414712521285,"1"
2.00432137378264,2.27415784926368,2.62531245096167,2.20411998265592,2.55630250076729,3.21563756343506,2.94398887507377,3.32283927268632,"-1"
2.00432137378264,2.23044892137827,3.13353890837022,2.40312052117582,2.74350976472843,3.69390274106606,2.21218760440396,2.99651167215418,"-1"
2.00432137378264,3.30341207059674,2.00432137378264,2.91803033678488,3.5009222391903,2.24303804868629,3.35945602012099,4.17487352888742,"1"
2.33645973384853,3.17143390094301,2.18184358794477,2.8109042806687,4.15210480089287,2.84447717574568,3.45818443557026,3.35468455395473,"1"
2.00432137378264,2.60959440922522,2.86923171973098,2.0899051114394,2.25767857486918,3.35850591149024,2.57287160220048,3.93921963585482,"-1"
2.00432137378264,3.62096843564429,2.52762990087134,2.52762990087134,3.3911116137028,2.4983105537896,3.326949994166,4.20414712521285,"1"
2.00432137378264,2.14921911265538,2.46089784275655,2.72181061521255,2.09342168516224,2.51321760006794,3.50338206347373,3.53415307418506,"1"
2.05690485133647,3.83972937520639,2.45178643552429,3.20574554094266,4.20414712521285,3.24129738710999,3.85333310500234,2.42324587393681,"1"
2.26481782300954,3.89253980465864,2.00432137378264,3.27508089845686,4.20414712521285,2.54654266347813,3.77451696572855,3.34321159017975,"1"
2.00432137378264,2.81888541459401,2.29225607135648,3.34340859380386,3.51772359483374,3.02978947083186,3.62065647981962,2.45484486000851,"1"
2.00432137378264,3.1296898921993,2.34439227368511,2.74896286125616,4.10503305039359,2.48000694295715,3.34143452457814,3.59239884611556,"1"
2.00432137378264,2.02938377768521,2.36361197989214,2.53402610605613,3.3230457354817,2.79518458968242,2.73559889969818,2.07188200730613,"1"
2.3654879848909,2.53655844257153,2.7160033436348,2.39445168082622,3.32035403281767,2.85003325768977,3.38952046584638,2.00432137378264,"-1"
2.26951294421792,2.31175386105575,3.088844562727,2.00432137378264,2.2148438480477,3.78547220330639,3.28600712207947,2.00432137378264,"-1"
2.76566855475901,2.25285303097989,2.8842287696326,2.40312052117582,2.00432137378264,3.66604973848052,2.59769518592551,2.66745295288995,"-1"
2.16731733474818,2.07188200730613,2.53781909507327,2.04921802267018,2.38021124171161,3.68993010401822,2.00432137378264,2.79865064544527,"-1"
2.13672056715641,2.00860017176192,3.06632592536204,2.11727129565576,2.00432137378264,3.63528263799821,2.70757017609794,2.00432137378264,"-1"
2.00432137378264,2.00432137378264,2.95182303531591,2.36361197989214,2.6570558528571,3.81411435612913,2.62117628177504,2.19033169817029,"-1"
