"var760","var1834","var1882","var2288","var3320","var4847","var5772","var6200","var6201","var6218"
2.20951501454263,2.41830129131975,2.48287358360875,2.00432137378264,3.05115252244738,2.47567118832443,3.49220145139254,2.46686762035411,2.52374646681156,2.00432137378264
2.7701152947871,2.00860017176192,3.13321945673249,2.00432137378264,3.0265332645233,2.48855071650044,3.04883008652835,3.31449922797315,3.72802895442052,2.00432137378264
2.31806333496276,2.49136169383427,2.40654018043396,2.00432137378264,3.14581771449183,2.49136169383427,3.65743832270296,2.00432137378264,2.48000694295715,2.00432137378264
2.00432137378264,2.46089784275655,2.00432137378264,2.00432137378264,2.97451169273733,2.84135947045485,3.73782850589578,2.00432137378264,2.38381536598043,2.23552844690755
2.52891670027765,2.59769518592551,2.00432137378264,2.46389298898591,2.96801571399364,2.85369821177617,3.54032947479087,2.14301480025409,2.00432137378264,2.4996870826184
2.30319605742049,2.00432137378264,3.06781451116184,2.00432137378264,2.92582757462474,2.39445168082622,3.51982799377572,2.00432137378264,2.33445375115093,2.00432137378264
2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.02816441942447,2.00432137378264,3.59516541479023,2.03342375548695,2.20411998265592,2.00432137378264
2.08635983067475,2.40140054078154,2.00432137378264,2.00432137378264,3.22245633667925,2.00432137378264,3.67632773388132,2.00432137378264,2.65896484266443,2.00432137378264
2.10720996964787,2.19312459835446,2.52762990087134,2.00432137378264,2.985426474083,2.00432137378264,3.61087300038005,2.02118929906994,2.64933485871214,2.07554696139253
2.43616264704076,2.22530928172586,2.69810054562339,2.00432137378264,3.07040732174012,2.69284691927723,3.21984638602436,2.00432137378264,2.71850168886727,2.53781909507327
2.00432137378264,2.14921911265538,2.00432137378264,2.00432137378264,2.79726754083072,2.00432137378264,3.45545396877863,2.27875360095283,3.10687054447865,2.00432137378264
2.48713837547719,2.45939248775923,2.03342375548695,2.00432137378264,2.87390159786446,2.61172330800734,2.7419390777292,3.26857797188284,3.56643749219507,2.00432137378264
2.00432137378264,2.1846914308176,2.00432137378264,2.00432137378264,2.8494194137969,2.86033800657099,3.67641923171836,2.00432137378264,2.06818586174616,2.00432137378264
2.51719589794997,2.16435285578444,2.91434315711944,2.00432137378264,2.93701610746481,2.55750720190566,3.18610837981321,2.00432137378264,2.00432137378264,2.00432137378264
2.11058971029925,2.00432137378264,2.00432137378264,2.00432137378264,2.71264970162721,2.97266559226611,3.72525806635996,2.00432137378264,2.00432137378264,2.00432137378264
2.12710479836481,2.30749603791321,2.00432137378264,2.00432137378264,2.91698004732038,2.92890769024395,3.63618689519872,2.00432137378264,2.00432137378264,2.24303804868629
2.00432137378264,2.45788189673399,2.57518784492766,2.00432137378264,3.26434550705009,2.9670797341445,3.85467033189534,2.00432137378264,2.45178643552429,2.17609125905568
2.00432137378264,2.15228834438306,2.00432137378264,2.00432137378264,2.94645226501307,2.59217675739587,3.07151380509509,2.00432137378264,2.13672056715641,2.25527250510331
2.00432137378264,2.19312459835446,2.00432137378264,2.00432137378264,3.11727129565576,2.78958071216443,3.53504081325116,2.00432137378264,2.00432137378264,2.00432137378264
2.00432137378264,2.25767857486918,2.31386722036915,2.00432137378264,2.91275330367132,2.91803033678488,3.83701994854091,2.38560627359831,2.07918124604762,2.36735592102602
2.10380372095596,2.14612803567824,2.00432137378264,2.00432137378264,2.58433122436753,2.00432137378264,3.96274805335864,2.26717172840301,2.07554696139253,2.19589965240923
2.00432137378264,2.09691001300806,2.00432137378264,2.00432137378264,2.91698004732038,2.0899051114394,3.68457608738846,2.19312459835446,2.31597034545692,2.13987908640124
2.00432137378264,2.03742649794062,2.62940959910272,2.00432137378264,2.86451108105839,2.00432137378264,3.48939592172713,2.17318626841227,2.16731733474818,2.00432137378264
2.25042000230889,2.01283722470517,2.00432137378264,2.00432137378264,2.95424250943932,2.34830486304816,3.76462439785098,2.00432137378264,2.26951294421792,2.00432137378264
