"var36","var37","var38","var39","var41","var42","var43","var46","var48","var51","var53","var248","var760","var1144","var1630","var1779","var1834","var2121","var2288","var2345","var2349","var2402","var2642","var4107","var5552","var5772","var6041","var6185","var6200","var6201","var6218","var6376","var6405","var6539","var6884","Class"
2.00432137378264,2.33445375115093,2.90200289135073,4.16253453654936,3.93094903116752,4.17831493483216,4.04637808804827,4.20414712521285,2.42324587393681,3.82936810798882,3.06632592536204,2.2148438480477,2.20951501454263,2.78604121024255,2.75739602879302,2.00432137378264,2.41830129131975,3.14952701375435,2.00432137378264,2.00432137378264,2.22010808804005,2.89376176205794,3.96974197676285,2.20682587603185,3.96118370981244,3.49220145139254,3.10890312766731,2.29446622616159,2.46686762035411,2.52374646681156,2.00432137378264,2.00432137378264,2.00432137378264,2.21218760440396,2.07918124604762,"-1"
2.00432137378264,2.06818586174616,2.63748972951251,2.78958071216443,3.18155777386279,4.20414712521285,4.13254784246558,4.20414712521285,2.71096311899528,3.34556975605639,2.81690383937566,2.24797326636181,2.7701152947871,2.96754797621886,3.46149852678302,2.00432137378264,2.00860017176192,3.36660971039243,2.00432137378264,3.14798532068381,2.70329137811866,2.56702636615906,2.95230800966213,2.31175386105575,3.61182947949837,3.04883008652835,2.73319726510657,3.32654066851656,3.31449922797315,3.72802895442052,2.00432137378264,2.56229286445647,2.32221929473392,2.23044892137827,2.00432137378264,"-1"
2.02118929906994,2.67851837904011,3.16879202031418,3.75358305889291,3.56454771175595,4.20414712521285,4.20414712521285,4.20414712521285,2.78532983501077,3.5219222448835,2.96754797621886,2.12710479836481,2.31806333496276,3.22993768590793,3.43520710324075,2.00432137378264,2.49136169383427,3.4456042032736,2.00432137378264,2.00432137378264,2.00432137378264,3.1034616220947,2.79865064544527,2.00432137378264,3.50419891853945,3.65743832270296,2.3747483460101,2.98587535730839,2.00432137378264,2.48000694295715,2.00432137378264,2.00432137378264,2.11058971029925,2.00432137378264,2.2380461031288,"-1"
2.00432137378264,2.19312459835446,2.61909333062674,3.68583127462606,3.40993312333129,4.17379793037046,4.05842602445701,4.20414712521285,2.26481782300954,3.48557947698468,2.72263392253381,2.00432137378264,2.00432137378264,2.62940959910272,2.86451108105839,2.00432137378264,2.46089784275655,3.0542299098634,2.00432137378264,3.80746737568428,2.39967372148104,2.94596070357757,3.72550326885932,2.38021124171161,3.67678503041921,3.73782850589578,2.89597473235906,2.2405492482826,2.00432137378264,2.38381536598043,2.23552844690755,2.00432137378264,2.04139268515822,2.30102999566398,2.59769518592551,"-1"
2.00432137378264,2.0899051114394,2.68484536164441,3.10890312766731,2.50105926221775,4.16595618720299,4.17698787480081,4.20414712521285,2.46538285144842,3.05346260492546,2.65224634100332,2.00432137378264,2.52891670027765,2.72427586960079,2.81291335664286,2.97266559226611,2.59769518592551,3.10380372095596,2.46389298898591,3.33041377334919,2.23552844690755,2.97772360528885,3.72875947516787,2.55750720190566,3.87238938841782,3.54032947479087,2.98632377705077,2.90471554527868,2.14301480025409,2.00432137378264,2.4996870826184,2.34044411484012,2.00432137378264,2.52504480703685,2.09691001300806,"-1"
2.00432137378264,2.24797326636181,2.6159500516564,3.61794343482897,3.38111508070985,4.20414712521285,4.20414712521285,4.20414712521285,2.39093510710338,3.59184341122478,2.44404479591808,2.2148438480477,2.30319605742049,3.22608411597582,3.2692793897719,2.00432137378264,2.00432137378264,3.26834391395106,2.00432137378264,2.00432137378264,2.00432137378264,2.959518376973,2.45178643552429,2.00432137378264,3.27829620809127,3.51982799377572,2.56702636615906,3.29776051109913,2.00432137378264,2.33445375115093,2.00432137378264,2.60422605308447,2.0899051114394,2.07188200730613,2.00432137378264,"-1"
2.00432137378264,2.00432137378264,2.58433122436753,4.20414712521285,4.20414712521285,4.06468256622851,4.08371756389895,4.17484449365546,2.23552844690755,3.889973638404,2.8668778143375,2.00432137378264,2.00432137378264,2.58771096501891,2.44870631990508,2.00432137378264,2.00432137378264,3.43711609304808,2.00432137378264,3.37621185028267,3.11594317693906,2.91750550955255,3.71155416825017,2.00432137378264,3.88047059280378,3.59516541479023,2.53781909507327,2.34635297445064,2.03342375548695,2.20411998265592,2.00432137378264,2.40823996531185,2.00432137378264,2.57863920996807,3.04453976039241,"-1"
2.00432137378264,2.41161970596323,2.76417613239033,3.59494473669508,3.11394335230684,3.91301868374796,3.62076048999421,4.20414712521285,2.68841982200271,3.63124078023551,3.02857125269254,2.00432137378264,2.08635983067475,2.79934054945358,3.23477029516092,2.00432137378264,2.40140054078154,3.29292029960001,2.00432137378264,3.58183592405765,2.09691001300806,3.11494441571258,3.60734777676841,2.00432137378264,4.12106716746773,3.67632773388132,2.00432137378264,2.11727129565576,2.00432137378264,2.65896484266443,2.00432137378264,2.00432137378264,2.00432137378264,2.75739602879302,3.70009770461305,"-1"
2.00432137378264,2.22271647114758,2.8767949762007,4.11414374967188,4.14426277376199,4.20414712521285,4.19164659856273,4.20414712521285,2.5705429398819,3.7863964613723,2.86864443839483,2.31175386105575,2.10720996964787,3.44106640663926,3.37821614974988,2.00432137378264,2.19312459835446,3.46254772880266,2.00432137378264,2.28330122870355,2.01703333929878,3.1264561134318,2.62736585659273,2.00860017176192,3.40688067004912,3.61087300038005,2.49276038902684,3.23299611039215,2.02118929906994,2.64933485871214,2.07554696139253,2.71767050300226,2.15533603746506,2.00432137378264,2.00432137378264,"-1"
2.00432137378264,2.19312459835446,2.78318869107526,2.00432137378264,2.00432137378264,4.20414712521285,4.20414712521285,4.20414712521285,2.00432137378264,2.00432137378264,2.88930170250631,2.17609125905568,2.43616264704076,3.23628527744803,2.96094619573383,2.59439255037543,2.22530928172586,3.26857797188284,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.76789761601809,2.00432137378264,3.29754166781816,3.21984638602436,2.41664050733828,2.61804809671209,2.00432137378264,2.71850168886727,2.53781909507327,2.00432137378264,2.00432137378264,2.24797326636181,2.08635983067475,"-1"
