"var36","var37","var38","var39","var41","var42","var43","var46","var48","var51","var53","var248","var760","var1144","var1630","var1779","var1834","var2121","var2288","var2345","var2349","var2402","var2642","var4107","var5552","var5772","var6041","var6185","var6200","var6201","var6218","var6376","var6405","var6539","var6884","Class"
2.00432137378264,2.13353890837022,2.42813479402879,2.00432137378264,2.00432137378264,3.80208925788173,3.7160033436348,4.20414712521285,2.17609125905568,3.80746737568428,2.65991620006985,2.21748394421391,2.00432137378264,2.89597473235906,2.92324401863028,2.69108149212297,2.22788670461367,2.97863694838447,2.00432137378264,2.00432137378264,2.31386722036915,2.7979596437372,4.11290649025331,2.00432137378264,3.79239168949825,3.30920417967041,2.00432137378264,2.00432137378264,2.52633927738984,2.87040390527903,2.03742649794062,2.13353890837022,2.00432137378264,2.00432137378264,2.1846914308176,"-1"
2.00432137378264,2.00432137378264,2.57287160220048,2.00432137378264,2.00432137378264,4.03169116862515,4.00894066137709,4.1229363730163,2.34044411484012,2.00432137378264,2.53781909507327,2.27415784926368,2.00432137378264,2.99782308074573,2.25767857486918,2.00432137378264,2.38916608436453,3.00389116623691,2.00432137378264,2.35024801833416,2.00432137378264,2.91803033678488,3.25863728272408,2.09691001300806,2.49276038902684,3.17551181336345,2.55750720190566,2.29003461136252,2.22271647114758,2.30319605742049,2.23044892137827,3.01325866528352,2.00432137378264,2.45788189673399,2.60422605308447,"-1"
2.00432137378264,2.00432137378264,2.22010808804005,2.02118929906994,2.00432137378264,4.00740635150367,4.20414712521285,4.20414712521285,2.20411998265592,2.45024910831936,2.00432137378264,2.00432137378264,2.35602585719312,2.78958071216443,2.88705437805096,2.00432137378264,2.00432137378264,3.08242630086077,2.00432137378264,3.83998055767834,2.00432137378264,2.84509804001426,3.55966727838806,2.00432137378264,3.72032471741744,3.62746827245971,2.75281643118827,2.17318626841227,2.17897694729317,2.00432137378264,2.58433122436753,2.00432137378264,2.00432137378264,2.61489721603313,2.00432137378264,"-1"
2.00432137378264,2.29003461136252,2.72672720902657,2.00432137378264,2.00432137378264,4.18864729599972,4.15673082649942,4.20414712521285,2.69722934275972,2.31806333496276,2.91539983521227,2.5910646070265,2.27875360095283,2.36921585741014,2.43775056282039,2.99563519459755,2.19033169817029,3.04453976039241,2.00432137378264,3.43039759138697,2.00432137378264,2.53781909507327,3.67678503041921,2.41329976408125,4.06009318382447,3.32345836684947,2.95999483832842,2.49692964807321,2.34830486304816,3.00560944536028,3.06557971472845,2.00432137378264,2.84323277809801,3.42862067267194,4.20414712521285,"-1"
2.00432137378264,2.00432137378264,2.52113808370404,2.48855071650044,2.00432137378264,4.09656243837414,4.20414712521285,4.20414712521285,2.83122969386706,2.76715586608218,2.83632411570675,2.08278537031645,2.70156798505593,2.931457870689,2.64345267648619,3.08421868673924,2.00432137378264,3.17695898058691,2.00432137378264,4.20414712521285,2.26245108973043,3.34947179921439,3.49359744900053,2.12385164096709,3.9253636673541,3.58229068271899,2.33645973384853,3.1102529173534,2.00432137378264,2.00432137378264,3.85193067864027,2.00432137378264,2.52113808370404,3.24204423936955,4.20414712521285,"-1"
2.00432137378264,2.10380372095596,2.50785587169583,2.35024801833416,2.40654018043396,4.20414712521285,4.20414712521285,4.20414712521285,2.07554696139253,4.20414712521285,2.32633586092875,2.00432137378264,2.00432137378264,2.88874096068289,2.76342799356294,2.00432137378264,2.11058971029925,3.06818586174616,2.00432137378264,2.5910646070265,2.00432137378264,2.51982799377572,4.07918124604763,2.00432137378264,3.35545152012652,3.56667313760612,2.46239799789896,2.00432137378264,2.04139268515822,2.00432137378264,2.19865708695442,2.00432137378264,2.00432137378264,2.08635983067475,2.67669360962487,"-1"
2.00432137378264,2.00432137378264,2.53402610605613,2.00432137378264,2.00432137378264,4.20414712521285,4.17026171539496,4.18811253716502,2.14921911265538,4.18230049959334,2.28103336724773,2.13987908640124,2.00432137378264,2.58319877396862,2.64836001098093,2.00432137378264,2.07188200730613,3.19089171692217,2.00432137378264,3.45984464238821,2.00432137378264,2.79379038469082,3.62335268153799,2.15533603746506,3.37346372163237,3.46893780566546,3.04571405894087,3.28307497473547,2.00432137378264,2.17609125905568,2.02118929906994,2.00432137378264,2.00432137378264,2.60314437262018,2.38201704257487,"-1"
2.13033376849501,2.2405492482826,2.50105926221775,2.46538285144842,2.51587384371168,4.20414712521285,4.20414712521285,4.20414712521285,2.00432137378264,4.20414712521285,2.00432137378264,2.42324587393681,2.00432137378264,2.64738297011462,2.75663610824585,2.00432137378264,2.00432137378264,3.24328614608345,2.00432137378264,3.4367985102318,2.00432137378264,2.2405492482826,3.53198955141255,2.33041377334919,3.68349731767981,3.44870631990508,2.46538285144842,2.94792361983173,2.00432137378264,2.00432137378264,2.21748394421391,2.02938377768521,2.00432137378264,2.00432137378264,2.50242711998443,"-1"
2.00432137378264,2.3096301674259,3.16643011384328,2.00432137378264,2.00432137378264,3.88991768343621,3.98150148814825,4.09732673571577,2.40654018043396,2.23299611039215,2.51054501020661,2.14301480025409,2.02530586526477,2.70842090013471,2.76042248342321,2.8494194137969,2.45939248775923,3.14798532068381,2.3096301674259,3.90254677931399,2.71011736511182,2.9304395947667,3.40823996531185,2.76042248342321,3.37529773821734,3.44808766669234,2.78247262416629,2.76342799356294,2.00432137378264,2.29666519026153,2.44404479591808,2.40312052117582,2.88138465677057,2.8318697742805,3.73519954842231,"-1"
2.00432137378264,2.00432137378264,2.81358098856819,3.16256440652302,2.55990662503611,4.1655707406329,4.02840856511547,4.16846801885448,2.3384564936046,3.17376882313665,2.98407703390283,2.00432137378264,2.00432137378264,2.77742682238931,2.78103693862113,2.30102999566398,2.34830486304816,3.21563756343506,2.00432137378264,3.56960796754682,2.28330122870355,2.54530711646582,3.75073975123535,2.73479982958885,4.07507226270612,3.84491187391214,2.96425963019685,3.09377178149873,2.00432137378264,2.00432137378264,2.00432137378264,2.23299611039215,2.17609125905568,2.58883172559421,3.7431960814487,"-1"
