"Iteration #"	"Inertia"	"Number of features"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
1	1	44	10383.2877134276	10383.2877134276	12	44	44
2	1	44	10383.2877134276	10094.1234364366	23	44	30
3	1	44	11292.3088713696	11292.3088713696	30	28	28
4	1	44	12248.4123722444	12248.4123722444	30	27	27
5	1	44	12248.4123722444	10395.6125702962	31	27	30
6	1	44	12248.4123722444	11655.6830559196	32	27	30
7	1	44	12248.4123722444	10689.7426124384	39	27	34
8	1	44	12248.4123722444	11792.8576157856	26	27	24
9	1	44	13406.3662544468	13406.3662544468	31	27	27
10	1	44	13406.3662544468	11108.0257524688	35	27	33
11	1	44	13406.3662544468	11242.3662753079	34	27	33
12	1	44	13406.3662544468	11886.648863484	36	27	27
13	1	44	13406.3662544468	11483.2784002146	26	27	21
14	1	44	13406.3662544468	11441.0930203105	36	27	33
15	1	44	13406.3662544468	-1e+21	33	27	27
16	1	44	13406.3662544468	11782.8166247835	23	27	24
17	1	44	13406.3662544468	12251.9313874943	19	27	27
18	1	44	13922.8785036304	13922.8785036304	36	35	35
19	1	44	13922.8785036304	10589.2440573433	24	35	26
20	1	44	13922.8785036304	11062.1371100698	18	35	24
21	1	44	13922.8785036304	11134.2455231329	36	35	36
22	1	44	13922.8785036304	11101.5220795599	22	35	27
23	1	44	13922.8785036304	11504.0570294425	33	35	34
24	1	44	13922.8785036304	-1e+21	24	35	29
25	1	44	13922.8785036304	11030.2747666253	33	35	24
26	1	44	13922.8785036304	11824.9916413959	36	35	33
27	1	44	13922.8785036304	12214.9538220698	26	35	26
28	1	44	13922.8785036304	12377.4372945259	37	35	35
29	1	44	13922.8785036304	12104.1793689477	34	35	35
30	1	44	13922.8785036304	-1e+21	20	35	26
31	1	44	13922.8785036304	12556.4913073174	30	35	25
32	1	44	13922.8785036304	10945.0852868181	28	35	22
33	1	44	13922.8785036304	11413.54350827	39	35	38
34	1	44	13922.8785036304	12552.6538430871	25	35	24
35	1	44	13922.8785036304	10784.7069556259	41	35	40
36	1	44	13922.8785036304	-1e+21	16	35	16
37	1	44	13922.8785036304	12473.5861309651	26	35	25
38	1	44	13922.8785036304	12635.5794417145	32	35	22
39	1	44	13922.8785036304	11875.1472945621	10	35	23
40	1	44	13922.8785036304	12797.1031750475	12	35	15
41	1	44	13922.8785036304	13657.4448302774	35	35	37
42	1	44	13922.8785036304	-1e+21	22	35	22
43	1	44	13922.8785036304	13301.9021887253	29	35	25
44	1	44	13922.8785036304	12379.9494885655	17	35	19
45	1	44	13922.8785036304	10703.1889173667	15	35	9
46	1	44	13922.8785036304	12213.217145352	17	35	15
47	1	44	13922.8785036304	11565.95046744	33	35	30
48	1	44	13922.8785036304	-1e+21	31	35	36
49	1	44	13922.8785036304	11485.7761002623	21	35	20
50	1	44	13922.8785036304	12651.582506778	19	35	10
51	1	44	13922.8785036304	12029.9011913918	31	35	30
52	1	44	13922.8785036304	11788.8733732385	27	35	25
53	1	44	13922.8785036304	11875.9060201778	27	35	26
54	1	44	13922.8785036304	-1e+21	22	35	23
55	1	44	13922.8785036304	11764.6894871252	38	35	40
56	1	44	13922.8785036304	12753.088062354	25	35	27
57	1	44	13922.8785036304	12026.0512659642	36	35	36
58	1	44	13922.8785036304	10846.1418032967	31	35	33
59	1	44	13922.8785036304	11307.444456753	33	35	29
60	1	44	13922.8785036304	-1e+21	22	35	23
61	1	44	13922.8785036304	12986.3858869405	31	35	28
62	1	44	13922.8785036304	11491.7765595509	38	35	35
63	1	44	13922.8785036304	12506.9407093197	22	35	27
64	1	44	13922.8785036304	11007.2558419535	37	35	28
65	1	44	13922.8785036304	10541.0137877112	22	35	19
66	1	44	13922.8785036304	-1e+21	36	35	28
67	1	44	13922.8785036304	12848.4237904489	25	35	25
68	1	44	13922.8785036304	11983.2678380594	16	35	13
69	1	44	13922.8785036304	12334.5315682561	10	35	19
70	1	44	13922.8785036304	12717.0207114108	33	35	36
71	1	44	13922.8785036304	11017.8522406619	25	35	34
72	1	44	13922.8785036304	-1e+21	29	35	34
73	1	44	13922.8785036304	12757.5903399758	26	35	34
74	1	44	13922.8785036304	11929.6688291423	9	35	21
75	1	44	13922.8785036304	10050.6746902517	32	35	34
76	1	44	13922.8785036304	10938.9087393925	41	35	41
77	1	44	13922.8785036304	12111.6787631467	12	35	10
78	1	44	13922.8785036304	-1e+21	19	35	29
79	1	44	13922.8785036304	11449.4532927267	23	35	29
80	1	44	13922.8785036304	12489.9137408807	27	35	25
81	1	44	13922.8785036304	11114.9652069318	36	35	31
82	1	44	13922.8785036304	10576.4624517067	33	35	31
83	1	44	13922.8785036304	11530.8307003408	31	35	24
