"","","","","","","","","","","","","","","","","",""
2.87856327246474,0.453071831099084,-0.95733206754562,-0.840598468238325,-0.864595142985476,-0.747817300877256,-0.127564231123152,-0.0255090244697729,0.974902493259106,1.51849032937423,-1.10909584845388,-1.15586412173741,0.218729759100227,-0.927033985266503,-0.927583491924509,-0.960079720816812,0.449499414222482,0.446064515920872
-0.82296539780706,0.436416216219241,-0.475228747274514,-0.831389208976303,-0.554479883167432,1.02241781231421,-1.03790659423047,-0.76002897942693,-1.14167328842168,-0.461926677965092,1.19629210461622,-0.929648758125847,0.089112092203376,-0.917711523887636,0.935953134361766,-1.15046057322586,0.248243437171778,-0.377188637223799
-0.453703657612059,-1.31014857407408,-0.883248794102996,-0.86174891553165,-0.825037481183509,-1.14919338291557,-0.322194036783816,-0.990428529195737,0.114500402812467,-0.906789059849427,-0.859283690894081,2.13182167939688,-0.876587795664983,0.224660758829696,-0.354598596049316,0.749819337707514,0.633769853456332,-0.453876945001641
-0.762793340759868,0.545980159771462,-0.446853868086274,-0.620010778640627,-0.516244032025944,1.92115954713153,0.558372000362941,-0.0133228915111195,0.84457729165248,0.779846004603548,2.06257353369814,0.548719151820726,-1.17733432866232,-1.16342135289926,0.923802474683343,-0.687206118795093,1.23023693071366,-0.505200643461375
-0.0917776437680376,-0.926128808938083,-0.873703322899942,-0.839121519935036,-0.816393080365261,-1.13553120223527,-0.00842815017206917,-0.769506745919064,-1.14181592848992,0.753160299892612,0.612826082567538,-0.93497757755084,1.43551141231326,-0.672073790519513,-0.480140423165705,-1.15038827634729,0.402460833904063,1.58112609384624
-0.846630684040534,0.919584258911657,-0.971771437965953,-0.8550636928332,-0.879055052972494,1.67289650729906,1.88276938852848,-0.783625698519156,-0.266380810637454,0.969901200622333,0.785212021031562,-0.845385384104798,-0.852269940513778,1.4756868785945,1.98927510725533,-0.64282306740183,-1.02910307571998,-0.528756768556808
-1.17303681455753,-0.591756215148948,-0.948424115909556,-0.504798881181016,-0.85583067163315,-0.456887835777827,0.097259602158915,-0.760527747789581,0.293064921288629,-0.791075812786887,-1.09995317144736,0.77015987973492,2.3567230203775,1.1469295340169,1.48531848913774,0.67193123720732,-0.449294185788451,1.85689998712486
3.10593761404467,0.0176608756907081,-0.877149569666448,-0.447982251137189,-0.726452044195297,0.369865703445023,-1.04801385558708,4.77064304404389,-0.0762199802991577,0.344221058687676,-0.852992673050495,-0.31007450384955,-0.0133949155982273,0.356363130047358,0.352523217740929,-1.16043358843383,1.15042783829834,-1.1592303814953
2.80266016381873,-0.942571770576495,3.68325573128966,0.209643128060559,3.52716385216424,-0.93971793694929,-1.1714317578508,-0.782736732785657,-0.59788412974104,0.152712000660533,1.98059600859602,-1.16723197698351,0.761478244563788,-0.846569716375397,-1.22294656491078,-0.972573638004652,0.240295058705185,0.725392174097868
-0.820169788759302,-0.403332548138601,-0.863526277022027,-0.828494479374171,0.85713247818868,-0.343570562941334,1.86972586015715,-0.757973925046755,0.356777762157512,2.07911623635757,0.21242373435542,0.203646573498951,-0.825736644747653,0.24446101843052,0.0406501078278959,1.20255205127054,0.092109930942322,-0.267845998316695
