"var1","var3","var4","var5","var6","var7","var10","var183","var1839","var2746","var3423","var3693","var4701","var5343","var5673","Class"
-0.919315311090177,-0.191083374367533,-0.919315311090177,-0.661797560033094,-0.919315311090177,-0.919315311090177,-0.919315311090177,-0.661797560033094,-0.661797560033094,0.902692288690893,2.96270708016863,1.4606953429958,2.59527695753852,-0.919315311090177,0.489259672547199,"1"
-0.901148918546446,-0.324062968183051,-0.901148918546446,-0.503065342950593,-0.901148918546446,-0.901148918546446,-0.901148918546446,-0.901148918546446,2.3738926417718,-0.64356102153822,1.76412453818511,-0.503065342950593,-0.901148918546446,0.409548321343593,-0.901148918546446,"1"
-0.873403056281661,-0.415959654603732,-0.873403056281661,-0.873403056281661,-0.873403056281661,-0.873403056281661,-0.873403056281661,-0.873403056281661,1.42436023305612,0.288613407706518,1.17450088578095,2.15257234592492,2.30508323821868,0.712298177221244,0.345881472912985,"1"
-0.879067794993417,-0.700178636681056,-0.879067794993417,-0.417912487206398,0.198861941277745,-0.879067794993417,-0.879067794993417,-0.879067794993417,-0.879067794993417,1.6673284638888,1.20909767072446,1.86555172422318,2.93144236553068,-0.879067794993417,1.05784904246302,"1"
-0.928031417560324,0.0844945173334799,-0.928031417560324,-0.350003038853657,-0.928031417560324,-0.928031417560324,-0.928031417560324,-0.928031417560324,1.70172168938715,-0.597145208281736,1.22172758636839,0.0487306396331031,0.358580790079757,-0.529297739073565,0.866227166598418,"1"
-0.92528696684531,0.121984155490164,-0.92528696684531,-0.92528696684531,-0.667220143469653,-0.92528696684531,-0.92528696684531,-0.92528696684531,0.413397234180758,1.3686571719265,2.15025825121028,1.86151926658022,2.61579365740318,-0.92528696684531,1.26820052467382,"1"
-1.0539810746669,0.991211775439702,-1.0539810746669,0.0156398194714513,0.074746196821313,-0.266553694285135,-1.0539810746669,-1.0539810746669,-1.0539810746669,1.29523504010035,1.04404083176342,1.46760076632445,2.08608157108667,-1.0539810746669,-1.0539810746669,"1"
-0.929059244160489,-0.833764007339407,-0.929059244160489,-0.929059244160489,-0.833764007339407,-0.929059244160489,-0.929059244160489,0.0263023932436646,1.2106713940762,0.793437253655782,0.878946018700347,1.28979630727553,1.59627340969969,-0.929059244160489,0.100398746552596,"1"
-0.976721953849747,0.626690837211948,-1.15135805408801,-1.15135805408801,0.330969577101157,-0.0990559064947268,-1.15135805408801,-0.762984641158471,-1.15135805408801,0.931720690438325,2.38441456036303,0.330969577101157,3.23051372811629,-1.15135805408801,0.330969577101157,"1"
-0.936254310899788,0.167601719752641,-0.936254310899788,-0.936254310899788,-0.418545187838694,-0.936254310899788,-0.936254310899788,0.22859990279601,-0.936254310899788,1.12847704207386,2.18454118261463,1.53575495930189,2.37232897644411,-0.936254310899788,1.52798078950747,"1"
-0.927246036772434,-0.3032788433761,-0.927246036772434,-0.927246036772434,-0.927246036772434,-0.600150350879936,-0.927246036772434,-0.672193138793557,0.107794156412083,0.846458112256559,0.61770157816948,1.62428030018533,2.72233374170249,-0.253414951252752,1.38598872717743,"1"
0.212737802246948,-1.30174259392012,0.164840823682164,-1.30174259392012,1.28140710176525,-0.488283347874289,0.268793801858601,-1.30174259392012,-1.30174259392012,-1.30174259392012,-1.30174259392012,-1.30174259392012,0.389034190973763,-1.30174259392012,-1.30174259392012,"1"
-0.891314911568212,-0.12101034238322,-0.891314911568212,-0.891314911568212,-0.891314911568212,-0.891314911568212,-0.891314911568212,1.58404815919971,-0.495184897287532,0.90685942694367,1.17621768380537,1.43344651733153,2.15484989078257,0.182003834968504,0.756257785075491,"1"
-0.954449516238717,-0.954449516238717,-0.954449516238717,-0.954449516238717,-0.954449516238717,-0.954449516238717,-0.954449516238717,-0.954449516238717,-0.00922600908992403,0.416918691622689,2.42322998103717,1.47016574811406,2.04782630270219,-0.774091005371628,0.465183534844187,"1"
-0.873875634789461,-0.782455492787517,-0.873875634789461,0.0426370836654887,-0.873875634789461,-0.873875634789461,-0.873875634789461,0.455837808310403,1.61545503616628,0.589895436201111,2.45340075384393,1.77953752954785,2.0043712866254,0.299952008459919,1.23367030922864,"1"
-0.801387792727069,-0.801387792727069,-0.801387792727069,-0.801387792727069,-0.801387792727069,-0.801387792727069,-0.801387792727069,-0.353274383112553,1.96490132155088,0.788646290194737,0.446009980913282,1.71475656139188,2.06901470282083,1.25015699880922,1.55176105016726,"1"
-0.859352194633617,-0.467414355936993,-0.859352194633617,-0.767221786538605,-0.859352194633617,-0.767221786538605,-0.859352194633617,0.23430368205485,1.33697022868972,0.264993169140206,1.33697022868972,1.71215482917154,1.36641324539138,1.23179728808302,0.73430330257106,"1"
