"Iteration #"	"Inertia"	"Number of features"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
1	1	24	11977.9784733427	11977.9784733427	13	24	24
2	1	24	11977.9784733427	11241.0445386557	9	24	13
3	1	24	13729.140509448	13729.140509448	17	20	20
4	1	24	13729.140509448	13721.527090374	20	20	21
5	1	24	13729.140509448	13577.7451406143	17	20	15
6	1	24	13729.140509448	13298.5822188012	19	20	20
7	1	24	13729.140509448	12869.1866210449	21	20	20
8	1	24	14572.5112442944	14572.5112442944	20	17	17
9	1	24	14572.5112442944	13438.0100732779	15	17	19
10	1	24	14714.0851109778	14714.0851109778	16	12	12
11	1	24	14714.0851109778	13673.3854069882	12	12	8
12	1	24	14714.0851109778	14461.7073392589	18	12	20
13	1	24	14714.0851109778	13905.8377520488	14	12	19
14	1	24	14981.3098887852	14981.3098887852	10	13	13
15	1	24	14981.3098887852	14589.4500861629	17	13	16
16	1	24	14981.3098887852	13049.9597235339	7	13	13
17	1	24	14981.3098887852	14348.7863960923	20	13	20
18	1	24	16307.8712775147	16307.8712775147	17	19	19
19	1	24	16307.8712775147	14592.3182573368	11	19	13
20	1	24	16307.8712775147	13461.207229312	16	19	19
21	1	24	16307.8712775147	14175.7119273442	15	19	14
22	1	24	16307.8712775147	12391.273665063	6	19	16
23	1	24	16307.8712775147	12320.0206826259	22	19	21
24	1	24	16307.8712775147	-1e+21	14	19	15
25	1	24	16307.8712775147	12973.8815914567	22	19	19
26	1	24	16307.8712775147	13366.4906223581	20	19	19
27	1	24	16307.8712775147	14131.9983465554	15	19	17
28	1	24	16307.8712775147	11950.0963686367	19	19	21
29	1	24	16307.8712775147	13057.2246190321	16	19	12
30	1	24	16307.8712775147	-1e+21	19	19	19
31	1	24	16307.8712775147	14124.1148198972	15	19	20
32	1	24	16307.8712775147	14636.1914581199	16	19	14
33	1	24	16307.8712775147	12718.2088618961	24	19	22
34	1	24	16307.8712775147	13086.0269746949	22	19	20
35	1	24	16307.8712775147	12772.2367612438	15	19	16
36	1	24	16307.8712775147	-1e+21	19	19	18
37	1	24	16307.8712775147	14365.6652245136	8	19	8
38	1	24	16307.8712775147	13406.7325540186	16	19	19
39	1	24	16307.8712775147	14449.5668407687	18	19	19
40	1	24	16307.8712775147	11600.3797045106	19	19	13
41	1	24	16307.8712775147	12424.8454382266	15	19	19
42	1	24	16307.8712775147	-1e+21	13	19	11
43	1	24	16307.8712775147	12688.762822546	12	19	14
44	1	24	16307.8712775147	14274.6085015475	11	19	11
45	1	24	16307.8712775147	13489.6387543627	21	19	23
46	1	24	16307.8712775147	13674.0180412934	18	19	19
47	1	24	16307.8712775147	12895.4689360393	17	19	14
48	1	24	16307.8712775147	-1e+21	16	19	19
49	1	24	16307.8712775147	12507.4812156151	18	19	15
50	1	24	16307.8712775147	13161.0767094462	13	19	14
51	1	24	16307.8712775147	12744.4746072663	18	19	17
52	1	24	16307.8712775147	14258.7288052652	16	19	18
53	1	24	16307.8712775147	12221.8943405728	18	19	13
54	1	24	16307.8712775147	-1e+21	15	19	18
55	1	24	16307.8712775147	13804.8927370266	13	19	9
56	1	24	16307.8712775147	12454.384575604	14	19	15
57	1	24	16307.8712775147	14075.0327500385	18	19	17
58	1	24	16570.3784394549	16570.3784394549	16	17	17
59	1	24	16570.3784394549	14127.8690083143	17	17	14
60	1	24	16570.3784394549	15906.1344339476	14	17	9
61	1	24	16570.3784394549	14645.9666937574	21	17	18
62	1	24	16570.3784394549	13684.2561796089	18	17	19
63	1	24	16570.3784394549	14494.2091698876	19	17	19
64	1	24	16570.3784394549	-1e+21	13	17	14
65	1	24	16570.3784394549	14694.1352122435	20	17	17
66	1	24	16570.3784394549	13908.3668765841	20	17	19
67	1	24	16570.3784394549	14202.0946166227	18	17	16
68	1	24	16570.3784394549	12686.9214999885	14	17	16
69	1	24	16570.3784394549	13143.7373123991	20	17	19
70	1	24	16570.3784394549	-1e+21	11	17	12
71	1	24	16570.3784394549	13547.7948183523	14	17	16
72	1	24	16570.3784394549	14420.2678898724	7	17	13
73	1	24	16570.3784394549	12576.879135982	9	17	17
74	1	24	16570.3784394549	14821.6922814182	20	17	20
75	1	24	16570.3784394549	13049.0235976479	16	17	21
76	1	24	16570.3784394549	-1e+21	18	17	20
77	1	24	16570.3784394549	12517.1644516984	15	17	17
78	1	24	16570.3784394549	12138.7141626845	11	17	7
79	1	24	16570.3784394549	13342.7487296117	21	17	19
80	1	24	16570.3784394549	13223.0949599795	18	17	19
81	1	24	16570.3784394549	14715.9080068061	18	17	16
82	1	24	16570.3784394549	-1e+21	16	17	17
83	1	24	16570.3784394549	11970.587401331	20	17	19
84	1	24	16570.3784394549	13436.5746432853	9	17	13
85	1	24	16570.3784394549	13636.4902156828	19	17	19
86	1	24	16570.3784394549	13972.8628414696	11	17	13
87	1	24	16570.3784394549	13917.7055802906	17	17	13
88	1	24	16570.3784394549	-1e+21	14	17	16
89	1	24	16570.3784394549	14061.5983299823	12	17	9
90	1	24	16570.3784394549	13452.1493383737	8	17	10
91	1	24	16570.3784394549	15100.5144401751	6	17	9
92	1	24	16570.3784394549	12746.2376765658	18	17	18
93	1	24	16570.3784394549	14530.9078725212	18	17	16
94	1	24	16570.3784394549	-1e+21	21	17	20
95	1	24	16570.3784394549	15765.0989603401	11	17	17
96	1	24	16570.3784394549	13728.1291232956	11	17	9
97	1	24	16570.3784394549	12714.3471712921	8	17	16
98	1	24	16570.3784394549	13602.4933079984	18	17	21
99	1	24	16570.3784394549	15474.7435943346	11	17	15
100	1	24	16570.3784394549	-1e+21	16	17	15
101	1	24	16570.3784394549	12905.3922219125	13	17	19
102	1	24	16570.3784394549	14665.3861005971	9	17	15
103	1	24	16570.3784394549	12729.1702517489	22	17	23
104	1	24	16570.3784394549	13090.6104531036	20	17	17
105	1	24	16570.3784394549	15837.4180105682	8	17	9
106	1	24	16570.3784394549	-1e+21	16	17	14
107	1	24	16570.3784394549	13620.4219614739	9	17	11
108	1	24	16570.3784394549	14774.0402307008	22	17	20
109	1	24	16570.3784394549	13941.570573367	20	17	22
110	1	24	16570.3784394549	13682.6632042052	12	17	15
111	1	24	16570.3784394549	13725.9533491647	16	17	11
112	1	24	16570.3784394549	-1e+21	15	17	17
113	1	24	16570.3784394549	13396.6526294577	20	17	19
114	1	24	16570.3784394549	14877.9076799762	21	17	21
115	1	24	16570.3784394549	12517.2837495646	21	17	21
116	1	24	16570.3784394549	13647.5603072747	18	17	21
117	1	24	16570.3784394549	14613.7234002052	18	17	21
118	1	24	16570.3784394549	-1e+21	17	17	21
119	1	24	16570.3784394549	12404.6197849593	14	17	14
120	1	24	16570.3784394549	13919.5853332316	15	17	18
121	1	24	16570.3784394549	13840.5282741593	13	17	17
122	1	24	16570.3784394549	13722.4222059552	9	17	17
123	1	24	16570.3784394549	13712.6484445193	14	17	13
