"var1","var2","var4","Class"
-0.897673879196766,1.01560199071363,-1.31105214820513,"setosa"
-1.13920048346495,-0.13153881205026,-1.31105214820513,"setosa"
-0.535383972794483,1.93331463292475,-1.0486667949953,"setosa"
-1.74301699413542,-0.360966972603039,-1.31105214820513,"setosa"
-0.535383972794483,1.47445831181919,-1.31105214820513,"setosa"
-1.86378029626952,-0.13153881205026,-1.44224482481005,"setosa"
-0.0523307642581081,2.16274279347753,-1.31105214820513,"setosa"
-0.173094066392202,3.08045543568864,-1.0486667949953,"setosa"
-0.897673879196766,1.70388647237197,-1.17985947160021,"setosa"
-0.535383972794483,0.786173830160855,-1.31105214820513,"setosa"
-1.01843718133086,-0.13153881205026,-1.31105214820513,"setosa"
-1.01843718133086,0.786173830160855,-1.0486667949953,"setosa"
-0.776910577062672,0.786173830160855,-1.31105214820513,"setosa"
-0.535383972794483,0.786173830160855,-1.0486667949953,"setosa"
-1.13920048346495,0.0978893485025193,-1.31105214820513,"setosa"
-0.41462067066039,1.01560199071363,-1.31105214820513,"setosa"
-1.13920048346495,1.24503015126641,-1.44224482481005,"setosa"
-0.897673879196766,0.786173830160855,-1.31105214820513,"setosa"
-1.62225369200133,-1.73753593591971,-1.17985947160021,"setosa"
-1.01843718133086,1.01560199071363,-0.786281441785465,"setosa"
1.39682886135102,0.327317509055298,0.263259971053865,"versicolor"
0.672249048546457,0.327317509055298,0.394452647658782,"versicolor"
-0.41462067066039,-1.73753593591971,0.132067294448949,"versicolor"
-0.173094066392202,-0.590395133155817,0.132067294448949,"versicolor"
0.551485746412362,0.556745669608076,0.525645324263698,"versicolor"
-0.776910577062672,-0.819823293708595,0.263259971053865,"versicolor"
-1.01843718133086,-2.42582041757805,-0.2615107353658,"versicolor"
0.0684325378759866,-0.13153881205026,0.394452647658782,"versicolor"
-0.293857368526296,-0.360966972603039,0.132067294448949,"versicolor"
-0.0523307642581081,-0.819823293708595,-0.2615107353658,"versicolor"
0.0684325378759866,0.327317509055298,0.788030677473531,"versicolor"
0.309959142144174,-0.590395133155817,0.132067294448949,"versicolor"
0.672249048546457,-0.360966972603039,0.132067294448949,"versicolor"
0.18919584001008,-0.360966972603039,0.394452647658782,"versicolor"
-0.41462067066039,-1.50810777536693,-0.2615107353658,"versicolor"
1.03453895494874,0.0978893485025193,0.394452647658782,"versicolor"
-0.41462067066039,-1.27867961481415,0.132067294448949,"versicolor"
-0.0523307642581081,-1.04925145426137,0.000874617844032679,"versicolor"
-0.173094066392202,-0.360966972603039,0.132067294448949,"versicolor"
-0.897673879196766,-1.27867961481415,-0.130318058760883,"versicolor"
-0.0523307642581081,-0.819823293708595,0.919223354078447,"virginica"
0.551485746412362,-0.360966972603039,0.788030677473531,"virginica"
0.79301235068055,-0.13153881205026,1.3128013838932,"virginica"
-1.13920048346495,-1.27867961481415,0.656838000868614,"virginica"
1.63835546561921,1.24503015126641,1.70637941370794,"virginica"
0.79301235068055,0.327317509055298,1.05041603068336,"virginica"
-0.0523307642581081,-0.590395133155817,1.57518673710303,"virginica"
0.672249048546457,0.327317509055298,1.44399406049811,"virginica"
1.27606555921693,0.327317509055298,1.44399406049811,"virginica"
0.551485746412362,-0.819823293708595,0.788030677473531,"virginica"
1.63835546561921,0.327317509055298,0.788030677473531,"virginica"
0.309959142144174,-0.13153881205026,0.788030677473531,"virginica"
1.63835546561921,-0.13153881205026,0.525645324263698,"virginica"
1.8798820698874,-0.590395133155817,0.919223354078447,"virginica"
0.309959142144174,-1.04925145426137,0.263259971053865,"virginica"
0.672249048546457,0.0978893485025193,0.788030677473531,"virginica"
0.18919584001008,-0.13153881205026,0.788030677473531,"virginica"
1.03453895494874,0.0978893485025193,1.57518673710303,"virginica"
-0.0523307642581081,-0.819823293708595,0.919223354078447,"virginica"
0.551485746412362,-1.27867961481415,0.919223354078447,"virginica"
