"var760","var1779","var1834","var1882","var2288","var3320","var4847","var6218"
2.00432137378264,2.69108149212297,2.22788670461367,2.00432137378264,2.00432137378264,3.05037975626146,2.25285303097989,2.03742649794062
2.00432137378264,2.00432137378264,2.38916608436453,2.00432137378264,2.00432137378264,3.00732095292274,2.02530586526477,2.23044892137827
2.35602585719312,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.63245729218472,2.40312052117582,2.58433122436753
2.27875360095283,2.99563519459755,2.19033169817029,2.39967372148104,2.00432137378264,2.00432137378264,2.00432137378264,3.06557971472845
2.70156798505593,3.08421868673924,2.00432137378264,2.00432137378264,2.00432137378264,2.8109042806687,2.00432137378264,3.85193067864027
2.00432137378264,2.00432137378264,2.11058971029925,2.70156798505593,2.00432137378264,2.27646180417324,2.00432137378264,2.19865708695442
2.00432137378264,2.00432137378264,2.07188200730613,2.00432137378264,2.00432137378264,2.6730209071289,2.00432137378264,2.02118929906994
2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.77232170672292,2.00432137378264,2.21748394421391
2.02530586526477,2.8494194137969,2.45939248775923,2.03342375548695,2.3096301674259,3.05766610390983,2.60205999132796,2.44404479591808
2.00432137378264,2.30102999566398,2.34830486304816,2.00432137378264,2.00432137378264,2.88649072517248,2.90633504180509,2.00432137378264
2.00432137378264,3.11193427633268,2.59217675739587,2.59659709562646,2.00432137378264,3.14332712999205,2.00432137378264,2.00432137378264
3.58793534863636,3.96089867732666,2.96801571399364,4.06770304404007,3.81928064697248,3.38792346697344,3.76454971906447,2.78390357927274
2.9982593384237,4.00740635150367,2.77378644498119,3.43870053290074,3.99352440316707,3.36847283844036,3.36847283844036,3.77451696572855
3.97469587190968,2.87390159786446,3.18582535961296,4.20414712521285,3.85817613798234,2.73399928653839,3.30276370847298,2.17897694729317
2.92992956008459,3.95458016274376,2.88649072517248,4.20414712521285,4.20414712521285,3.55254654795566,3.58782317131896,4.07401144600894
3.35063560825895,4.20414712521285,2.79934054945358,4.03092339962722,3.64018319192134,3.03502928220237,3.64384731029971,4.20414712521285
2.27415784926368,3.35602585719312,2.20411998265592,2.55630250076729,2.00432137378264,2.93550726582471,2.94398887507377,3.32283927268632
2.23044892137827,2.47275644931721,2.40312052117582,2.74350976472843,2.00432137378264,2.98855895687862,2.21218760440396,2.99651167215418
3.30341207059674,3.99943504987633,2.91803033678488,3.5009222391903,4.00522342485814,2.85853719756964,3.35945602012099,4.17487352888742
3.17143390094301,4.1532354186523,2.8109042806687,4.15210480089287,3.77114634881499,3.37894269861344,3.45818443557026,3.35468455395473
2.60959440922522,3.42845877351558,2.0899051114394,2.25767857486918,2.00432137378264,2.75739602879302,2.57287160220048,3.93921963585482
3.62096843564429,4.20414712521285,2.52762990087134,3.3911116137028,3.57030938543588,2.85973856619715,3.326949994166,4.20414712521285
2.14921911265538,4.20414712521285,2.72181061521255,2.09342168516224,3.3285834497142,3.01029995663981,3.50338206347373,3.53415307418506
3.83972937520639,3.41614103116833,3.20574554094266,4.20414712521285,3.72015930340596,3.01325866528352,3.85333310500234,2.42324587393681
3.89253980465864,3.770557474851,3.27508089845686,4.20414712521285,3.89899927088979,3.39846084960822,3.77451696572855,3.34321159017975
2.81888541459401,3.59306443165872,3.34340859380386,3.51772359483374,3.4323277922616,3.50392680419351,3.62065647981962,2.45484486000851
3.1296898921993,4.20414712521285,2.74896286125616,4.10503305039359,3.66913084737333,3.37106786227174,3.34143452457814,3.59239884611556
2.02938377768521,2.35983548233989,2.53402610605613,3.3230457354817,2.00432137378264,2.88986172125819,2.73559889969818,2.07188200730613
2.53655844257153,2.00432137378264,2.39445168082622,3.32035403281767,2.17609125905568,2.99738638439731,3.38952046584638,2.00432137378264
2.31175386105575,2.00432137378264,2.00432137378264,2.2148438480477,2.06445798922692,3.02118929906994,3.28600712207947,2.00432137378264
2.25285303097989,2.89097959698969,2.40312052117582,2.00432137378264,2.00432137378264,3.17522180034305,2.59769518592551,2.66745295288995
2.07188200730613,2.96284268120124,2.04921802267018,2.38021124171161,2.00432137378264,2.83442070368153,2.00432137378264,2.79865064544527
2.00860017176192,2.00432137378264,2.11727129565576,2.00432137378264,2.00432137378264,2.96941591235398,2.70757017609794,2.00432137378264
2.00432137378264,2.49415459401844,2.36361197989214,2.6570558528571,2.00432137378264,3.01283722470517,2.62117628177504,2.19033169817029
