"var36","var37","var39","var40","var41","var760","var1144","var1779","var1834","var1882","var2288","var2349","var2642","var3320","var4847","var5039","var5552","var5772","var6041","var6200","var6201","var6218","var6884","Class"
2.00432137378264,2.33445375115093,4.16253453654936,3.98851436583367,3.93094903116752,2.20951501454263,2.78604121024255,2.00432137378264,2.41830129131975,2.48287358360875,2.00432137378264,2.22010808804005,3.96974197676285,3.05115252244738,2.47567118832443,2.77887447200274,3.96118370981244,3.49220145139254,3.10890312766731,2.46686762035411,2.52374646681156,2.00432137378264,2.07918124604762,"-1"
2.00432137378264,2.06818586174616,2.78958071216443,2.06445798922692,3.18155777386279,2.7701152947871,2.96754797621886,2.00432137378264,2.00860017176192,3.13321945673249,2.00432137378264,2.70329137811866,2.95230800966213,3.0265332645233,2.48855071650044,2.52891670027765,3.61182947949837,3.04883008652835,2.73319726510657,3.31449922797315,3.72802895442052,2.00432137378264,2.00432137378264,"-1"
2.02118929906994,2.67851837904011,3.75358305889291,3.514946005308,3.56454771175595,2.31806333496276,3.22993768590793,2.00432137378264,2.49136169383427,2.40654018043396,2.00432137378264,2.00432137378264,2.79865064544527,3.14581771449183,2.49136169383427,2.75966784468963,3.50419891853945,3.65743832270296,2.3747483460101,2.00432137378264,2.48000694295715,2.00432137378264,2.2380461031288,"-1"
2.00432137378264,2.19312459835446,3.68583127462606,3.36059341356525,3.40993312333129,2.00432137378264,2.62940959910272,2.00432137378264,2.46089784275655,2.00432137378264,2.00432137378264,2.39967372148104,3.72550326885932,2.97451169273733,2.84135947045485,2.8555191556678,3.67678503041921,3.73782850589578,2.89597473235906,2.00432137378264,2.38381536598043,2.23552844690755,2.59769518592551,"-1"
2.00432137378264,2.0899051114394,3.10890312766731,3.43648069500949,2.50105926221775,2.52891670027765,2.72427586960079,2.97266559226611,2.59769518592551,2.00432137378264,2.46389298898591,2.23552844690755,3.72875947516787,2.96801571399364,2.85369821177617,2.72015930340596,3.87238938841782,3.54032947479087,2.98632377705077,2.14301480025409,2.00432137378264,2.4996870826184,2.09691001300806,"-1"
2.00432137378264,2.24797326636181,3.61794343482897,3.43838410703471,3.38111508070985,2.30319605742049,3.22608411597582,2.00432137378264,2.00432137378264,3.06781451116184,2.00432137378264,2.00432137378264,2.45178643552429,2.92582757462474,2.39445168082622,2.43296929087441,3.27829620809127,3.51982799377572,2.56702636615906,2.00432137378264,2.33445375115093,2.00432137378264,2.00432137378264,"-1"
2.00432137378264,2.00432137378264,4.20414712521285,4.04265425316779,4.20414712521285,2.00432137378264,2.58771096501891,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.11594317693906,3.71155416825017,3.02816441942447,2.00432137378264,2.66651798055488,3.88047059280378,3.59516541479023,2.53781909507327,2.03342375548695,2.20411998265592,2.00432137378264,3.04453976039241,"-1"
2.00432137378264,2.41161970596323,3.59494473669508,3.19005141775921,3.11394335230684,2.08635983067475,2.79934054945358,2.00432137378264,2.40140054078154,2.00432137378264,2.00432137378264,2.09691001300806,3.60734777676841,3.22245633667925,2.00432137378264,2.83884909073726,4.12106716746773,3.67632773388132,2.00432137378264,2.00432137378264,2.65896484266443,2.00432137378264,3.70009770461305,"-1"
2.00432137378264,2.22271647114758,4.11414374967188,3.86171358757143,4.14426277376199,2.10720996964787,3.44106640663926,2.00432137378264,2.19312459835446,2.52762990087134,2.00432137378264,2.01703333929878,2.62736585659273,2.985426474083,2.00432137378264,2.41995574848976,3.40688067004912,3.61087300038005,2.49276038902684,2.02118929906994,2.64933485871214,2.07554696139253,2.00432137378264,"-1"
2.00432137378264,2.19312459835446,2.00432137378264,2.00432137378264,2.00432137378264,2.43616264704076,3.23628527744803,2.59439255037543,2.22530928172586,2.69810054562339,2.00432137378264,2.00432137378264,2.76789761601809,3.07040732174012,2.69284691927723,2.22530928172586,3.29754166781816,3.21984638602436,2.41664050733828,2.00432137378264,2.71850168886727,2.53781909507327,2.08635983067475,"-1"
