"var1","var2","var3","var4","var5","var8","var16","var17","var19","var22","var26","var27","var30","var34","var36","var37","var39","var40","Class"
-0.897673879196766,1.70388647237197,-1.05251337422423,-1.0486667949953,0.368382694369114,-1.55759559135654,-1.01260720599236,-1.47884871180274,-0.533279695171364,1.65594527103317,-0.434474787524995,-1.70900977346962,0.46015282917728,-1.19560863627042,-1.81892032504513,-0.981558807402442,0.972997203989371,-0.508630003425239,"setosa"
-1.50149038986724,0.0978893485025193,-1.27910398223806,-1.31105214820513,-0.359335940839851,-0.952566601537301,1.46228445598474,-0.585275312752396,0.291304272841897,0.188874065919421,-0.461687871386805,0.510807251884798,-0.0611680165731642,0.6546956480139,-1.08275438508594,-0.978838375336986,0.708763353146893,-2.11281410362296,"setosa"
-1.74301699413542,-0.13153881205026,-1.39239928624498,-1.31105214820513,1.04236240403616,0.0499995360858967,0.160126710192375,0.666313375610058,2.79289601968619,-0.347782691163627,-0.775708647293315,1.84121536790344,-0.182113773093948,1.20795164699473,0.184050725458302,-0.280662108765765,1.8650222050509,0.87891449101267,"setosa"
-0.173094066392202,1.70388647237197,-1.16580867823115,-1.17985947160021,-0.57626456701664,-0.609753677883766,-0.569461354181252,1.59082944744684,0.247941010390957,-0.846800674908215,1.03512181797259,0.363627625794565,-0.604050374576376,1.6299391588622,-0.981792971770378,-0.0773165519470115,-2.19508483486617,1.36855424773345,"setosa"
-0.897673879196766,0.556745669608076,-1.16580867823115,-0.917474118390381,0.110937446269171,0.553487056319858,0.965453693187354,-0.355621753291189,-0.0288824319724968,-1.04783425643891,0.922158397470803,-1.79284822952704,-0.452775455960345,0.100932193099629,0.630817726421776,0.675965906312032,-0.917352218639,0.432940027944973,"setosa"
-1.50149038986724,0.327317509055298,-1.33575163424152,-1.31105214820513,-1.12366687802406,0.959297840375326,0.0799566131192018,0.106216255591804,0.864411632872585,-0.249096972794426,0.251657611141727,-0.61002538889873,-0.225592493584492,-0.868220705805125,0.545877094382991,-2.21896679115021,-0.81599196247425,0.027511071570931,"setosa"
-1.38072708773314,0.327317509055298,-1.39239928624498,-1.31105214820513,2.39686667424035,0.409222959530535,-0.936050752815302,2.1544211930771,-0.72897326768388,0.0491540320173679,-0.413094320253749,0.144007701211968,-1.16847330214315,-0.784007370517484,1.06282698532099,-0.116932579648517,-0.0526108708627145,-0.201995374440617,"setosa"
-0.41462067066039,2.62159911458309,-1.33575163424152,-1.31105214820513,-0.66862952367886,-0.459506024249277,0.655284115952049,-0.906260261815167,-0.786911783864219,0.433259252942475,0.409372938600577,0.121399153882046,-0.0936275011935895,0.407324759390625,1.52423214487623,0.833418607881882,1.10017691831935,0.544296187912922,"setosa"
-1.13920048346495,0.0978893485025193,-1.27910398223806,-1.44224482481005,-0.425256955376448,-0.436299741274706,0.144953145689473,-0.170178552562819,0.795375872191806,1.26549601252462,-0.0488028849142272,-0.104530327390484,-0.39501708352607,-0.0769619718341328,-1.24633167949368,-0.626756744938719,-0.549337550065213,-0.571385054385139,"setosa"
-1.01843718133086,1.01560199071363,-1.39239928624498,-1.17985947160021,-1.27676006692032,-0.369065739121389,0.576365232926417,1.3676710815968,-0.487738421017578,-0.174462489921005,0.188303763633808,-0.0131174588012802,1.69023498501145,1.99186170794622,-0.990057485005376,-0.491297931388141,-1.03114343086066,-0.50512414300136,"setosa"
-1.25996378559905,0.0978893485025193,-1.22245633023461,-1.31105214820513,1.15148221490096,1.78163564059383,-0.476810507391152,3.422557221024,0.679427433534748,1.03125165817826,0.0353234622418706,0.771289283367642,-0.757283814566695,1.39240596794583,-0.254463823174168,0.287366342155749,-0.301904068458761,0.113670906287379,"setosa"
-0.776910577062672,1.01560199071363,-1.27910398223806,-1.31105214820513,-0.802690167473121,0.0370659182855024,-0.530961717382806,-0.863900477928702,0.749142425615095,-1.42083973446262,0.393523890028031,-0.826460059918782,-0.31077101583433,-0.890725641488648,1.00473702893292,-1.30010352618799,-1.50471517304546,1.3701971398179,"setosa"
-1.25996378559905,0.786173830160855,-1.05251337422423,-1.31105214820513,0.568449277802202,-0.974459919022907,0.546706929792377,-0.0219047364193842,-0.792454231923728,-0.696157591614244,-1.20413655878639,1.15520017884752,-0.900508688504793,1.2139131688702,-0.378934555564049,0.246112417503034,0.949352586369038,-0.530855345253143,"setosa"
