"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","Class"
0.352307743967723,-0.943642495376478,3.4184854362982,3.61186599896658,-0.683286259716663,-1.17346425968023,-0.227416788748794,1.58404532638939,1.33891774319758,2.99955925403866,-0.60647764638866,"2"
-0.830046004674907,1.17855165488561,-0.874536955402863,-0.81496191315552,1.71235569613067,-1.04801598196302,0.472632460784765,-0.444488218040289,0.919006122260178,-1.16215598236102,2.19092827190812,"1"
-0.268453452032043,-1.32013255820715,-0.495250017385439,-0.829101058085216,1.03137267047968,-1.05959944574848,-1.16367446351186,-1.15721302014134,0.292151494154076,0.495844590054228,1.4493698247887,"1"
2.85052334742606,-0.853596951954076,-0.279339516641459,-0.547012181365876,-0.944742385119395,0.473305785131106,2.53133174774734,0.742035180236681,-0.734923218198182,0.112399422392718,-1.20168600340881,"2"
-0.841434136904686,-1.31324814642448,-0.885039873746654,-0.826650137033156,0.75088031005491,-1.05506743598555,1.56560469389119,0.0534881005491289,0.865858565107985,0.092710224644731,0.573632745662754,"1"
-0.815488376793358,-0.735914396698937,-0.858665801196022,-0.80084961701338,0.433511452621053,-0.452176530945505,0.279723791405298,2.51507290414641,-0.304460188869113,-1.13779335939855,0.990515371370074,"1"
-0.840999085535933,-0.937848673786386,-0.709814248485932,-0.161456999505383,-0.0425294439141828,-0.305143298578056,-0.132177160151712,2.19630445291017,0.179082791385022,0.479826263518009,-1.18793613905393,"2"
-0.751184079755018,0.850937458076861,-0.885636365802267,-0.827326139422943,-1.15203274667411,-1.05543233942526,-0.155549055212702,-1.15203277665715,-0.451013363591444,-0.828039384970203,1.02742898430987,"1"
-0.82810116221401,-0.92433835400616,3.34461804064384,3.47300366608027,-0.921512197685688,-0.760529901623599,-0.180902226695279,1.11497297979331,-0.716275301057977,0.415812588090283,-0.935351611401489,"2"
-0.933449064066665,1.91818086680729,0.386793597603533,0.144445439613015,0.316924892279285,-1.03374571625234,-1.13648878630706,-0.098859591985952,-1.19642392044644,-1.14518941891686,0.28576485551859,"1"
-0.83386667105872,0.897023631326928,3.01202313253506,3.20122779908535,1.18878397372419,-0.321624928443579,0.838506314000638,-0.330294701540253,0.439321099995227,-0.669329801370373,0.540655658453786,"1"
-0.835271215366397,-0.931789192913639,2.81234115026499,3.05874303951735,-0.928954761290405,-1.15909352986681,0.0666054515735354,-0.305924336215823,1.66051154020404,0.388228929776241,-0.812921449928893,"2"
-0.831440127117446,0.209223296617985,-0.783158331303781,-0.724210237677207,1.56038919592054,-0.407659901899683,-0.513564457511783,-0.149668854514917,-1.21147787510801,-1.15962408325874,-0.116984846499951,"1"
-0.819470934066275,-0.916145503008104,-0.943274079088799,-0.851548771534607,1.73246779977402,-0.485837554484544,0.452323893973688,-0.913306469687091,3.24552284413936,0.909069285336232,0.181465999114005,"2"
1.11866574764468,0.137151471358205,0.335552321396552,0.0711697211607612,-0.530528086423484,0.220214333349104,-1.08884851675331,2.28543142152766,0.413569121491354,2.11186435953893,-0.871089336161662,"2"
-0.830201747362439,-0.190908616796477,-0.699715277623453,-0.815522102518483,0.409948082835874,0.0351000231967356,-1.14473475129972,-1.13837683452981,-1.20447406600913,-1.1534069278203,3.12125649883899,"1"
1.00986998474685,-0.934982002490868,-0.962307901963195,-0.869915425553216,-0.932122351311909,-0.186582276984154,1.3730220957979,1.8539519045325,4.16712798620133,-0.707309363712507,-1.18643292951562,"2"
-0.828523784233359,1.24565722263913,-0.87234957169258,-0.81366520786833,-1.14045521528544,-1.04323499495869,1.74470458477173,0.0313591534244151,1.17102466517754,2.04657866945008,0.99732796008622,"1"
-0.827274116868734,-0.924579695675012,-0.871008807308225,0.0704872708883115,0.508926254272992,-1.04153901351471,0.516767497293178,-0.921722161657084,-0.281131358531763,-0.758952725308513,1.21302542472592,"1"
-0.939465556008425,0.508528465587658,-0.780139979045026,-0.812931386857067,0.607020578540346,-0.709998419157983,-1.14135998397583,-1.13501724128101,-1.20095705545988,-1.15001154044887,0.883231157542194,"1"
-0.82910399508008,0.305045350005119,-0.424386344138604,-0.493422102034619,-0.208943051325309,0.411864739618499,0.550432675701622,-1.13729400408758,0.417305089653685,0.927913675812938,0.946106149899646,"1"
-0.82973217434932,0.678537822888403,-0.87378472981064,-0.814796712449636,0.379837861296556,-1.04555439118608,-1.14974638032251,0.489705821370329,-0.812270172440614,0.59013883960039,-0.317741270686108,"1"
2.85724295163236,-0.943159713445763,0.942888386400847,1.3528598282297,-0.940309025357458,3.04564104998389,1.10207113472787,-0.847263443490536,-0.733293016450913,0.45524961606694,1.39839872703547,"2"
-0.833391332756894,-1.3086984055807,-0.87731993108994,-0.818497896954157,1.1408865279015,-1.04860620859739,0.485345390640914,-1.14605458958737,0.85057996037853,-1.16130358976133,0.675871000493013,"1"
-0.82883886379216,0.891646030541444,-0.698167520484793,-0.151956705951178,-1.13745054436716,0.101072550290068,-1.1438174989043,-1.13745054436716,-0.406731110750157,-0.575279730991399,1.61435539401896,"1"
