"","","","","","","","","","",""
2.87856327246474,0.453071831099084,-0.95733206754562,-0.864595142985476,-0.747817300877256,-0.127564231123152,0.974902493259106,-0.927033985266503,-0.927583491924509,-0.960079720816812,0.449499414222482
-0.82296539780706,0.436416216219241,-0.475228747274514,-0.554479883167432,1.02241781231421,-1.03790659423047,-1.14167328842168,-0.917711523887636,0.935953134361766,-1.15046057322586,0.248243437171778
-0.453703657612059,-1.31014857407408,-0.883248794102996,-0.825037481183509,-1.14919338291557,-0.322194036783816,0.114500402812467,0.224660758829696,-0.354598596049316,0.749819337707514,0.633769853456332
-0.762793340759868,0.545980159771462,-0.446853868086274,-0.516244032025944,1.92115954713153,0.558372000362941,0.84457729165248,-1.16342135289926,0.923802474683343,-0.687206118795093,1.23023693071366
-0.0917776437680376,-0.926128808938083,-0.873703322899942,-0.816393080365261,-1.13553120223527,-0.00842815017206917,-1.14181592848992,-0.672073790519513,-0.480140423165705,-1.15038827634729,0.402460833904063
-0.846630684040534,0.919584258911657,-0.971771437965953,-0.879055052972494,1.67289650729906,1.88276938852848,-0.266380810637454,1.4756868785945,1.98927510725533,-0.64282306740183,-1.02910307571998
-1.17303681455753,-0.591756215148948,-0.948424115909556,-0.85583067163315,-0.456887835777827,0.097259602158915,0.293064921288629,1.1469295340169,1.48531848913774,0.67193123720732,-0.449294185788451
3.10593761404467,0.0176608756907081,-0.877149569666448,-0.726452044195297,0.369865703445023,-1.04801385558708,-0.0762199802991577,0.356363130047358,0.352523217740929,-1.16043358843383,1.15042783829834
2.80266016381873,-0.942571770576495,3.68325573128966,3.52716385216424,-0.93971793694929,-1.1714317578508,-0.59788412974104,-0.846569716375397,-1.22294656491078,-0.972573638004652,0.240295058705185
-0.820169788759302,-0.403332548138601,-0.863526277022027,0.85713247818868,-0.343570562941334,1.86972586015715,0.356777762157512,0.24446101843052,0.0406501078278959,1.20255205127054,0.092109930942322
-0.817620323543754,0.665052620772304,1.91550021790425,1.74193623855363,1.30328480405778,1.14697758384798,-0.181728527332713,-0.146084746666828,1.08026026877617,-1.140877119659,1.53138073342136
-0.825346149537813,-0.0756626986082333,-0.868827635908246,-0.810604271283273,0.394704561126525,-0.135940789194612,0.40273140127779,0.737333861230617,3.13265271407709,-1.14992107916148,-0.825346149537813
-0.83120985885147,-0.927785501562582,0.127796630442389,0.965408740230608,-0.924949406186954,2.06857070806463,0.59646876907163,1.96504303595196,-1.2064208317833,-0.95760119055371,0.745210679640955
-0.817419348973636,-0.299632398404928,-0.417308838173492,-0.802906110396635,0.669230845054435,-1.0271402997325,-1.12838689573963,3.01026951659257,1.19702660827072,-0.351386131161892,0.728363119155522
-0.839750716668364,-0.0437580829943365,2.17155292351537,2.24488606038244,-0.9341034123043,0.846227033786898,0.0704031611292002,-0.755864669712781,-0.72679752292792,1.23036336218608,-1.02126764054787
2.02303879168504,0.141573274596135,-0.872185122018074,-0.491158439393613,-0.92266542787273,-1.15361606003909,-0.674490739664817,-0.0698734486313442,-1.20496118724684,-0.955412864441677,-1.17562009742779
-0.827270781265841,-0.92335108556028,-0.950312972006293,-0.532119558865436,-0.920529542348551,0.743354628125157,-1.08389937507486,-0.920529572082078,-0.0621226607237928,1.95549836525613,-0.148973573213595
1.18045677760136,0.976777408510132,-0.887322777007026,-0.828149153306761,1.19497736893373,-0.365829401850782,0.277794708969619,-1.15766375579799,0.476162073082758,0.0844802760763512,-0.84313162958466
