"","","","","","",""
2.87856327246474,0.453071831099084,-0.95733206754562,-0.864595142985476,-0.747817300877256,-0.960079720816812,0.449499414222482
-0.82296539780706,0.436416216219241,-0.475228747274514,-0.554479883167432,1.02241781231421,-1.15046057322586,0.248243437171778
-0.453703657612059,-1.31014857407408,-0.883248794102996,-0.825037481183509,-1.14919338291557,0.749819337707514,0.633769853456332
-0.762793340759868,0.545980159771462,-0.446853868086274,-0.516244032025944,1.92115954713153,-0.687206118795093,1.23023693071366
-0.0917776437680376,-0.926128808938083,-0.873703322899942,-0.816393080365261,-1.13553120223527,-1.15038827634729,0.402460833904063
-0.846630684040534,0.919584258911657,-0.971771437965953,-0.879055052972494,1.67289650729906,-0.64282306740183,-1.02910307571998
-1.17303681455753,-0.591756215148948,-0.948424115909556,-0.85583067163315,-0.456887835777827,0.67193123720732,-0.449294185788451
3.10593761404467,0.0176608756907081,-0.877149569666448,-0.726452044195297,0.369865703445023,-1.16043358843383,1.15042783829834
2.80266016381873,-0.942571770576495,3.68325573128966,3.52716385216424,-0.93971793694929,-0.972573638004652,0.240295058705185
-0.820169788759302,-0.403332548138601,-0.863526277022027,0.85713247818868,-0.343570562941334,1.20255205127054,0.092109930942322
-0.817620323543754,0.665052620772304,1.91550021790425,1.74193623855363,1.30328480405778,-1.140877119659,1.53138073342136
-0.825346149537813,-0.0756626986082333,-0.868827635908246,-0.810604271283273,0.394704561126525,-1.14992107916148,-0.825346149537813
-0.83120985885147,-0.927785501562582,0.127796630442389,0.965408740230608,-0.924949406186954,-0.95760119055371,0.745210679640955
-0.817419348973636,-0.299632398404928,-0.417308838173492,-0.802906110396635,0.669230845054435,-0.351386131161892,0.728363119155522
-0.839750716668364,-0.0437580829943365,2.17155292351537,2.24488606038244,-0.9341034123043,1.23036336218608,-1.02126764054787
2.02303879168504,0.141573274596135,-0.872185122018074,-0.491158439393613,-0.92266542787273,-0.955412864441677,-1.17562009742779
-0.827270781265841,-0.92335108556028,-0.950312972006293,-0.532119558865436,-0.920529542348551,1.95549836525613,-0.148973573213595
1.18045677760136,0.976777408510132,-0.887322777007026,-0.828149153306761,1.19497736893373,0.0844802760763512,-0.84313162958466
-0.262423443211113,-0.925110545985889,-0.69017290384539,-0.859610110626355,-0.922231826895169,-0.955374298415152,-1.17823812648641
-0.84745789157159,-0.944277651092495,1.29355758555376,1.39501538810648,-0.941434352474,-0.974168694829775,-1.19428787694066
-1.02042939424741,-0.93548367946994,-0.962967601164903,-0.870040823041083,-0.932607458865805,-0.965720848883203,2.67123349045396
0.0735399306061985,-0.9296135789044,-0.95666439487163,-0.865202014642987,-0.356946336872066,-0.565071378813299,0.81371119292119
-0.832023513331962,-0.93108309243367,3.26544329371205,3.22789991690455,-0.928174049390533,0.318405392911827,-0.452232420107479
-0.82986126141811,-0.927661447380436,-0.95510595996762,-0.862312562770816,0.278877882414614,0.858071394064252,-1.18020354773965
-0.812571746482744,2.39252519953722,-0.855363338980965,-0.798063773102627,0.0465609888181858,-1.13199682112094,0.277601468848419
-0.817727947023902,0.129300302102016,-0.860835247797997,-0.803112958419209,1.4543377806361,0.397346904165362,0.581163433381892
1.36997300965811,-0.102668756930349,0.209618661793751,-0.844177275137355,1.43002915079879,-0.216189164829394,-1.15783240454625
3.32275750782459,-0.945891644901553,2.39257115658397,2.53069086248622,-0.943023775648287,-0.293171929102685,1.80170719845552
-0.822996710931132,1.3803726311002,1.69314907698337,1.8163981921994,1.03951963393537,0.497352382502266,0.202817856681146
2.34630170517086,0.264175394157617,1.15238071030842,1.354076412136,0.398797360402193,0.612188967393699,-0.82613969673661
-0.531966232154805,0.440236513052355,-0.857226208428869,-0.7997396976822,-1.11985938765647,-1.13476215448181,0.805650753840445
-0.825998492751767,-0.246756470086919,-0.869267088978547,-0.81132882499414,-1.13396412734169,-1.14898400834117,-0.507121810146554
-0.820695943126667,0.791277225147933,0.320477767678116,-0.150428548473736,0.215097459347219,0.0990926723569234,0.180572049848631
-0.834751471473346,0.0265647768235147,-0.878342772494339,-0.819972392059251,-1.14501397347485,-0.538988378704148,-0.834751471473346
2.90118745374291,-0.924107134875905,-0.870938332248812,-0.812815470872339,-0.921271056685274,0.61409571958904,0.172377237260246
-0.958051359902762,1.13707501937252,0.988168218630267,0.880001942132268,2.13115678694444,-0.675033772052138,2.15205762016043
-0.822657089800644,-0.242101131526417,-0.0760444113422506,-0.0330415563578155,0.824105360120902,-0.00994450427534195,-1.17212991408239
-0.175516495620754,-0.932790230327283,-0.96020567037011,-0.867510445461181,-0.929921176492053,-0.869016410697823,1.00157296714787
-1.16432489361788,-0.823085216330493,-0.942335163708175,-0.850822938344016,-0.147642279299487,1.33353038615175,-0.449033891938763
-0.842169659496616,0.794545801853175,-0.885911541610903,-0.827339527466887,1.14986715464913,1.01783736201077,1.522447838834
-0.816192662646035,-0.91208582434921,1.83340601600514,1.79814053873404,0.603486772942121,-0.27115200180916,0.273732850287034
