"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
-0.0831807934247465,-0.837804119106009,-1.15888199073077,-1.12577873480051,0.172586472723688,-1.10075758125247,-1.09322697882871,1.25171853736762,1.7385635853825,-0.489851205533739,-0.803008343387861,3.24721560204695,2.84346190674694,2.87856327246474,0.453071831099084,-0.95733206754562,-0.840598468238325,-0.864595142985476,-0.747817300877256,-0.127564231123152,-0.837804117089519,-0.0255090244697729,0.616701698382181,0.58184668625101,-0.54543682776837,0.974902493259106,1.51849032937423,-1.10909584845388,-1.15586412173741,0.218729759100227,-0.927033985266503,-0.927583491924509,0.629802061203848,-0.960079720816812,0.449499414222482,0.495393199271352,0.446064515920872,0.962305419142473,0.0897479939161689,0.152379409993,-1.3074885893945
-1.09240518504959,-0.828598539335845,0.255873826923553,0.776235131906661,-1.08008672005945,-0.0288410663470946,1.52207869295596,0.925344880620218,-0.890595072053113,-0.08145183950526,-0.852214123445427,-0.88022781566812,2.54980521386144,-0.82296539780706,0.436416216219241,-0.475228747274514,-0.831389208976303,-0.554479883167432,1.02241781231421,-1.03790659423047,-0.828598537321996,-0.76002897942693,2.62108732619296,-0.65187260911,-0.772956779861762,-1.14167328842168,-0.461926677965092,1.19629210461622,-0.929648758125847,0.089112092203376,-0.917711523887636,0.935953134361766,-0.828598537321996,-1.15046057322586,0.248243437171778,0.478536669676937,-0.377188637223799,1.05395329011546,-0.525292862881313,1.01248907767553,0.375710403880992
-0.845358041689378,0.563856754812185,-0.00737071060265477,-0.508987872342703,0.524438374485004,0.540435201104559,0.27635276728072,-0.029705653202299,3.20608840555802,-0.433312247627066,-0.868758214838094,1.25606680774031,-0.0177925981422566,-0.453703657612059,-1.31014857407408,-0.883248794102996,-0.86174891553165,-0.825037481183509,-1.14919338291557,-0.322194036783816,-1.1630903680633,-0.990428529195737,-0.754653467473093,0.63188707219972,-0.428316406507657,0.114500402812467,-0.906789059849427,-0.859283690894081,2.13182167939688,-0.876587795664983,0.224660758829696,-0.354598596049316,2.47132088939929,0.749819337707514,0.633769853456332,0.117615866229626,-0.453876945001641,0.618110109122709,-0.304625101030049,0.430729700539236,-0.900648671884756
-0.226643092051922,0.551594619451846,0.0322222447421458,-0.287025276249443,0.665999749946898,-1.1122888574993,-0.101688173730991,-0.319003552392082,3.96849407073567,1.47118180956576,2.2175956025378,-0.865055882295176,3.78832758359013,-0.762793340759868,0.545980159771462,-0.446853868086274,-0.620010778640627,-0.516244032025944,1.92115954713153,0.558372000362941,0.785542902215913,-0.0133228915111195,-0.0908358677622796,1.15910081967602,-0.89669955812487,0.84457729165248,0.779846004603548,2.06257353369814,0.548719151820726,-1.17733432866232,-1.16342135289926,0.923802474683343,0.194657980078838,-0.687206118795093,1.23023693071366,-1.17733432466678,-0.505200643461375,-1.1773342847114,0.505701853237359,1.44203456168485,1.42548324646209
0.177847730477659,-0.836399091351412,-1.03087058910394,1.28467455595674,-0.995617416986308,0.44248666301466,1.08942529962864,1.16438689679016,0.563174175177429,-1.06258643840052,-0.859437030460163,0.884395793823296,-0.830605489013692,-0.0917776437680376,-0.926128808938083,-0.873703322899942,-0.839121519935036,-0.816393080365261,-1.13553120223527,-0.00842815017206917,0.22366417869611,-0.769506745919064,-1.09375293922728,-0.85664015177511,-0.873239159051143,-1.14181592848992,0.753160299892612,0.612826082567538,-0.93497757755084,1.43551141231326,-0.672073790519513,-0.480140423165705,1.20122697234825,-1.15038827634729,0.402460833904063,0.508198364530634,1.58112609384624,-0.665573542851598,0.589183470170884,-0.0560077864533981,-0.890833840168879
-1.11636401699833,-0.852269962690256,-1.01643192030495,-0.89696066350396,-1.10403213144899,-1.19693126069758,-1.10763624249831,0.01201617655963,0.0817705326989566,0.399738036949981,3.03211096001945,-0.903955447086523,-0.754215536253784,-0.846630684040534,0.919584258911657,-0.971771437965953,-0.8550636928332,-0.879055052972494,1.67289650729906,1.88276938852848,-0.852269960674212,-0.783625698519156,-1.11636401800636,-0.736797444332328,0.187755716072826,-0.266380810637454,0.969901200622333,0.785212021031562,-0.845385384104798,-0.852269940513778,1.4756868785945,1.98927510725533,1.50433602479249,-0.64282306740183,-1.02910307571998,-0.287121577979927,-0.528756768556808,1.68514552439196,0.758383297521745,1.62857123249828,-1.32185039500274
0.197053104447699,-0.829081040314343,0.90258237214624,-0.805098858560999,-0.992252796954892,1.45529184205256,-0.130938317148022,0.913640724391235,3.17243649856063,0.421267625665132,-0.79433907823275,-0.880698064371044,-0.823143585676596,-1.17303681455753,-0.591756215148948,-0.948424115909556,-0.504798881181016,-0.85583067163315,-0.456887835777827,0.097259602158915,-0.829081018167256,-0.760527747789581,-1.09282508139849,0.737243178828078,-0.688200184057435,0.293064921288629,-0.791075812786887,-1.09995317144736,0.77015987973492,2.3567230203775,1.1469295340169,1.48531848913774,1.10565152282992,0.67193123720732,-0.449294185788451,0.452802019202763,1.85689998712486,0.22581884744378,0.906646070537114,-0.439748878182949,-0.424268491718045
-0.423263064769605,0.239151717792735,-0.532525903073284,-1.12620993116806,-0.280239840479815,0.276328151049783,-1.15165674314326,-0.497531353990325,0.525427268092687,-0.879784031266019,-0.862543009952583,0.222663526514578,0.288497565004534,3.10593761404467,0.0176608756907081,-0.877149569666448,-0.447982251137189,-0.726452044195297,0.369865703445023,-1.04801385558708,1.1058805405892,4.77064304404389,-1.02648741779259,0.527572434320573,0.020233699536057,-0.0762199802991577,0.344221058687676,-0.852992673050495,-0.31007450384955,-0.0133949155982273,0.356363130047358,0.352523217740929,-0.75582484228633,-1.16043358843383,1.15042783829834,0.131723812310682,-1.1592303814953,0.0518240236236187,-1.16043357535943,1.66321489315323,-0.894688657147569
-0.701716821447161,-0.676671399219701,1.23322926220052,-1.13731963400357,0.364053976309739,-0.285399016154341,-1.1049550914219,-1.17061424604375,-0.912722094509828,1.07424795258816,0.096831623190911,-0.902400953938945,1.1290636922396,2.80266016381873,-0.942571770576495,3.68325573128966,0.209643128060559,3.52716385216424,-0.93971793694929,-1.1714317578508,-0.851001289838817,-0.782736732785657,-0.727952433852575,0.981108156570987,-0.888597087182822,-0.59788412974104,0.152712000660533,1.98059600859602,-1.16723197698351,0.761478244563788,-0.846569716375397,-1.22294656491078,0.167040292062989,-0.972573638004652,0.240295058705185,-0.237281605065721,0.725392174097868,1.21749745508539,-0.114307526543649,1.04973915878541,-1.31798436724503
-1.08643920555683,0.0811755487103944,-0.738889900087906,-1.10995006715761,0.486116805964811,-0.235581966158858,-1.0778234650156,-1.14299995103292,-0.887003684150775,0.512820176485529,-0.849074343135381,-0.876758416279007,-0.819867663631463,-0.820169788759302,-0.403332548138601,-0.863526277022027,-0.828494479374171,0.85713247818868,-0.343570562941334,1.86972586015715,-0.825736644747653,-0.757973925046755,1.6001435650105,-1.09282540753774,0.429871673878557,0.356777762157512,2.07911623635757,0.21242373435542,0.203646573498951,-0.825736644747653,0.24446101843052,0.0406501078278959,-0.322097260786222,1.20255205127054,0.092109930942322,0.0811755526907004,-0.267845998316695,-0.267845998316695,0.0555519585898351,0.601840324454826,-0.880879694779163
