"k"	"w"	"num_featg"	"fitness_gbest"	"min_fit_x"	""
1	0.642535111576797	6	-111.95	-111.95	1
2	0.315963694062429	6	-111.99	-111.99	4
3	1.68438671494547	6	-111.99	-111.99	4
4	1.11868390480601	6	-111.99	-111.99	2
5	0.614826157186554	6	-111.99	-111.99	4
6	0.587575191528505	6	-111.99	-111.99	4
7	0.670709751809179	6	-111.99	-111.99	3
8	0.271710058551378	6	-111.99	-111.99	5
9	1.19164581497889	6	-111.99	-111.98	5
10	0.385172435079683	6	-111.99	-111.99	4
11	0.147465299352072	6	-111.99	-111.99	2
12	0.457929584127696	6	-111.99	-111.99	2
13	0.108735698282149	6	-111.99	-111.99	3
14	0.587575191528505	6	-111.99	-111.99	3
15	0.167319632755942	6	-111.99	-111.99	3
16	0.913838927541102	6	-111.99	-111.99	3
17	0.167319632755942	6	-111.99	-111.99	4
18	0.457929584127696	6	-111.99	-111.99	3
19	0.979857593956903	6	-111.99	-111.99	4
20	1.11868390480601	6	-111.99	-111.99	4
21	0.228907229780227	6	-111.99	-111.99	2
22	0.849984610451389	6	-111.99	-111.99	2
23	0.0898496721445403	6	-111.99	-111.99	2
24	0.457929584127696	6	-111.99	-111.99	1
25	0.457929584127696	6	-111.99	-111.99	5
26	0.728487527215084	6	-111.99	-111.99	5
27	0.699357904353821	6	-111.99	-111.99	2
28	0.881645715500322	6	-111.99	-111.99	1
29	0.147465299352072	6	-111.99	-111.99	3
30	0.293652490427113	6	-111.99	-111.99	4
31	0.228907229780227	6	-111.99	-111.99	2
32	1.22904899111128	6	-111.99	-111.99	1
33	0.979857593956903	6	-111.99	-111.99	5
34	0.881645715500322	6	-111.99	-111.99	1
35	0.271710058551378	6	-111.99	-111.99	3
36	0.250130303174167	6	-111.99	-111.99	4
37	0.946573189339634	6	-111.99	-111.99	5
38	0.250130303174167	6	-111.99	-111.99	3
39	0.670709751809179	6	-111.99	-111.99	4
40	1.68438671494547	6	-111.99	-111.99	1
41	0.699357904353821	6	-111.99	-111.99	3
42	0.127939129214709	6	-111.99	-111.99	2
43	1.46704490014855	6	-111.99	-111.99	3
44	0.385172435079683	6	-111.99	-111.99	4
45	0.614826157186554	6	-111.99	-111.99	2
46	0.670709751809179	6	-111.99	-111.99	4
47	0.315963694062429	6	-111.99	-111.99	3
48	1.34507261639306	6	-111.99	-111.99	3
49	0.457929584127696	6	-111.99	-111.99	5
50	1.04811397056488	6	-111.99	-111.99	3
51	0.228907229780227	6	-111.99	-111.99	3
52	0.433271890722681	6	-111.99	-111.99	2
53	0.250130303174167	6	-111.99	1e+21	3
