"k"	"w"	"num_featg"	"fitness_gbest"	"min_fit_x"	""
1	0.315963694062429	56	-111.45	-111.45	29
2	0.788223686876935	56	-111.78	-111.78	40
3	0.409021753141763	56	-111.78	-111.77	33
4	1.11868390480601	56	-111.81	-111.81	23
5	0.385172435079683	56	-111.81	-111.78	26
6	1.15486085897043	56	-111.81	-111.81	25
7	0.728487527215084	56	-111.81	-111.8	31
8	0.913838927541102	56	-111.81	-111.79	33
9	0.614826157186554	56	-111.81	-111.81	23
10	0.534417071976595	56	-111.81	-111.8	34
11	0.728487527215084	56	-111.81	-111.79	29
12	0.0350439922336723	56	-111.81	-111.81	34
13	0.147465299352072	56	-111.85	-111.85	30
14	0.208034942934926	56	-111.85	-111.8	32
15	0.849984610451389	56	-111.85	-111.82	25
16	1.26708077737925	56	-111.85	-111.8	26
17	0.670709751809179	56	-111.85	-111.84	32
18	0.0712758045620736	56	-111.85	-111.84	27
19	1.42570799764338	56	-111.85	-111.84	43
20	1.19164581497889	56	-111.85	-111.81	40
21	1.01370138727488	56	-111.85	-111.78	26
22	1.26708077737925	56	-111.85	-111.78	29
23	0.788223686876935	56	-111.85	-111.83	33
24	0.670709751809179	56	-111.85	-111.82	39
25	1.26708077737925	56	-111.85	-111.83	31
26	0.0712758045620736	56	-111.85	-111.81	39
27	1.26708077737925	56	-111.85	-111.8	32
28	0.587575191528505	56	-111.85	-111.77	33
29	1.26708077737925	56	-111.85	-111.83	30
30	0.127939129214709	56	-111.85	-111.8	36
31	1.22904899111128	56	-111.85	-111.79	27
32	1.50907652429438	56	-111.85	-111.8	25
33	0.979857593956903	56	-111.85	-111.8	25
34	0.483001682874639	56	-111.85	-111.82	26
35	0.208034942934926	56	-111.85	-111.8	22
36	1.15486085897043	56	-111.85	-111.79	26
37	1.34507261639306	56	-111.85	-111.8	29
38	0.338649867157356	56	-111.85	-111.85	27
39	0.560774644714741	56	-111.85	-111.8	31
40	1.34507261639306	56	-111.85	-111.8	35
41	0.127939129214709	56	-111.86	-111.86	30
42	1.34507261639306	56	-111.86	-111.84	33
43	0.228907229780227	56	-111.86	-111.81	23
44	1.68438671494547	56	-111.86	-111.81	36
45	1.42570799764338	56	-111.86	-111.79	24
46	1.26708077737925	56	-111.86	-111.85	29
47	0.560774644714741	56	-111.86	-111.8	26
48	0.315963694062429	56	-111.86	-111.83	37
49	1.34507261639306	56	-111.86	-111.83	31
50	0.0712758045620736	56	-111.86	-111.81	33
51	0.409021753141763	56	-111.86	-111.83	33
52	0.534417071976595	56	-111.86	-111.8	24
53	0.849984610451389	56	-111.86	-111.85	20
54	0.788223686876935	56	-111.86	-111.81	28
55	1.59527083661968	56	-111.86	-111.81	27
56	0.788223686876935	56	-111.86	-111.82	25
57	0.670709751809179	56	-111.86	-111.81	23
58	0.228907229780227	56	-111.86	-111.82	24
59	0.587575191528505	56	-111.86	-111.84	32
60	1.42570799764338	56	-111.86	-111.83	26
61	1.42570799764338	56	-111.86	-111.82	26
62	1.26708077737925	56	-111.86	-111.82	27
63	0.361717311572515	56	-111.86	-111.84	37
64	0.250130303174167	56	-111.86	-111.85	30
65	0.728487527215084	56	-111.86	-111.84	30
66	0.913838927541102	56	-111.86	-111.84	43
67	0.167319632755942	56	-111.86	-111.82	30
68	1.50907652429438	56	-111.86	-111.84	24
69	0.534417071976595	56	-111.86	-111.83	32
70	0.913838927541102	56	-111.86	-111.78	30
