"k"	"w"	"num_featg"	"fitness_gbest"	"min_fit_x"	""
1	0.642535111576797	6	-111.95	-111.95	2
2	0.483001682874639	6	-111.99	-111.99	2
3	0.670709751809179	6	-111.99	-111.99	6
4	1.63945746821793	6	-111.99	-111.99	1
5	1.55181454580227	6	-111.99	-111.99	4
6	0.642535111576797	6	-111.99	-111.99	4
7	0.228907229780227	6	-111.99	-111.99	5
8	1.26708077737925	6	-111.99	-111.99	4
9	0.979857593956903	6	-111.99	-111.99	2
10	0.642535111576797	6	-111.99	-111.99	5
11	1.50907652429438	6	-111.99	-111.99	3
12	0.913838927541102	6	-111.99	-111.99	2
13	0.457929584127696	6	-111.99	-111.99	2
14	0.271710058551378	6	-111.99	-111.99	5
15	0.979857593956903	6	-111.99	-111.99	4
16	0.483001682874639	6	-111.99	-111.99	4
17	0.670709751809179	6	-111.99	-111.99	2
18	0.0350439922336723	6	-111.99	-111.99	3
19	1.22904899111128	6	-111.99	-111.99	1
20	0.818846817439315	6	-111.99	-111.99	2
21	0.127939129214709	6	-111.99	-111.99	5
22	0.560774644714741	6	-111.99	-111.99	3
23	0.409021753141763	6	-111.99	-111.99	4
24	1.15486085897043	6	-111.99	-111.99	4
25	0.228907229780227	6	-111.99	-111.99	3
26	0.0350439922336723	6	-111.99	-111.99	5
27	0.788223686876935	6	-111.99	-111.99	6
28	0.979857593956903	6	-111.99	-111.99	5
29	0.0898496721445403	6	-111.99	-111.99	2
30	0.913838927541102	6	-111.99	-111.99	2
31	0.699357904353821	6	-111.99	-111.99	3
32	1.04811397056488	6	-111.99	-111.99	3
33	1.26708077737925	6	-111.99	-111.99	3
34	1.50907652429438	6	-111.99	-111.99	2
35	0.271710058551378	6	-111.99	-111.99	4
36	1.04811397056488	6	-111.99	-111.99	1
37	0.108735698282149	6	-111.99	-111.99	5
38	0.587575191528505	6	-111.99	-111.99	5
39	0.293652490427113	6	-111.99	-111.99	3
40	0.01737598286245	6	-111.99	-111.99	4
41	0.108735698282149	6	-111.99	-111.99	4
42	0.315963694062429	6	-111.99	-111.99	4
43	0.0530089360076549	6	-111.99	-111.99	4
44	0.127939129214709	6	-111.99	-111.99	5
45	0.881645715500322	6	-111.99	-111.99	1
46	0.642535111576797	6	-111.99	-111.99	1
47	0.0712758045620736	6	-111.99	-111.99	3
48	0.0712758045620736	6	-111.99	-111.99	3
49	0.642535111576797	6	-111.99	-111.99	4
50	0.699357904353821	6	-111.99	-111.99	6
51	0.361717311572515	6	-111.99	-111.99	5
52	0.361717311572515	6	-111.99	-111.99	2
53	1.19164581497889	6	-111.99	1e+21	3
54	1.63945746821793	6	-111.99	-111.99	2
55	0.208034942934926	6	-111.99	-111.99	4
56	1.19164581497889	6	-111.99	-111.99	3
57	1.11868390480601	6	-111.99	-111.99	3
58	1.59527083661968	6	-111.99	-111.99	6
59	1.46704490014855	6	-111.99	-111.99	4
60	0.0898496721445403	6	-111.99	-111.99	2
61	0.457929584127696	6	-111.99	-111.99	4
62	1.50907652429438	6	-111.99	-111.99	4
63	0.0898496721445403	6	-111.99	-111.99	2
64	0.788223686876935	6	-111.99	-111.99	3
65	0.670709751809179	6	-111.99	-111.99	5
66	0.881645715500322	6	-111.99	-111.99	3
67	0.147465299352072	6	-111.99	-111.99	2
68	0.849984610451389	6	-111.99	-111.99	3
69	1.46704490014855	6	-111.99	-111.99	3
70	1.55181454580227	6	-111.99	-111.99	4
71	0.670709751809179	6	-111.99	-111.99	3
72	0.0350439922336723	6	-111.99	-111.99	1
73	0.849984610451389	6	-111.99	-111.99	4
74	0.108735698282149	6	-111.99	-111.99	5
75	1.55181454580227	6	-111.99	-111.99	3
76	1.19164581497889	6	-111.99	-111.99	3
77	0.913838927541102	6	-111.99	-111.99	3
78	1.11868390480601	6	-111.99	-111.99	2
79	0.271710058551378	6	-111.99	-111.99	5
80	0.0530089360076549	6	-111.99	-111.99	5
81	1.55181454580227	6	-111.99	-111.99	4
82	0.228907229780227	6	-111.99	-111.99	2
83	0.271710058551378	6	-111.99	-111.99	2
84	0.0898496721445403	6	-111.99	-111.99	5
85	0.315963694062429	6	-111.99	-111.99	3
86	0.361717311572515	6	-111.99	-111.99	3
87	0.147465299352072	6	-111.99	-111.99	3
88	1.15486085897043	6	-111.99	-111.99	1
89	0.361717311572515	6	-111.99	-111.99	2
90	0.483001682874639	6	-111.99	-111.99	3
91	1.30575173841242	6	-111.99	-111.99	2
92	0.508495151596601	6	-111.99	-111.99	3
93	1.42570799764338	6	-111.99	-111.99	3
94	0.946573189339634	6	-111.99	-111.99	2
95	0.614826157186554	6	-111.99	-111.99	3
96	0.758106712142181	6	-111.99	-111.99	4
97	0.361717311572515	6	-111.99	-111.99	2
98	0.361717311572515	6	-111.99	-111.99	1
99	1.11868390480601	6	-111.99	-111.99	3
100	0.250130303174167	6	-111.99	-111.99	5
101	1.15486085897043	6	-111.99	-111.99	3
102	1.26708077737925	6	-111.99	-111.99	4
103	1.59527083661968	6	-111.99	-111.99	3
104	0.0530089360076549	6	-111.99	1e+21	1
105	1.46704490014855	6	-111.99	-111.99	3
106	0.881645715500322	6	-111.99	-111.99	4
107	0.534417071976595	6	-111.99	-111.99	4
108	0.457929584127696	6	-111.99	-111.99	2
109	0.979857593956903	6	-111.99	-111.99	4
110	0.560774644714741	6	-111.99	-111.99	3
111	0.409021753141763	6	-111.99	-111.99	3
112	0.560774644714741	6	-111.99	-111.99	3
113	0.338649867157356	6	-111.99	-111.99	5
114	1.42570799764338	6	-111.99	-111.99	4
115	0.788223686876935	6	-111.99	-111.99	4
116	0.788223686876935	6	-111.99	-111.99	4
117	0.338649867157356	6	-111.99	-111.99	2
118	0.849984610451389	6	-111.99	-111.99	2
119	1.19164581497889	6	-111.99	-111.99	5
120	0.0898496721445403	6	-111.99	-111.99	6
121	0.913838927541102	6	-111.99	-111.99	4
122	0.614826157186554	6	-111.99	-111.99	5
123	0.0712758045620736	6	-111.99	-111.99	3
124	0.508495151596601	6	-111.99	-111.99	3
125	0.385172435079683	6	-111.99	-111.99	4
126	0.560774644714741	6	-111.99	-111.99	2
127	1.11868390480601	6	-111.99	-111.99	4
128	0.108735698282149	6	-111.99	-111.99	5
129	1.04811397056488	6	-111.99	-111.99	3
130	1.42570799764338	6	-111.99	-111.99	2
131	0.670709751809179	6	-111.99	-111.99	2
132	0.457929584127696	6	-111.99	-111.99	3
133	0.534417071976595	6	-111.99	-111.99	5
134	0.788223686876935	6	-111.99	-111.99	3
135	1.19164581497889	6	-111.99	-111.99	3
136	0.508495151596601	6	-111.99	-111.99	2
137	0.818846817439315	6	-111.99	-111.99	3
138	1.46704490014855	6	-111.99	-111.99	2
139	0.0530089360076549	6	-111.99	-111.99	4
140	0.849984610451389	6	-111.99	-111.99	4
141	0.0530089360076549	6	-111.99	-111.99	3
142	0.385172435079683	6	-111.99	-111.99	6
143	0.147465299352072	6	-111.99	-111.99	2
144	0.483001682874639	6	-111.99	-111.99	1
145	1.26708077737925	6	-111.99	-111.99	5
146	0.385172435079683	6	-111.99	-111.99	4
147	0.508495151596601	6	-111.99	-111.99	5
148	1.59527083661968	6	-111.99	-111.99	5
149	1.50907652429438	6	-111.99	-111.99	1
150	0.0350439922336723	6	-111.99	-111.99	2
151	1.55181454580227	6	-111.99	-111.99	2
152	0.818846817439315	6	-111.99	-111.99	4
153	0.758106712142181	6	-111.99	-111.99	2
154	0.818846817439315	6	-111.99	-111.99	4
155	0.758106712142181	6	-111.99	1e+21	4
156	0.01737598286245	6	-111.99	-111.99	5
157	1.19164581497889	6	-111.99	-111.99	4
158	1.68438671494547	6	-111.99	-111.99	5
159	0.0712758045620736	6	-111.99	-111.99	4
160	0.409021753141763	6	-111.99	-111.99	3
161	0.433271890722681	6	-111.99	-111.99	2
162	0.108735698282149	6	-111.99	-111.99	2
163	0.849984610451389	6	-111.99	-111.99	3
164	0.560774644714741	6	-111.99	-111.99	5
165	1.63945746821793	6	-111.99	-111.99	2
166	0.642535111576797	6	-111.99	-111.99	3
167	1.46704490014855	6	-111.99	-111.99	2
168	0.01737598286245	6	-111.99	-111.99	3
169	0.361717311572515	6	-111.99	-111.99	2
170	0.127939129214709	6	-111.99	-111.99	2
171	0.508495151596601	6	-111.99	-111.99	3
172	1.15486085897043	6	-111.99	-111.99	3
173	0.849984610451389	6	-111.99	-111.99	4
174	0.433271890722681	6	-111.99	-111.99	2
175	0.979857593956903	6	-111.99	-111.99	5
176	0.250130303174167	6	-111.99	-111.99	2
177	1.04811397056488	6	-111.99	-111.99	2
178	0.913838927541102	6	-111.99	-111.99	6
179	0.0898496721445403	6	-111.99	-111.99	4
180	0.361717311572515	6	-111.99	-111.99	4
181	0.187507644646596	6	-111.99	-111.99	1
182	0.913838927541102	6	-111.99	-111.99	4
183	0.913838927541102	6	-111.99	-111.99	2
184	0.108735698282149	6	-111.99	-111.99	2
185	0.293652490427113	6	-111.99	-111.99	5
186	0.361717311572515	6	-111.99	-111.99	3
187	0.913838927541102	6	-111.99	-111.99	3
188	0.0350439922336723	6	-111.99	-111.99	5
189	0.433271890722681	6	-111.99	-111.99	2
190	0.849984610451389	6	-111.99	-111.99	4
191	0.979857593956903	6	-111.99	-111.99	4
192	1.42570799764338	6	-111.99	-111.99	3
193	0.108735698282149	6	-111.99	-111.99	3
194	1.50907652429438	6	-111.99	-111.99	4
195	0.560774644714741	6	-111.99	-111.99	2
196	0.228907229780227	6	-111.99	-111.99	5
197	1.11868390480601	6	-111.99	-111.99	4
198	1.0831049030991	6	-111.99	-111.99	1
199	1.46704490014855	6	-111.99	-111.99	3
200	0.0712758045620736	6	-111.99	-111.99	2
201	0.979857593956903	6	-111.99	-111.99	2
202	0.271710058551378	6	-111.99	-111.99	4
203	0.946573189339634	6	-111.99	-111.99	5
204	0.0530089360076549	6	-111.99	-111.99	2
205	0.788223686876935	6	-111.99	-111.99	5
206	0.560774644714741	6	-111.99	1e+21	6
207	0.0898496721445403	6	-111.99	-111.99	3
208	0.699357904353821	6	-111.99	-111.99	4
209	0.670709751809179	6	-111.99	-111.99	1
210	0.913838927541102	6	-111.99	-111.99	3
211	0.108735698282149	6	-111.99	-111.99	3
212	0.108735698282149	6	-111.99	-111.99	3
213	0.228907229780227	6	-111.99	-111.99	1
214	0.0712758045620736	6	-111.99	-111.99	4
215	1.38505433404012	6	-111.99	-111.99	4
216	1.34507261639306	6	-111.99	-111.99	4
217	0.699357904353821	6	-111.99	-111.99	4
218	0.0350439922336723	6	-111.99	-111.99	3
219	1.42570799764338	6	-111.99	-111.99	5
220	0.0530089360076549	6	-111.99	-111.99	5
221	1.11868390480601	6	-111.99	-111.99	1
222	0.271710058551378	6	-111.99	-111.99	4
223	1.55181454580227	6	-111.99	-111.99	2
224	0.758106712142181	6	-111.99	-111.99	4
225	0.508495151596601	6	-111.99	-111.99	2
226	0.271710058551378	6	-111.99	-111.99	3
227	0.728487527215084	6	-111.99	-111.99	1
228	0.788223686876935	6	-111.99	-111.99	4
229	0.818846817439315	6	-111.99	-111.99	3
230	0.315963694062429	6	-111.99	-111.99	5
231	0.508495151596601	6	-111.99	-111.99	5
232	0.433271890722681	6	-111.99	-111.99	3
233	1.34507261639306	6	-111.99	-111.99	3
234	1.19164581497889	6	-111.99	-111.99	3
235	0.127939129214709	6	-111.99	-111.99	1
236	0.818846817439315	6	-111.99	-111.99	3
237	0.508495151596601	6	-111.99	-111.99	4
238	0.0530089360076549	6	-111.99	-111.99	4
239	0.614826157186554	6	-111.99	-111.99	1
240	0.788223686876935	6	-111.99	-111.99	3
241	1.42570799764338	6	-111.99	-111.99	2
242	0.758106712142181	6	-111.99	-111.99	4
243	0.228907229780227	6	-111.99	-111.99	2
244	0.0530089360076549	6	-111.99	-111.99	4
245	0.483001682874639	6	-111.99	-111.99	2
246	1.15486085897043	6	-111.99	-111.99	4
247	0.108735698282149	6	-111.99	-111.99	2
248	0.108735698282149	6	-111.99	-111.99	1
249	0.271710058551378	6	-111.99	-111.99	2
250	1.19164581497889	6	-111.99	-111.99	4
251	0.849984610451389	6	-111.99	-111.99	1
252	0.0350439922336723	6	-111.99	-111.99	3
253	1.55181454580227	6	-111.99	-111.99	3
254	0.361717311572515	6	-111.99	-111.99	4
255	0.560774644714741	6	-111.99	-111.99	4
256	0.457929584127696	6	-111.99	-111.99	6
257	1.19164581497889	6	-111.99	1e+21	3
258	0.250130303174167	6	-111.99	-111.99	5
259	1.19164581497889	6	-111.99	-111.99	5
260	0.385172435079683	6	-111.99	-111.99	2
261	0.587575191528505	6	-111.99	-111.99	3
262	0.409021753141763	6	-111.99	-111.99	4
263	0.788223686876935	6	-111.99	-111.99	5
264	0.788223686876935	6	-111.99	-111.99	5
265	0.670709751809179	6	-111.99	-111.99	3
266	1.63945746821793	6	-111.99	-111.99	4
267	0.0350439922336723	6	-111.99	-111.99	5
268	0.409021753141763	6	-111.99	-111.99	5
269	1.34507261639306	6	-111.99	-111.99	6
270	1.50907652429438	6	-111.99	-111.99	4
271	0.271710058551378	6	-111.99	-111.99	3
272	1.42570799764338	6	-111.99	-111.99	5
273	0.409021753141763	6	-111.99	-111.99	3
274	0.913838927541102	6	-111.99	-111.99	2
275	0.361717311572515	6	-111.99	-111.99	4
276	1.42570799764338	6	-111.99	-111.99	3
277	0.0712758045620736	6	-111.99	-111.99	4
