"Iteration #"	"Inertia"	"Number of features"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
1	1	44	10453.3279707267	10453.3279707267	20	44	44
2	1	44	10453.3279707267	9999.16789460252	30	44	21
3	1	44	11178.7943685804	11178.7943685804	29	32	32
4	1	44	12421.7784711656	12421.7784711656	24	25	25
5	1	44	12421.7784711656	10813.4834818806	32	25	30
6	1	44	12421.7784711656	10943.7015132214	21	25	32
7	1	44	12421.7784711656	12298.1530591804	29	25	33
8	1	44	12421.7784711656	11905.9975695774	18	25	20
9	1	44	12421.7784711656	11364.0902645828	39	25	35
10	1	44	12421.7784711656	-1e+21	30	25	25
11	1	44	12421.7784711656	11589.8163159701	22	25	29
12	1	44	12421.7784711656	12004.5027733389	10	25	9
13	1	44	12421.7784711656	11718.717152605	38	25	37
14	1	44	12421.7784711656	10462.5197112972	39	25	38
15	1	44	12421.7784711656	11532.3502827467	31	25	33
16	1	44	12421.7784711656	-1e+21	39	25	39
17	1	44	12421.7784711656	11574.6244358927	11	25	17
18	1	44	12508.4481293467	12508.4481293467	25	25	25
19	1	44	12508.4481293467	10671.8101271712	11	25	14
20	1	44	12508.4481293467	12445.575031621	25	25	21
21	1	44	12508.4481293467	11296.2423493177	38	25	36
22	1	44	12508.4481293467	12140.1446997616	17	25	17
23	1	44	12508.4481293467	11685.354709665	35	25	36
24	1	44	13480.5693054249	13480.5693054249	20	23	23
25	1	44	13480.5693054249	11251.971220394	38	23	36
26	1	44	13480.5693054249	11257.1438054928	27	23	32
27	1	44	13480.5693054249	12639.252387714	25	23	22
28	1	44	13480.5693054249	12554.0403842139	23	23	20
29	1	44	13480.5693054249	11119.7365089689	22	23	23
30	1	44	13480.5693054249	-1e+21	33	23	36
31	1	44	13480.5693054249	11803.4150440392	20	23	21
32	1	44	13480.5693054249	12158.5155736686	29	23	31
33	1	44	13480.5693054249	10683.3155758872	33	23	30
34	1	44	13480.5693054249	11198.6271243271	35	23	30
35	1	44	13480.5693054249	11959.2800902855	34	23	33
36	1	44	13480.5693054249	-1e+21	20	23	16
37	1	44	13480.5693054249	10878.3516442517	25	23	23
38	1	44	13480.5693054249	13282.7652917349	21	23	21
39	1	44	13480.5693054249	11973.2384241472	15	23	21
40	1	44	13480.5693054249	11477.1025691982	12	23	10
41	1	44	13480.5693054249	12078.5417642999	43	23	39
42	1	44	13480.5693054249	-1e+21	13	23	18
43	1	44	13480.5693054249	12570.6214229678	11	23	16
44	1	44	14885.8713697395	14885.8713697395	10	11	11
45	1	44	14885.8713697395	11702.4968061254	38	11	39
46	1	44	14885.8713697395	11458.5932291476	13	11	27
47	1	44	14885.8713697395	10600.1688408826	17	11	21
48	1	44	14885.8713697395	11381.0257083537	22	11	24
49	1	44	14885.8713697395	12801.1253900249	17	11	22
50	1	44	14885.8713697395	-1e+21	14	11	25
51	1	44	14885.8713697395	12697.7639031828	23	11	14
52	1	44	14885.8713697395	11556.1104818873	23	11	20
53	1	44	14885.8713697395	10551.3120340115	22	11	21
54	1	44	14885.8713697395	13101.6905461246	37	11	37
55	1	44	14885.8713697395	10316.7374939608	11	11	11
56	1	44	14885.8713697395	-1e+21	27	11	27
57	1	44	14885.8713697395	12375.7214410115	3	11	13
58	1	44	14885.8713697395	10614.1055908106	10	11	13
59	1	44	14885.8713697395	10850.3882461382	42	11	39
60	1	44	14885.8713697395	11079.168655704	19	11	14
61	1	44	14885.8713697395	11442.2634517892	24	11	15
62	1	44	14885.8713697395	-1e+21	19	11	10
63	1	44	14885.8713697395	10910.2708441766	35	11	28
64	1	44	14885.8713697395	11687.0492028115	16	11	26
65	1	44	14885.8713697395	11323.8200476392	42	11	35
66	1	44	14885.8713697395	10816.9331252709	25	11	20
67	1	44	14885.8713697395	11831.9150957127	28	11	31
68	1	44	14885.8713697395	-1e+21	24	11	20
69	1	44	14885.8713697395	11068.8026737934	12	11	16
70	1	44	14885.8713697395	11038.5604626407	23	11	22
71	1	44	14885.8713697395	10900.9971056062	22	11	23
72	1	44	14885.8713697395	11659.7950026323	15	11	22
73	1	44	14885.8713697395	11947.5695004678	15	11	13
74	1	44	14885.8713697395	-1e+21	41	11	38
75	1	44	14885.8713697395	12370.2050618006	19	11	15
76	1	44	14885.8713697395	13368.4845792014	16	11	20
77	1	44	14885.8713697395	12536.540851947	19	11	18
78	1	44	14885.8713697395	12173.238888743	6	11	13
79	1	44	14885.8713697395	14817.9962462573	12	11	19
80	1	44	14885.8713697395	-1e+21	15	11	18
81	1	44	14885.8713697395	12192.5674316843	24	11	22
82	1	44	14885.8713697395	11323.1347406634	33	11	18
83	1	44	14885.8713697395	12497.0180439427	31	11	35
84	1	44	14885.8713697395	12447.0983029803	11	11	10
85	1	44	14885.8713697395	12321.3092422644	18	11	20
86	1	44	14885.8713697395	-1e+21	15	11	19
87	1	44	14885.8713697395	10824.6557623235	14	11	19
88	1	44	14885.8713697395	11625.7573888637	14	11	17
89	1	44	14885.8713697395	10908.6470243851	42	11	42
90	1	44	14885.8713697395	11196.0862613299	18	11	18
91	1	44	14885.8713697395	12967.0730933742	21	11	23
92	1	44	14885.8713697395	-1e+21	38	11	40
93	1	44	14885.8713697395	11407.2965845107	31	11	31
94	1	44	14885.8713697395	10132.7515265788	25	11	26
95	1	44	14885.8713697395	12803.5346328077	16	11	12
96	1	44	14885.8713697395	11710.895334357	32	11	29
97	1	44	14885.8713697395	12420.8234303584	27	11	23
98	1	44	14885.8713697395	-1e+21	15	11	19
99	1	44	14885.8713697395	11558.7346554016	38	11	37
