"Iteration #"	"Inertia"	"Number of features"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
1	1	21	13.2054330810018	13.2054330810018	18	18	18
2	1	21	13.2054330810018	11.2343430929613	19	18	19
3	1	21	14.0723199803814	14.0723199803814	13	12	12
4	1	21	14.0723199803814	13.5599749087883	18	12	18
5	1	21	14.0723199803814	12.1603310064963	19	12	19
6	1	21	14.0723199803814	13.2967963014678	19	12	19
7	1	21	14.0723199803814	13.3512299418438	21	12	21
8	1	21	14.0723199803814	10.9992374345831	18	12	18
9	1	21	27.1716010244665	27.1716010244665	13	10	10
10	1	21	27.1716010244665	9.12211664878913	20	10	20
11	1	21	27.1716010244665	13.410175664827	18	10	18
12	1	21	27.1716010244665	13.9696193351961	15	10	10
13	1	21	27.1716010244665	10.7896975803001	18	10	18
14	1	21	27.1716010244665	11.7825763865323	19	10	19
15	1	21	27.1716010244665	-1e+21	13	10	13
16	1	21	27.1716010244665	18.7988200007812	12	10	12
17	1	21	27.1716010244665	16.1680246971564	12	10	12
18	1	21	27.1716010244665	18.3294503350437	12	10	12
19	1	21	27.1716010244665	19.0746931715433	11	10	11
20	1	21	27.1716010244665	17.5921886962702	11	10	11
21	1	21	27.1716010244665	-1e+21	15	10	10
22	1	21	27.1716010244665	22.8573688652087	10	10	10
23	1	21	27.1716010244665	25.5770101763227	10	10	10
24	1	21	27.1716010244665	26.6934425701354	10	10	10
25	1	21	27.1716010244665	25.5857586446202	10	10	10
26	1	21	27.2115095885329	27.2115095885329	10	10	10
27	1	21	27.2115095885329	21.0931023304005	10	10	10
28	1	21	27.2115095885329	25.8767592161103	10	10	10
29	1	21	27.2115095885329	24.6062553120921	10	10	10
30	1	21	27.2115095885329	24.4418299232931	10	10	10
31	1	21	27.2115095885329	23.3606989887204	10	10	10
32	1	21	27.2115095885329	-1e+21	13	10	11
33	1	21	27.2115095885329	21.2569958418734	14	10	14
34	1	21	27.2115095885329	20.1812538859867	12	10	12
35	1	21	27.2115095885329	16.6863240904105	11	10	11
36	1	21	27.2115095885329	17.6036565888295	12	10	12
37	1	21	27.2115095885329	21.0079217608783	11	10	11
