"Iteration #"	"Inertia"	"Number of features"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
1	1	23	9.98646356580067	9.98646356580067	19	19	19
2	1	23	23.8161081685804	23.8161081685804	15	8	8
3	1	23	23.8161081685804	12.8620344231335	12	8	8
4	1	23	23.8161081685804	12.4308949273501	12	8	8
5	1	23	23.8161081685804	12.1446653412916	20	8	20
6	1	23	23.8161081685804	21.7973791328523	11	8	8
7	1	23	23.8161081685804	11.1824511561105	20	8	20
8	1	23	23.8161081685804	-1e+21	13	8	8
9	1	23	23.8161081685804	22.6469677054619	10	8	10
10	1	23	28.6118743424218	28.6118743424218	9	9	9
11	1	23	28.6118743424218	26.5448895084309	9	9	9
12	1	23	28.6118743424218	27.9344694446447	10	9	10
13	1	23	28.6118743424218	19.7920192659263	12	9	12
14	1	23	28.6118743424218	20.5376814138966	10	9	10
15	1	23	28.6118743424218	25.2193605656958	10	9	10
16	1	23	28.6118743424218	-1e+21	12	9	9
17	1	23	28.6118743424218	23.8425072071673	10	9	10
18	1	23	28.6118743424218	26.4512291506145	11	9	11
19	1	23	28.6118743424218	24.7402084098499	13	9	13
20	1	23	28.6118743424218	22.7082313902648	10	9	10
21	1	23	28.6118743424218	26.1973702739095	10	9	10
22	1	23	29.1173770962069	29.1173770962069	10	10	10
23	1	23	29.1173770962069	26.9434043204655	11	10	11
24	1	23	29.1173770962069	28.1740003957804	11	10	11
25	1	23	29.1173770962069	28.362552675651	10	10	10
26	1	23	29.1173770962069	23.5752698981507	10	10	10
27	1	23	29.1173770962069	25.564123637104	10	10	10
28	1	23	29.1173770962069	-1e+21	17	10	10
29	1	23	29.1173770962069	20.5677718385658	14	10	14
30	1	23	29.1173770962069	21.5418289009263	11	10	8
31	1	23	29.1173770962069	20.5017970945714	14	10	14
32	1	23	29.1173770962069	24.7550216601282	11	10	8
33	1	23	29.1173770962069	16.8982621235858	13	10	13
34	1	23	29.1173770962069	-1e+21	12	10	10
35	1	23	29.1173770962069	22.5725682788405	10	10	10
36	1	23	29.1173770962069	20.9591148402583	10	10	10
37	1	23	29.1173770962069	23.9805152676096	12	10	12
38	1	23	29.1173770962069	24.32539230446	9	10	9
39	1	23	29.1173770962069	28.2546197264635	12	10	12
40	1	23	29.1173770962069	-1e+21	16	10	12
41	1	23	29.1173770962069	21.1822287599366	12	10	12
42	1	23	29.1173770962069	19.5801584922105	16	10	16
43	1	23	29.1173770962069	22.8082237568025	13	10	13
44	1	23	29.1173770962069	17.5779029157626	13	10	13
45	1	23	29.1173770962069	20.2377984953091	16	10	16
