"var2","var3","var4","var27","Class"
1.70388647237197,-1.05251337422423,-1.0486667949953,-1.70900977346962,"setosa"
0.0978893485025193,-1.27910398223806,-1.31105214820513,0.510807251884798,"setosa"
-0.13153881205026,-1.39239928624498,-1.31105214820513,1.84121536790344,"setosa"
1.70388647237197,-1.16580867823115,-1.17985947160021,0.363627625794565,"setosa"
0.556745669608076,-1.16580867823115,-0.917474118390381,-1.79284822952704,"setosa"
0.327317509055298,-1.33575163424152,-1.31105214820513,-0.61002538889873,"setosa"
0.327317509055298,-1.39239928624498,-1.31105214820513,0.144007701211968,"setosa"
2.62159911458309,-1.33575163424152,-1.31105214820513,0.121399153882046,"setosa"
0.0978893485025193,-1.27910398223806,-1.44224482481005,-0.104530327390484,"setosa"
1.01560199071363,-1.39239928624498,-1.17985947160021,-0.0131174588012802,"setosa"
0.0978893485025193,-1.22245633023461,-1.31105214820513,0.771289283367642,"setosa"
1.01560199071363,-1.27910398223806,-1.31105214820513,-0.826460059918782,"setosa"
0.786173830160855,-1.05251337422423,-1.31105214820513,1.15520017884752,"setosa"
0.327317509055298,-1.22245633023461,-1.31105214820513,0.728907904875658,"setosa"
1.24503015126641,-1.56234224225535,-1.31105214820513,-0.949428224800655,"setosa"
0.556745669608076,-1.33575163424152,-1.31105214820513,-1.09083065128507,"setosa"
2.39217095403031,-1.27910398223806,-1.44224482481005,0.616296121936399,"setosa"
-0.13153881205026,-1.33575163424152,-1.17985947160021,0.68258895818902,"setosa"
0.786173830160855,-1.33575163424152,-1.17985947160021,0.451437843392666,"setosa"
1.24503015126641,-1.33575163424152,-1.31105214820513,-0.700305057253779,"setosa"
1.47445831181919,-1.27910398223806,-1.31105214820513,-1.04664847076864,"setosa"
1.93331463292475,-1.39239928624498,-1.0486667949953,-0.701803416483274,"setosa"
0.786173830160855,-1.27910398223806,-1.31105214820513,-0.234955905992247,"setosa"
0.786173830160855,-1.22245633023461,-1.31105214820513,1.81086148765572,"setosa"
