"var37","var1834","var1882","var2642","var3320","var6218","Class"
2.13353890837022,2.22788670461367,2.00432137378264,4.11290649025331,3.05037975626146,2.03742649794062,"-1"
2.00432137378264,2.38916608436453,2.00432137378264,3.25863728272408,3.00732095292274,2.23044892137827,"-1"
2.00432137378264,2.00432137378264,2.00432137378264,3.55966727838806,2.63245729218472,2.58433122436753,"-1"
2.29003461136252,2.19033169817029,2.39967372148104,3.67678503041921,2.00432137378264,3.06557971472845,"-1"
2.00432137378264,2.00432137378264,2.00432137378264,3.49359744900053,2.8109042806687,3.85193067864027,"-1"
2.10380372095596,2.11058971029925,2.70156798505593,4.07918124604763,2.27646180417324,2.19865708695442,"-1"
2.00432137378264,2.07188200730613,2.00432137378264,3.62335268153799,2.6730209071289,2.02118929906994,"-1"
2.2405492482826,2.00432137378264,2.00432137378264,3.53198955141255,2.77232170672292,2.21748394421391,"-1"
2.3096301674259,2.45939248775923,2.03342375548695,3.40823996531185,3.05766610390983,2.44404479591808,"-1"
2.00432137378264,2.34830486304816,2.00432137378264,3.75073975123535,2.88649072517248,2.00432137378264,"-1"
2.00432137378264,2.59217675739587,2.59659709562646,3.96796896287869,3.14332712999205,2.00432137378264,"-1"
2.22271647114758,2.96801571399364,4.06770304404007,2.00432137378264,3.38792346697344,2.78390357927274,"1"
2.16136800223497,2.77378644498119,3.43870053290074,2.58319877396862,3.36847283844036,3.77451696572855,"1"
2.00432137378264,3.18582535961296,4.20414712521285,2.66370092538965,2.73399928653839,2.17897694729317,"1"
2.54406804435028,2.88649072517248,4.20414712521285,2.83695673705955,3.55254654795566,4.07401144600894,"1"
2.32428245529769,2.79934054945358,4.03092339962722,2.19312459835446,3.03502928220237,4.20414712521285,"1"
2.00432137378264,2.20411998265592,2.55630250076729,3.21563756343506,2.93550726582471,3.32283927268632,"-1"
2.00432137378264,2.40312052117582,2.74350976472843,3.69390274106606,2.98855895687862,2.99651167215418,"-1"
2.00432137378264,2.91803033678488,3.5009222391903,2.24303804868629,2.85853719756964,4.17487352888742,"1"
2.33645973384853,2.8109042806687,4.15210480089287,2.84447717574568,3.37894269861344,3.35468455395473,"1"
2.00432137378264,2.0899051114394,2.25767857486918,3.35850591149024,2.75739602879302,3.93921963585482,"-1"
2.00432137378264,2.52762990087134,3.3911116137028,2.4983105537896,2.85973856619715,4.20414712521285,"1"
2.00432137378264,2.72181061521255,2.09342168516224,2.51321760006794,3.01029995663981,3.53415307418506,"1"
2.05690485133647,3.20574554094266,4.20414712521285,3.24129738710999,3.01325866528352,2.42324587393681,"1"
2.26481782300954,3.27508089845686,4.20414712521285,2.54654266347813,3.39846084960822,3.34321159017975,"1"
2.00432137378264,3.34340859380386,3.51772359483374,3.02978947083186,3.50392680419351,2.45484486000851,"1"
2.00432137378264,2.74896286125616,4.10503305039359,2.48000694295715,3.37106786227174,3.59239884611556,"1"
2.00432137378264,2.53402610605613,3.3230457354817,2.79518458968242,2.88986172125819,2.07188200730613,"1"
2.3654879848909,2.39445168082622,3.32035403281767,2.85003325768977,2.99738638439731,2.00432137378264,"-1"
2.26951294421792,2.00432137378264,2.2148438480477,3.78547220330639,3.02118929906994,2.00432137378264,"-1"
2.76566855475901,2.40312052117582,2.00432137378264,3.66604973848052,3.17522180034305,2.66745295288995,"-1"
2.16731733474818,2.04921802267018,2.38021124171161,3.68993010401822,2.83442070368153,2.79865064544527,"-1"
2.13672056715641,2.11727129565576,2.00432137378264,3.63528263799821,2.96941591235398,2.00432137378264,"-1"
2.00432137378264,2.36361197989214,2.6570558528571,3.81411435612913,3.01283722470517,2.19033169817029,"-1"
