"V6","V8","V10","V11","V14","V15","Class"
3.93094903116752,2.78604121024255,2.41830129131975,2.48287358360875,3.05115252244738,2.47567118832443,"-1"
3.18155777386279,2.96754797621886,2.00860017176192,3.13321945673249,3.0265332645233,2.48855071650044,"-1"
3.56454771175595,3.22993768590793,2.49136169383427,2.40654018043396,3.14581771449183,2.49136169383427,"-1"
3.40993312333129,2.62940959910272,2.46089784275655,2.00432137378264,2.97451169273733,2.84135947045485,"-1"
2.50105926221775,2.72427586960079,2.59769518592551,2.00432137378264,2.96801571399364,2.85369821177617,"-1"
3.38111508070985,3.22608411597582,2.00432137378264,3.06781451116184,2.92582757462474,2.39445168082622,"-1"
4.20414712521285,2.58771096501891,2.00432137378264,2.00432137378264,3.02816441942447,2.00432137378264,"-1"
3.11394335230684,2.79934054945358,2.40140054078154,2.00432137378264,3.22245633667925,2.00432137378264,"-1"
4.14426277376199,3.44106640663926,2.19312459835446,2.52762990087134,2.985426474083,2.00432137378264,"-1"
2.00432137378264,3.23628527744803,2.22530928172586,2.69810054562339,3.07040732174012,2.69284691927723,"-1"
3.1914510144649,3.20085049809108,2.14921911265538,2.00432137378264,2.79726754083072,2.00432137378264,"-1"
3.72851610475977,2.23044892137827,2.45939248775923,2.03342375548695,2.87390159786446,2.61172330800734,"-1"
2.00432137378264,2.85733249643127,2.1846914308176,2.00432137378264,2.8494194137969,2.86033800657099,"-1"
3.28262211287806,2.93449845124357,2.16435285578444,2.91434315711944,2.93701610746481,2.55750720190566,"-1"
3.4379090355395,2.8208579894397,2.00432137378264,2.00432137378264,2.71264970162721,2.97266559226611,"-1"
2.00432137378264,3.01494034979294,2.30749603791321,2.00432137378264,2.91698004732038,2.92890769024395,"-1"
2.00432137378264,2.65127801399814,2.45788189673399,2.57518784492766,3.26434550705009,2.9670797341445,"-1"
2.43775056282039,2.40312052117582,2.15228834438306,2.00432137378264,2.94645226501307,2.59217675739587,"-1"
2.00432137378264,3.01786771896351,2.19312459835446,2.00432137378264,3.11727129565576,2.78958071216443,"-1"
2.00432137378264,3.23502315949522,2.25767857486918,2.31386722036915,2.91275330367132,2.91803033678488,"-1"
2.00432137378264,2.78175537465247,2.14612803567824,2.00432137378264,2.58433122436753,2.00432137378264,"-1"
4.00311571709981,2.48429983934679,2.09691001300806,2.00432137378264,2.91698004732038,2.0899051114394,"-1"
3.76982025776359,2.59988307207369,2.03742649794062,2.62940959910272,2.86451108105839,2.00432137378264,"-1"
2.00432137378264,2.80821097292422,2.01283722470517,2.00432137378264,2.95424250943932,2.34830486304816,"-1"
3.63326641115542,2.47129171105894,2.3096301674259,2.00432137378264,3.06892761168207,2.84571801796666,"-1"
2.00432137378264,3.05037975626146,2.11058971029925,2.00432137378264,2.90633504180509,2.63748972951251,"-1"
3.41246054742996,2.32221929473392,2.00432137378264,2.00432137378264,3.10957854690439,2.00432137378264,"-1"
3.3096301674259,2.01283722470517,2.50105926221775,3.03100428136354,3.21537315278342,3.34733001531695,"1"
2.00432137378264,2.37657695705651,2.74507479158206,3.84279639517558,3.40585839931764,3.52491514753987,"1"
2.00432137378264,2.37839790094814,3.05346260492546,4.1630420469142,3.58194965837332,3.79372055681352,"1"
3.45606222445495,2.00432137378264,3.12678057701201,3.85967857662845,3.46893780566546,3.19005141775921,"1"
3.13545069934551,2.79865064544527,2.88930170250631,4.09131515969722,3.40414924920969,3.5182506513085,"1"
2.47856649559384,2.00432137378264,2.64738297011462,3.56288738129388,3.13798673272353,3.54195347445824,"1"
2.06069784035361,2.31597034545692,3.16166741243774,3.18695633546541,3.3807537708039,3.46952747918701,"1"
2.9566485792052,2.00432137378264,2.89320675305985,3.17084820364331,3.33000770087276,3.02160271602824,"1"
2.00432137378264,2.00432137378264,2.987219229908,4.20414712521285,3.59835270986928,3.68699356626468,"1"
2.94001815500766,2.00432137378264,2.61172330800734,4.12375366875584,3.40483371661994,3.41713940972733,"1"
3.28757780907871,2.00432137378264,2.44090908206522,3.22063101944809,3.35926616460675,3.223236273103,"1"
