"V1","V2","V4","V6","V9","V11","V12","V14","V15","V16","V18","V19","V21","V22","V23","V24","V25","V26","V27","Class"
2.00432137378264,2.00432137378264,2.42813479402879,2.00432137378264,2.36172783601759,4.20414712521285,2.65991620006985,3.30254737248749,2.89597473235906,3.9395691686559,2.22788670461367,2.00432137378264,3.43964842956347,4.11290649025331,2.00432137378264,3.36229393796423,2.25285303097989,2.00432137378264,3.17172645365323,"-1"
2.56584781867352,2.21218760440396,2.57287160220048,2.00432137378264,2.00432137378264,3.30749603791321,2.53781909507327,3.25623653320592,2.99782308074573,3.66417170536193,2.38916608436453,2.00432137378264,2.00432137378264,3.25863728272408,2.00432137378264,2.00432137378264,2.02530586526477,2.55750720190566,2.78318869107526,"-1"
2.00432137378264,2.00432137378264,2.22010808804005,2.00432137378264,2.00432137378264,2.8842287696326,2.00432137378264,3.58927922123597,2.78958071216443,3.17260293120986,2.00432137378264,2.00432137378264,3.34143452457814,3.55966727838806,2.00432137378264,3.13830269816628,2.40312052117582,2.75281643118827,3.17026171539496,"-1"
2.00432137378264,2.69983772586725,2.72672720902657,2.00432137378264,2.93449845124357,3.41212440617332,2.91539983521227,3.4929000111087,2.36921585741014,3.63928722591024,2.19033169817029,2.39967372148104,3.41145134213794,3.67678503041921,2.00432137378264,2.06818586174616,2.00432137378264,2.95999483832842,3.24353410183206,"-1"
2.00432137378264,2.00432137378264,2.52113808370404,2.00432137378264,2.90091306773767,3.13545069934551,2.83632411570675,3.60852603357719,2.931457870689,3.87742894078822,2.00432137378264,2.00432137378264,3.23401081758718,3.49359744900053,2.22010808804005,3.83391171507138,2.00432137378264,2.33645973384853,3.33223641549144,"-1"
2.00432137378264,2.00432137378264,2.50785587169583,2.00432137378264,2.00432137378264,3.99246514780804,2.32633586092875,3.59549622182557,2.88874096068289,3.94408767941543,2.11058971029925,2.70156798505593,3.28735377271475,4.07918124604763,2.00432137378264,3.85811593219007,2.00432137378264,2.46239799789896,3.29136885045158,"-1"
2.00432137378264,2.00432137378264,2.53402610605613,2.00432137378264,2.00432137378264,4.08863214184632,2.28103336724773,3.84235957333068,2.58319877396862,4.09018748757542,2.07188200730613,2.00432137378264,3.42160392686983,3.62335268153799,2.00432137378264,3.83790394459294,2.00432137378264,3.04571405894087,3.10585067438514,"-1"
2.00432137378264,2.00432137378264,2.50105926221775,2.00432137378264,2.19312459835446,4.18616496172741,2.00432137378264,3.54394394248291,2.64738297011462,3.73511963408187,2.00432137378264,2.00432137378264,3.47928731647617,3.53198955141255,2.00432137378264,4.02914017976432,2.00432137378264,2.46538285144842,2.99166900737995,"-1"
2.00432137378264,2.00432137378264,3.16643011384328,2.00432137378264,2.33645973384853,2.9304395947667,2.51054501020661,3.28443073384452,2.70842090013471,3.86746748785905,2.45939248775923,2.03342375548695,2.71767050300226,3.40823996531185,2.00432137378264,2.32837960343874,2.60205999132796,2.78247262416629,3.02242837118549,"-1"
2.00432137378264,2.20411998265592,2.81358098856819,2.80140371001736,2.34830486304816,3.47246389660699,2.98407703390283,4.00680820849258,2.77742682238931,3.85835670529777,2.34830486304816,2.00432137378264,3.39040515648008,3.75073975123535,2.00432137378264,4.20414712521285,2.90633504180509,2.96425963019685,3.38542751480513,"-1"
2.85125834871908,2.00432137378264,2.81491318127507,3.78024528386535,2.14301480025409,4.1360860973841,2.91222205653242,3.88772979728803,2.93550726582471,3.81980706459076,2.59217675739587,2.59659709562646,3.48029446000301,3.96796896287869,2.00432137378264,3.86123561863404,2.00432137378264,2.00432137378264,3.16672605558005,"-1"
2.00432137378264,2.00432137378264,2.67117284271508,2.00432137378264,2.85430604180108,2.9304395947667,2.00432137378264,2.00432137378264,2.13353890837022,2.08278537031645,2.96801571399364,4.06770304404007,2.00432137378264,2.00432137378264,3.19948091486236,2.00432137378264,3.76454971906447,3.50839503313305,2.29666519026153,"1"
2.00432137378264,2.48855071650044,2.49136169383427,2.32633586092875,2.88817949391832,3.34340859380386,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.77378644498119,3.43870053290074,2.00432137378264,2.58319877396862,3.10380372095596,2.00432137378264,3.36847283844036,3.18155777386279,2.04532297878666,"1"
2.61278385671974,2.45024910831936,2.40483371661994,2.00432137378264,2.00432137378264,3.35583449588494,2.00432137378264,2.00432137378264,2.46982201597816,2.00432137378264,3.18582535961296,4.20414712521285,2.00432137378264,2.66370092538965,2.95085145888855,2.00432137378264,3.30276370847298,3.47957531017499,2.14612803567824,"1"
2.00432137378264,2.00432137378264,2.89762709129044,2.85064623518307,2.98855895687862,3.58035466110659,2.99166900737995,2.00432137378264,2.04139268515822,2.09342168516224,2.88649072517248,4.20414712521285,2.00432137378264,2.83695673705955,3.09131515969722,2.00432137378264,3.58782317131896,3.50009919191572,2.58994960132571,"1"
2.00432137378264,2.00432137378264,2.87966920563205,2.00432137378264,2.33645973384853,2.89817648349768,2.86272752831797,2.15228834438306,2.54777470538782,2.00432137378264,2.79934054945358,4.03092339962722,2.00432137378264,2.19312459835446,2.80888586735981,2.00432137378264,3.64384731029971,3.75625564875423,2.45178643552429,"1"
2.55870857053317,2.02118929906994,2.13987908640124,2.00432137378264,2.41995574848976,2.65030752313194,2.63548374681491,3.16613397030511,2.62531245096167,3.20303288701471,2.20411998265592,2.55630250076729,2.90955602924118,3.21563756343506,2.00432137378264,3.48699688843182,2.94398887507377,2.8109042806687,2.91487181754005,"-1"
2.2380461031288,2.19865708695442,2.81624129999178,2.00432137378264,2.40654018043396,3.25959387888595,2.85973856619715,3.56062387454993,3.13353890837022,3.65686449154892,2.40312052117582,2.74350976472843,3.33000770087276,3.69390274106606,2.22530928172586,4.17067234031558,2.21218760440396,2.62117628177504,3.11327469246435,"-1"
2.00432137378264,2.00432137378264,2.50105926221775,2.00432137378264,2.00432137378264,2.96848294855394,2.79518458968242,2.00432137378264,2.00432137378264,2.00432137378264,2.91803033678488,3.5009222391903,2.00432137378264,2.24303804868629,3.10311925354571,2.00432137378264,3.35945602012099,3.39075852873872,2.29446622616159,"1"
2.00432137378264,2.40483371661994,2.75966784468963,2.00432137378264,2.69196510276736,2.99255351783214,3.09131515969722,2.00432137378264,2.18184358794477,2.00432137378264,2.8109042806687,4.15210480089287,2.00432137378264,2.84447717574568,3.17055505852121,2.29003461136252,3.45818443557026,3.23678909940929,2.42975228000241,"1"
2.55509444857832,2.17026171539496,2.20682587603185,2.00432137378264,2.00432137378264,3.13193929521042,2.61489721603313,3.91413151263089,2.86923171973098,3.87395965474335,2.0899051114394,2.25767857486918,3.58274496569128,3.35850591149024,2.00432137378264,4.12648857070037,2.57287160220048,2.53019969820308,3.03662889536216,"-1"
2.38560627359831,2.25527250510331,2.57749179983723,2.00432137378264,2.29446622616159,2.69108149212297,2.54777470538782,2.00432137378264,2.52762990087134,2.64933485871214,2.52762990087134,3.3911116137028,2.44090908206522,2.4983105537896,3.19562294358694,2.00432137378264,3.326949994166,3.39741854235135,2.66464197555613,"1"
