"V1","V2","V4","V6","V9","V11","V12","V14","V15","V16","V18","V19","V21","V22","V23","V24","V25","V26","V27","Class"
2.30102999566398,2.31597034545692,2.90200289135073,3.98851436583367,2.47567118832443,3.81690383937566,3.06632592536204,3.29358351349612,2.78604121024255,3.51627088272934,2.41830129131975,2.48287358360875,3.33264041038746,3.96974197676285,2.00432137378264,4.16172726971602,2.47567118832443,3.10890312766731,3.12090281761453,"-1"
2.00432137378264,2.00432137378264,2.63748972951251,2.06445798922692,2.45636603312904,3.58263143948964,2.81690383937566,2.29885307640971,2.96754797621886,3.21165440055318,2.00860017176192,3.13321945673249,2.00432137378264,2.95230800966213,2.16731733474818,2.00432137378264,2.48855071650044,2.73319726510657,2.95375969173323,"-1"
2.00432137378264,2.00432137378264,3.16879202031418,3.514946005308,2.27415784926368,3.52504480703685,2.96754797621886,2.76342799356294,3.22993768590793,3.44466923093852,2.49136169383427,2.40654018043396,2.00432137378264,2.79865064544527,2.04532297878666,2.00432137378264,2.49136169383427,2.3747483460101,2.77670118398841,"-1"
2.20139712432045,2.00432137378264,2.61909333062674,3.36059341356525,2.41664050733828,3.38792346697344,2.72263392253381,3.68859777508117,2.62940959910272,3.18892848376085,2.46089784275655,2.00432137378264,3.21085336531489,3.72550326885932,2.00432137378264,3.71667097556014,2.84135947045485,2.89597473235906,3.21616590228599,"-1"
2.00432137378264,2.40312052117582,2.68484536164441,3.43648069500949,2.45939248775923,3.02407498730743,2.65224634100332,3.52943035436699,2.72427586960079,3.27806733088866,2.59769518592551,2.00432137378264,3.47523522260413,3.72875947516787,2.02118929906994,3.77778918743487,2.85369821177617,2.98632377705077,3.1215598441875,"-1"
2.00432137378264,2.28780172993023,2.6159500516564,3.43838410703471,2.34830486304816,3.65619406217919,2.44404479591808,2.00432137378264,3.22608411597582,3.37529773821734,2.00432137378264,3.06781451116184,2.00432137378264,2.45178643552429,2.00432137378264,2.00432137378264,2.39445168082622,2.56702636615906,2.89652621748956,"-1"
2.12057393120585,2.00432137378264,2.58433122436753,4.04265425316779,2.15228834438306,3.40363518979055,2.8668778143375,3.17840134153376,2.58771096501891,2.78816837114117,2.00432137378264,2.00432137378264,3.07881918309885,3.71155416825017,2.02530586526477,2.00432137378264,2.00432137378264,2.53781909507327,2.97634997900327,"-1"
2.00432137378264,2.00432137378264,2.76417613239033,3.19005141775921,2.06445798922692,3.65734273681463,3.02857125269254,3.09656243837414,2.79934054945358,3.60927417240459,2.40140054078154,2.00432137378264,3.25478968739721,3.60734777676841,2.02118929906994,3.98600993185326,2.00432137378264,2.00432137378264,3.28284860283464,"-1"
2.00432137378264,2.70500795933334,2.8767949762007,3.86171358757143,2.51054501020661,3.59295357154787,2.86864443839483,2.00432137378264,3.44106640663926,3.14363923527454,2.19312459835446,2.52762990087134,2.00432137378264,2.62736585659273,2.01703333929878,2.00432137378264,2.00432137378264,2.49276038902684,3.15866398081399,"-1"
2.51719589794997,2.26481782300954,2.78318869107526,2.00432137378264,2.50650503240487,2.72672720902657,2.88930170250631,2.56348108539441,3.23628527744803,2.98811284026835,2.22530928172586,2.69810054562339,2.00432137378264,2.76789761601809,2.00432137378264,2.00432137378264,2.69284691927723,2.41664050733828,2.64640372622307,"-1"
2.00432137378264,2.54530711646582,2.42651126136458,2.0899051114394,2.32221929473392,3.54888056263751,2.88874096068289,2.00432137378264,3.20085049809108,2.8926510338773,2.14921911265538,2.00432137378264,2.00432137378264,2.17026171539496,2.00432137378264,2.00432137378264,2.00432137378264,2.32428245529769,2.79098847508882,"-1"
2.00432137378264,2.00432137378264,2.1846914308176,3.62376600013393,2.29225607135648,3.81954393554187,2.55750720190566,2.85308952985187,2.23044892137827,3.38632057389405,2.45939248775923,2.03342375548695,2.83058866868514,3.39880773020326,2.00432137378264,2.4456042032736,2.61172330800734,2.16731733474818,2.67669360962487,"-1"
2.00432137378264,2.36361197989214,2.89153745767256,2.00432137378264,2.22010808804005,2.95085145888855,2.55509444857832,3.87563993700417,2.85733249643127,3.99175753953435,2.1846914308176,2.00432137378264,3.45147940512486,3.70552161342267,2.00432137378264,3.82314805981069,2.86033800657099,2.91698004732038,3.29446622616159,"-1"
2.00432137378264,2.05690485133647,3.17347764345299,2.7664128471124,2.62013605497376,3.24919835739111,2.94101424370557,2.00432137378264,2.93449845124357,2.41161970596323,2.16435285578444,2.91434315711944,2.00432137378264,2.19312459835446,2.99431715266964,2.00432137378264,2.55750720190566,2.71096311899528,2.83695673705955,"-1"
2.00432137378264,2.00432137378264,3.22556771343947,3.84179729887436,2.45331834004704,3.55497345833324,2.56110138364906,3.73199144901893,2.8208579894397,3.79733680077535,2.00432137378264,2.00432137378264,3.43917473984347,3.76102525171137,2.00432137378264,4.17064302283611,2.97266559226611,2.64443858946784,3.41043978621035,"-1"
2.35983548233989,2.00432137378264,2.79934054945358,2.00432137378264,2.18752072083646,3.04414762087872,2.99078269180314,3.58092497567562,3.01494034979294,3.83543689480186,2.30749603791321,2.00432137378264,3.36847283844036,3.56229286445647,2.00432137378264,2.90955602924118,2.92890769024395,2.00432137378264,3.15836249209525,"-1"
2.00432137378264,2.2405492482826,2.90848501887865,2.00432137378264,2.45636603312904,2.95568775031351,3.14019367857863,2.00432137378264,2.65127801399814,3.09166695759568,2.45788189673399,2.57518784492766,2.00432137378264,2.34044411484012,3.49248101012888,2.00432137378264,2.9670797341445,3.57472558359407,2.99563519459755,"-1"
2.00432137378264,2.00432137378264,2.72015930340596,2.97034687623009,2.67851837904011,3.78781456706302,2.8668778143375,2.00432137378264,2.40312052117582,2.00432137378264,2.15228834438306,2.00432137378264,2.90363251608424,3.52374646681156,2.00432137378264,3.49415459401844,2.59217675739587,2.2405492482826,3.07445071895459,"-1"
2.00432137378264,2.00432137378264,2.56937390961505,2.00432137378264,2.19033169817029,2.99431715266964,2.90794852161227,2.00432137378264,3.01786771896351,3.88575688106927,2.19312459835446,2.00432137378264,3.2718416065365,3.43088094645289,2.00432137378264,3.52413637659257,2.78958071216443,2.42488163663107,3.08813608870055,"-1"
2.51454775266029,2.67209785793572,3.45071087814692,2.00432137378264,2.42324587393681,2.9604707775343,2.92064500140679,3.04375512696868,3.23502315949522,4.03850094307667,2.25767857486918,2.31386722036915,3.79028516403324,3.91110431780404,2.00432137378264,4.20414712521285,2.91803033678488,2.9532763366673,3.65858371540706,"-1"
2.00432137378264,2.00432137378264,2.60745502321467,2.00432137378264,2.26717172840301,3.10174707394637,2.86981820797933,3.9756155979669,2.78175537465247,3.2626883443017,2.14612803567824,2.00432137378264,2.00432137378264,3.44808766669234,2.00432137378264,3.02571538390134,2.00432137378264,2.54157924394658,3.43264866001311,"-1"
2.00432137378264,2.00432137378264,2.18752072083646,4.12648857070037,2.21748394421391,3.9158217876204,2.80140371001736,3.63638758581316,2.48429983934679,2.34242268082221,2.09691001300806,2.00432137378264,2.59988307207369,3.7322328802205,2.00432137378264,3.5164031484474,2.0899051114394,2.41329976408125,2.43933269383026,"-1"
2.00432137378264,2.00432137378264,2.77451696572855,4.20414712521285,2.3096301674259,4.0175341594372,2.56937390961505,2.00432137378264,2.59988307207369,2.90741136077459,2.03742649794062,2.62940959910272,2.00432137378264,2.94001815500766,2.00432137378264,2.00432137378264,2.00432137378264,2.49415459401844,2.77158748088126,"-1"
2.00432137378264,2.00432137378264,2.81954393554187,2.00432137378264,2.00432137378264,3.02978947083186,2.94051648493257,3.61394747678035,2.80821097292422,3.21192108430851,2.01283722470517,2.00432137378264,3.21827285357145,3.77495468908014,2.00432137378264,3.54381980514266,2.34830486304816,2.77378644498119,3.2610248339924,"-1"
2.00432137378264,2.00432137378264,2.87737134586977,3.42602301568988,2.78604121024255,3.98645821273731,3.07664044367034,3.70926996097583,2.47129171105894,3.44575983648863,2.3096301674259,2.00432137378264,2.86213137931304,3.70509361054787,2.00432137378264,3.38219721037745,2.84571801796666,2.02118929906994,2.74350976472843,"-1"
2.00432137378264,2.00432137378264,2.6954816764902,2.00432137378264,2.20139712432045,3.37438169805088,2.90363251608424,3.88087073253242,3.05037975626146,3.73687436164842,2.11058971029925,2.00432137378264,3.58410497039945,3.91487181754005,2.00432137378264,4.02473188965525,2.63748972951251,2.87040390527903,3.28103336724773,"-1"
2.6232492903979,2.54530711646582,2.70243053644553,3.60260252042026,2.30535136944662,3.56737930765098,2.71850168886727,3.57760667736254,2.32221929473392,3.39724458101039,2.00432137378264,2.00432137378264,2.75127910398334,3.62169546232928,2.06069784035361,3.88047059280378,2.00432137378264,2.00432137378264,3.03221570329798,"-1"
2.00432137378264,2.00432137378264,2.81157500587059,2.69810054562339,2.85973856619715,3.4224256763712,3.07003786660776,2.22788670461367,2.01283722470517,2.00432137378264,2.50105926221775,3.03100428136354,2.00432137378264,2.00432137378264,2.32014628611105,2.00432137378264,3.34733001531695,3.13225968953104,2.54900326202579,"1"
2.00432137378264,2.72015930340596,2.30749603791321,2.00432137378264,2.91009054559407,2.98944981766669,2.44404479591808,2.00432137378264,2.37657695705651,2.47421626407626,2.74507479158206,3.84279639517558,2.00432137378264,2.6159500516564,3.02118929906994,2.00432137378264,3.52491514753987,3.34635297445064,2.44715803134222,"1"
2.51188336097887,2.22530928172586,2.62736585659273,2.00432137378264,2.63948648926859,3.29446622616159,2.60852603357719,2.00432137378264,2.37839790094814,2.6159500516564,3.05346260492546,4.1630420469142,2.00432137378264,2.53655844257153,3.1156105116743,2.00432137378264,3.79372055681352,3.66351247041516,2.39967372148104,"1"
