"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2.30102999566398,2.31597034545692,2.00432137378264,2.90200289135073,4.16253453654936,3.98851436583367,3.93094903116752,2.42324587393681,2.47567118832443,3.82936810798882,3.81690383937566,3.06632592536204,3.47465325336206,3.29358351349612,2.20951501454263,2.78604121024255,3.51627088272934,2.00432137378264,2.41830129131975,2.00432137378264,2.48287358360875,2.60852603357719,3.14952701375435,2.00432137378264,3.33264041038746,2.00432137378264,2.69372694892365,3.96974197676285,2.00432137378264,2.00432137378264,2.18752072083646,4.16172726971602,2.47567118832443,3.10890312766731,3.464191370641,3.12090281761453
2.00432137378264,2.00432137378264,2.00432137378264,2.63748972951251,2.78958071216443,2.06445798922692,3.18155777386279,2.71096311899528,2.45636603312904,3.34556975605639,3.58263143948964,2.81690383937566,3.50351831272407,2.29885307640971,2.7701152947871,2.96754797621886,3.21165440055318,2.00432137378264,2.00860017176192,2.00432137378264,3.13321945673249,2.00432137378264,3.36660971039243,2.00432137378264,2.00432137378264,2.96473092105363,2.19312459835446,2.95230800966213,2.16731733474818,2.95472479097906,2.00432137378264,2.00432137378264,2.48855071650044,2.73319726510657,2.76042248342321,2.95375969173323
2.00432137378264,2.00432137378264,2.02118929906994,3.16879202031418,3.75358305889291,3.514946005308,3.56454771175595,2.78532983501077,2.27415784926368,3.5219222448835,3.52504480703685,2.96754797621886,3.49108141342319,2.76342799356294,2.31806333496276,3.22993768590793,3.44466923093852,2.00432137378264,2.49136169383427,2.00432137378264,2.40654018043396,2.00432137378264,3.4456042032736,2.00432137378264,2.00432137378264,2.00432137378264,2.55509444857832,2.79865064544527,2.04532297878666,3.5931752634781,2.00432137378264,2.00432137378264,2.49136169383427,2.3747483460101,2.95712819767681,2.77670118398841
2.20139712432045,2.00432137378264,2.00432137378264,2.61909333062674,3.68583127462606,3.36059341356525,3.40993312333129,2.26481782300954,2.41664050733828,3.48557947698468,3.38792346697344,2.72263392253381,3.23854788768133,3.68859777508117,2.00432137378264,2.62940959910272,3.18892848376085,2.00432137378264,2.46089784275655,2.00432137378264,2.00432137378264,3.08062648692181,3.0542299098634,2.00432137378264,3.21085336531489,2.68484536164441,2.92992956008459,3.72550326885932,2.00432137378264,2.09691001300806,2.00432137378264,3.71667097556014,2.84135947045485,2.89597473235906,3.30941722577814,3.21616590228599
2.00432137378264,2.40312052117582,2.00432137378264,2.68484536164441,3.10890312766731,3.43648069500949,2.50105926221775,2.46538285144842,2.45939248775923,3.05346260492546,3.02407498730743,2.65224634100332,2.86272752831797,3.52943035436699,2.52891670027765,2.72427586960079,3.27806733088866,2.97266559226611,2.59769518592551,2.00432137378264,2.00432137378264,3.11594317693906,3.10380372095596,2.46389298898591,3.47523522260413,3.14176323027579,2.79169064902012,3.72875947516787,2.02118929906994,3.18610837981321,2.00432137378264,3.77778918743487,2.85369821177617,2.98632377705077,3.27230584440209,3.1215598441875
2.00432137378264,2.28780172993023,2.00432137378264,2.6159500516564,3.61794343482897,3.43838410703471,3.38111508070985,2.39093510710338,2.34830486304816,3.59184341122478,3.65619406217919,2.44404479591808,3.21616590228599,2.00432137378264,2.30319605742049,3.22608411597582,3.37529773821734,2.00432137378264,2.00432137378264,2.00432137378264,3.06781451116184,2.00432137378264,3.26834391395106,2.00432137378264,2.00432137378264,2.00432137378264,2.44090908206522,2.45178643552429,2.00432137378264,2.72754125702856,2.00432137378264,2.00432137378264,2.39445168082622,2.56702636615906,2.80277372529198,2.89652621748956
2.12057393120585,2.00432137378264,2.00432137378264,2.58433122436753,4.20414712521285,4.04265425316779,4.20414712521285,2.23552844690755,2.15228834438306,3.889973638404,3.40363518979055,2.8668778143375,3.60476588470389,3.17840134153376,2.00432137378264,2.58771096501891,2.78816837114117,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.43711609304808,2.00432137378264,3.07881918309885,2.68930885912362,2.92012332629072,3.71155416825017,2.02530586526477,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.53781909507327,3.37383114507383,2.97634997900327
2.00432137378264,2.00432137378264,2.00432137378264,2.76417613239033,3.59494473669508,3.19005141775921,3.11394335230684,2.68841982200271,2.06445798922692,3.63124078023551,3.65734273681463,3.02857125269254,3.03261876085072,3.09656243837414,2.08635983067475,2.79934054945358,3.60927417240459,2.00432137378264,2.40140054078154,2.00432137378264,2.00432137378264,3.10174707394637,3.29292029960001,2.00432137378264,3.25478968739721,2.00432137378264,2.70671778233676,3.60734777676841,2.02118929906994,2.00432137378264,2.00432137378264,3.98600993185326,2.00432137378264,2.00432137378264,3.14921911265538,3.28284860283464
2.00432137378264,2.70500795933334,2.00432137378264,2.8767949762007,4.11414374967188,3.86171358757143,4.14426277376199,2.5705429398819,2.51054501020661,3.7863964613723,3.59295357154787,2.86864443839483,3.89992988272786,2.00432137378264,2.10720996964787,3.44106640663926,3.14363923527454,2.00432137378264,2.19312459835446,2.00432137378264,2.52762990087134,2.00432137378264,3.46254772880266,2.00432137378264,2.00432137378264,3.09377178149873,2.26951294421792,2.62736585659273,2.01703333929878,3.44075170047919,2.00432137378264,2.00432137378264,2.00432137378264,2.49276038902684,2.80955971463527,3.15866398081399
2.51719589794997,2.26481782300954,2.00432137378264,2.78318869107526,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.50650503240487,2.00432137378264,2.72672720902657,2.88930170250631,2.83695673705955,2.56348108539441,2.43616264704076,3.23628527744803,2.98811284026835,2.59439255037543,2.22530928172586,2.54777470538782,2.69810054562339,2.00432137378264,3.26857797188284,2.00432137378264,2.00432137378264,2.40654018043396,2.57518784492766,2.76789761601809,2.00432137378264,3.42504487455139,2.00432137378264,2.00432137378264,2.69284691927723,2.41664050733828,2.55509444857832,2.64640372622307
