"V1","V2","V3","V5","V11","V13","V15","V16","V17","V18","V19","V22","V23","V24","V27","V30","Class"
2.00432137378264,2.13353890837022,2.42813479402879,2.00432137378264,2.17609125905568,2.00432137378264,2.69108149212297,2.22788670461367,2.00432137378264,2.00432137378264,2.00432137378264,3.05037975626146,2.25285303097989,3.79239168949825,2.52633927738984,2.1846914308176,"-1"
2.00432137378264,2.00432137378264,2.57287160220048,2.00432137378264,2.34044411484012,2.00432137378264,2.00432137378264,2.38916608436453,2.00432137378264,2.00432137378264,2.35024801833416,3.00732095292274,2.02530586526477,2.49276038902684,2.22271647114758,2.60422605308447,"-1"
2.00432137378264,2.00432137378264,2.22010808804005,2.00432137378264,2.20411998265592,2.35602585719312,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.83998055767834,2.63245729218472,2.40312052117582,3.72032471741744,2.17897694729317,2.00432137378264,"-1"
2.00432137378264,2.29003461136252,2.72672720902657,2.00432137378264,2.69722934275972,2.27875360095283,2.99563519459755,2.19033169817029,2.39967372148104,2.00432137378264,3.43039759138697,2.00432137378264,2.00432137378264,4.06009318382447,2.34830486304816,4.20414712521285,"-1"
2.00432137378264,2.00432137378264,2.52113808370404,2.00432137378264,2.83122969386706,2.70156798505593,3.08421868673924,2.00432137378264,2.00432137378264,2.00432137378264,4.20414712521285,2.8109042806687,2.00432137378264,3.9253636673541,2.00432137378264,4.20414712521285,"-1"
2.00432137378264,2.10380372095596,2.50785587169583,2.00432137378264,2.07554696139253,2.00432137378264,2.00432137378264,2.11058971029925,2.70156798505593,2.00432137378264,2.5910646070265,2.27646180417324,2.00432137378264,3.35545152012652,2.04139268515822,2.67669360962487,"-1"
2.00432137378264,2.00432137378264,2.53402610605613,2.00432137378264,2.14921911265538,2.00432137378264,2.00432137378264,2.07188200730613,2.00432137378264,2.00432137378264,3.45984464238821,2.6730209071289,2.00432137378264,3.37346372163237,2.00432137378264,2.38201704257487,"-1"
2.13033376849501,2.2405492482826,2.50105926221775,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.4367985102318,2.77232170672292,2.00432137378264,3.68349731767981,2.00432137378264,2.50242711998443,"-1"
2.00432137378264,2.3096301674259,3.16643011384328,2.00432137378264,2.40654018043396,2.02530586526477,2.8494194137969,2.45939248775923,2.03342375548695,2.3096301674259,3.90254677931399,3.05766610390983,2.60205999132796,3.37529773821734,2.00432137378264,3.73519954842231,"-1"
2.00432137378264,2.00432137378264,2.81358098856819,2.80140371001736,2.3384564936046,2.00432137378264,2.30102999566398,2.34830486304816,2.00432137378264,2.00432137378264,3.56960796754682,2.88649072517248,2.90633504180509,4.07507226270612,2.00432137378264,3.7431960814487,"-1"
2.00432137378264,2.00432137378264,2.81491318127507,3.78024528386535,2.56466606425209,2.00432137378264,3.11193427633268,2.59217675739587,2.59659709562646,2.00432137378264,2.23044892137827,3.14332712999205,2.00432137378264,2.86981820797933,2.00432137378264,2.00432137378264,"-1"
2.11727129565576,2.22271647114758,2.67117284271508,2.00432137378264,2.56229286445647,3.58793534863636,3.96089867732666,2.96801571399364,4.06770304404007,3.81928064697248,2.00432137378264,3.38792346697344,3.76454971906447,3.18412335423967,3.9832202146481,2.76267856372744,"1"
