"V1","V2","V3","V5","V11","V13","V15","V16","V17","V18","V19","V22","V23","V24","V27","V30","Class"
2.00432137378264,2.33445375115093,2.90200289135073,3.98851436583367,2.42324587393681,2.20951501454263,2.00432137378264,2.41830129131975,2.48287358360875,2.00432137378264,2.00432137378264,3.05115252244738,2.47567118832443,3.96118370981244,2.46686762035411,2.07918124604762,"-1"
2.00432137378264,2.06818586174616,2.63748972951251,2.06445798922692,2.71096311899528,2.7701152947871,2.00432137378264,2.00860017176192,3.13321945673249,2.00432137378264,3.14798532068381,3.0265332645233,2.48855071650044,3.61182947949837,3.31449922797315,2.00432137378264,"-1"
2.02118929906994,2.67851837904011,3.16879202031418,3.514946005308,2.78532983501077,2.31806333496276,2.00432137378264,2.49136169383427,2.40654018043396,2.00432137378264,2.00432137378264,3.14581771449183,2.49136169383427,3.50419891853945,2.00432137378264,2.2380461031288,"-1"
2.00432137378264,2.19312459835446,2.61909333062674,3.36059341356525,2.26481782300954,2.00432137378264,2.00432137378264,2.46089784275655,2.00432137378264,2.00432137378264,3.80746737568428,2.97451169273733,2.84135947045485,3.67678503041921,2.00432137378264,2.59769518592551,"-1"
2.00432137378264,2.0899051114394,2.68484536164441,3.43648069500949,2.46538285144842,2.52891670027765,2.97266559226611,2.59769518592551,2.00432137378264,2.46389298898591,3.33041377334919,2.96801571399364,2.85369821177617,3.87238938841782,2.14301480025409,2.09691001300806,"-1"
2.00432137378264,2.24797326636181,2.6159500516564,3.43838410703471,2.39093510710338,2.30319605742049,2.00432137378264,2.00432137378264,3.06781451116184,2.00432137378264,2.00432137378264,2.92582757462474,2.39445168082622,3.27829620809127,2.00432137378264,2.00432137378264,"-1"
2.00432137378264,2.00432137378264,2.58433122436753,4.04265425316779,2.23552844690755,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.37621185028267,3.02816441942447,2.00432137378264,3.88047059280378,2.03342375548695,3.04453976039241,"-1"
2.00432137378264,2.41161970596323,2.76417613239033,3.19005141775921,2.68841982200271,2.08635983067475,2.00432137378264,2.40140054078154,2.00432137378264,2.00432137378264,3.58183592405765,3.22245633667925,2.00432137378264,4.12106716746773,2.00432137378264,3.70009770461305,"-1"
2.00432137378264,2.22271647114758,2.8767949762007,3.86171358757143,2.5705429398819,2.10720996964787,2.00432137378264,2.19312459835446,2.52762990087134,2.00432137378264,2.28330122870355,2.985426474083,2.00432137378264,3.40688067004912,2.02118929906994,2.00432137378264,"-1"
2.00432137378264,2.19312459835446,2.78318869107526,2.00432137378264,2.00432137378264,2.43616264704076,2.59439255037543,2.22530928172586,2.69810054562339,2.00432137378264,2.00432137378264,3.07040732174012,2.69284691927723,3.29754166781816,2.00432137378264,2.08635983067475,"-1"
2.00432137378264,2.00432137378264,2.42651126136458,2.0899051114394,2.42324587393681,2.00432137378264,2.00432137378264,2.14921911265538,2.00432137378264,2.00432137378264,2.4456042032736,2.79726754083072,2.00432137378264,3.56596581744667,2.27875360095283,2.38021124171161,"-1"
2.00432137378264,2.00432137378264,2.1846914308176,3.62376600013393,2.37657695705651,2.48713837547719,3.16226561429802,2.45939248775923,2.03342375548695,2.00432137378264,2.00432137378264,2.87390159786446,2.61172330800734,3.75633176732106,3.26857797188284,2.01283722470517,"-1"
2.00432137378264,2.30749603791321,2.89153745767256,2.00432137378264,2.26717172840301,2.00432137378264,2.00432137378264,2.1846914308176,2.00432137378264,2.00432137378264,2.00432137378264,2.8494194137969,2.86033800657099,4.14251460499937,2.00432137378264,2.13672056715641,"-1"
2.00432137378264,2.26951294421792,3.17347764345299,2.7664128471124,2.20411998265592,2.51719589794997,2.00432137378264,2.16435285578444,2.91434315711944,2.00432137378264,3.15836249209525,2.93701610746481,2.55750720190566,2.9304395947667,2.00432137378264,2.69722934275972,"-1"
2.77451696572855,2.89042101880091,3.22556771343947,3.84179729887436,2.2405492482826,2.11058971029925,2.52374646681156,2.00432137378264,2.00432137378264,2.00432137378264,2.32837960343874,2.71264970162721,2.97266559226611,3.93293014283079,2.00432137378264,2.00432137378264,"-1"
2.00432137378264,2.06069784035361,2.79934054945358,2.00432137378264,2.13033376849501,2.12710479836481,3.55181582235102,2.30749603791321,2.00432137378264,2.00432137378264,2.00432137378264,2.91698004732038,2.92890769024395,3.72073797701843,2.00432137378264,2.26717172840301,"-1"
2.00432137378264,2.42488163663107,2.90848501887865,2.00432137378264,2.69108149212297,2.00432137378264,3.15896526038341,2.45788189673399,2.57518784492766,2.00432137378264,3.02571538390134,3.26434550705009,2.9670797341445,3.5532760461371,2.00432137378264,2.69196510276736,"-1"
2.00432137378264,2.00432137378264,2.72015930340596,2.97034687623009,2.48429983934679,2.00432137378264,2.26717172840301,2.15228834438306,2.00432137378264,2.00432137378264,2.01283722470517,2.94645226501307,2.59217675739587,2.97909290063833,2.00432137378264,2.05307844348342,"-1"
2.00432137378264,2.10380372095596,2.56937390961505,2.00432137378264,2.2148438480477,2.00432137378264,2.68033551341456,2.19312459835446,2.00432137378264,2.00432137378264,3.02571538390134,3.11727129565576,2.78958071216443,4.02710486587935,2.00432137378264,3.70671778233676,"-1"
2.00432137378264,2.65224634100332,3.45071087814692,2.00432137378264,2.46982201597816,2.00432137378264,2.57978359661681,2.25767857486918,2.31386722036915,2.00432137378264,4.19434780728009,2.91275330367132,2.91803033678488,4.18633466325295,2.38560627359831,3.91954875896885,"-1"
2.00432137378264,2.00432137378264,2.60745502321467,2.00432137378264,2.00432137378264,2.10380372095596,2.00432137378264,2.14612803567824,2.00432137378264,2.00432137378264,2.00432137378264,2.58433122436753,2.00432137378264,3.862906213563,2.26717172840301,2.29003461136252,"-1"
2.00432137378264,2.00432137378264,2.18752072083646,4.12648857070037,2.45636603312904,2.00432137378264,2.00432137378264,2.09691001300806,2.00432137378264,2.00432137378264,3.17580163284828,2.91698004732038,2.0899051114394,4.01724208454765,2.19312459835446,2.56584781867352,"-1"
2.00432137378264,2.00432137378264,2.77451696572855,4.20414712521285,2.5327543789925,2.00432137378264,2.00432137378264,2.03742649794062,2.62940959910272,2.00432137378264,2.47567118832443,2.86451108105839,2.00432137378264,3.40500466505037,2.17318626841227,2.16731733474818,"-1"
2.00432137378264,2.17026171539496,2.81954393554187,2.00432137378264,2.39794000867204,2.25042000230889,2.00432137378264,2.01283722470517,2.00432137378264,2.00432137378264,2.30319605742049,2.95424250943932,2.34830486304816,3.65485009056139,2.00432137378264,2.2148438480477,"-1"
2.00432137378264,2.28330122870355,2.87737134586977,3.42602301568988,2.51454775266029,2.00432137378264,2.13353890837022,2.3096301674259,2.00432137378264,2.00432137378264,4.0873199122064,3.06892761168207,2.84571801796666,4.01266853389633,3.6306312440205,3.72859724338343,"-1"
