"var36","var37","var38","var39","var40","var41","var42","var43","var45","var46","var48","var758","var760","var1144","var1745","var1779","var1834","var1882","var2121","var2288","var2345","var2349","var2402","var2642","var3252","var3320","var4107","var4499","var4847","var5039","var5552","var5772","var6041","var6185","var6200","var6201","var6218","var6345","var6884","Class"
2.00432137378264,2.33445375115093,2.90200289135073,4.16253453654936,3.98851436583367,3.93094903116752,4.17831493483216,4.04637808804827,4.20414712521285,4.20414712521285,2.42324587393681,3.29358351349612,2.20951501454263,2.78604121024255,2.56348108539441,2.00432137378264,2.41830129131975,2.48287358360875,3.14952701375435,2.00432137378264,2.00432137378264,2.22010808804005,2.89376176205794,3.96974197676285,2.00432137378264,3.05115252244738,2.20682587603185,2.48855071650044,2.47567118832443,2.77887447200274,3.96118370981244,3.49220145139254,3.10890312766731,2.29446622616159,2.46686762035411,2.52374646681156,2.00432137378264,3.75151005027004,2.07918124604762,"-1"
2.00432137378264,2.06818586174616,2.63748972951251,2.78958071216443,2.06445798922692,3.18155777386279,4.20414712521285,4.13254784246558,4.20414712521285,4.20414712521285,2.71096311899528,2.29885307640971,2.7701152947871,2.96754797621886,2.79588001734408,2.00432137378264,2.00860017176192,3.13321945673249,3.36660971039243,2.00432137378264,3.14798532068381,2.70329137811866,2.56702636615906,2.95230800966213,2.16731733474818,3.0265332645233,2.31175386105575,2.2718416065365,2.48855071650044,2.52891670027765,3.61182947949837,3.04883008652835,2.73319726510657,3.32654066851656,3.31449922797315,3.72802895442052,2.00432137378264,3.68654689906301,2.00432137378264,"-1"
2.02118929906994,2.67851837904011,3.16879202031418,3.75358305889291,3.514946005308,3.56454771175595,4.20414712521285,4.20414712521285,4.20414712521285,4.20414712521285,2.78532983501077,2.76342799356294,2.31806333496276,3.22993768590793,2.03742649794062,2.00432137378264,2.49136169383427,2.40654018043396,3.4456042032736,2.00432137378264,2.00432137378264,2.00432137378264,3.1034616220947,2.79865064544527,2.04532297878666,3.14581771449183,2.00432137378264,2.45178643552429,2.49136169383427,2.75966784468963,3.50419891853945,3.65743832270296,2.3747483460101,2.98587535730839,2.00432137378264,2.48000694295715,2.00432137378264,2.00432137378264,2.2380461031288,"-1"
2.00432137378264,2.19312459835446,2.61909333062674,3.68583127462606,3.36059341356525,3.40993312333129,4.17379793037046,4.05842602445701,4.19785923173809,4.20414712521285,2.26481782300954,3.68859777508117,2.00432137378264,2.62940959910272,2.9415114326344,2.00432137378264,2.46089784275655,2.00432137378264,3.0542299098634,2.00432137378264,3.80746737568428,2.39967372148104,2.94596070357757,3.72550326885932,2.00432137378264,2.97451169273733,2.38021124171161,2.67024585307412,2.84135947045485,2.8555191556678,3.67678503041921,3.73782850589578,2.89597473235906,2.2405492482826,2.00432137378264,2.38381536598043,2.23552844690755,2.00432137378264,2.59769518592551,"-1"
2.00432137378264,2.0899051114394,2.68484536164441,3.10890312766731,3.43648069500949,2.50105926221775,4.16595618720299,4.17698787480081,4.20414712521285,4.20414712521285,2.46538285144842,3.52943035436699,2.52891670027765,2.72427586960079,2.83695673705955,2.97266559226611,2.59769518592551,2.00432137378264,3.10380372095596,2.46389298898591,3.33041377334919,2.23552844690755,2.97772360528885,3.72875947516787,2.02118929906994,2.96801571399364,2.55750720190566,2.16731733474818,2.85369821177617,2.72015930340596,3.87238938841782,3.54032947479087,2.98632377705077,2.90471554527868,2.14301480025409,2.00432137378264,2.4996870826184,2.83758843823551,2.09691001300806,"-1"
2.00432137378264,2.24797326636181,2.6159500516564,3.61794343482897,3.43838410703471,3.38111508070985,4.20414712521285,4.20414712521285,4.20414712521285,4.20414712521285,2.39093510710338,2.00432137378264,2.30319605742049,3.22608411597582,2.4814426285023,2.00432137378264,2.00432137378264,3.06781451116184,3.26834391395106,2.00432137378264,2.00432137378264,2.00432137378264,2.959518376973,2.45178643552429,2.00432137378264,2.92582757462474,2.00432137378264,2.00432137378264,2.39445168082622,2.43296929087441,3.27829620809127,3.51982799377572,2.56702636615906,3.29776051109913,2.00432137378264,2.33445375115093,2.00432137378264,2.00432137378264,2.00432137378264,"-1"
2.00432137378264,2.00432137378264,2.58433122436753,4.20414712521285,4.04265425316779,4.20414712521285,4.06468256622851,4.08371756389895,4.132803818002,4.17484449365546,2.23552844690755,3.17840134153376,2.00432137378264,2.58771096501891,2.51321760006794,2.00432137378264,2.00432137378264,2.00432137378264,3.43711609304808,2.00432137378264,3.37621185028267,3.11594317693906,2.91750550955255,3.71155416825017,2.02530586526477,3.02816441942447,2.00432137378264,2.44090908206522,2.00432137378264,2.66651798055488,3.88047059280378,3.59516541479023,2.53781909507327,2.34635297445064,2.03342375548695,2.20411998265592,2.00432137378264,2.00432137378264,3.04453976039241,"-1"
2.00432137378264,2.41161970596323,2.76417613239033,3.59494473669508,3.19005141775921,3.11394335230684,3.91301868374796,3.62076048999421,4.20414712521285,4.20414712521285,2.68841982200271,3.09656243837414,2.08635983067475,2.79934054945358,2.38916608436453,2.00432137378264,2.40140054078154,2.00432137378264,3.29292029960001,2.00432137378264,3.58183592405765,2.09691001300806,3.11494441571258,3.60734777676841,2.02118929906994,3.22245633667925,2.00432137378264,2.72916478969277,2.00432137378264,2.83884909073726,4.12106716746773,3.67632773388132,2.00432137378264,2.11727129565576,2.00432137378264,2.65896484266443,2.00432137378264,3.18808437371494,3.70009770461305,"-1"
2.00432137378264,2.22271647114758,2.8767949762007,4.11414374967188,3.86171358757143,4.14426277376199,4.20414712521285,4.19164659856273,4.20414712521285,4.20414712521285,2.5705429398819,2.00432137378264,2.10720996964787,3.44106640663926,2.43775056282039,2.00432137378264,2.19312459835446,2.52762990087134,3.46254772880266,2.00432137378264,2.28330122870355,2.01703333929878,3.1264561134318,2.62736585659273,2.01703333929878,2.985426474083,2.00860017176192,2.43136376415899,2.00432137378264,2.41995574848976,3.40688067004912,3.61087300038005,2.49276038902684,3.23299611039215,2.02118929906994,2.64933485871214,2.07554696139253,2.959518376973,2.00432137378264,"-1"
2.00432137378264,2.19312459835446,2.78318869107526,2.00432137378264,2.00432137378264,2.00432137378264,4.20414712521285,4.20414712521285,4.20414712521285,4.20414712521285,2.00432137378264,2.56348108539441,2.43616264704076,3.23628527744803,2.16136800223497,2.59439255037543,2.22530928172586,2.69810054562339,3.26857797188284,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.76789761601809,2.00432137378264,3.07040732174012,2.00432137378264,2.35024801833416,2.69284691927723,2.22530928172586,3.29754166781816,3.21984638602436,2.41664050733828,2.61804809671209,2.00432137378264,2.71850168886727,2.53781909507327,2.00432137378264,2.08635983067475,"-1"
2.00432137378264,2.00432137378264,2.42651126136458,2.89872518158949,2.0899051114394,3.1914510144649,4.20414712521285,4.20414712521285,4.20414712521285,4.20414712521285,2.42324587393681,2.00432137378264,2.00432137378264,3.20085049809108,2.00432137378264,2.00432137378264,2.14921911265538,2.00432137378264,3.16790781000148,2.00432137378264,2.4456042032736,2.00432137378264,2.86805636182304,2.17026171539496,2.00432137378264,2.79726754083072,2.00432137378264,2.3096301674259,2.00432137378264,2.24303804868629,3.56596581744667,3.45545396877863,2.32428245529769,2.43616264704076,2.27875360095283,3.10687054447865,2.00432137378264,2.00432137378264,2.38021124171161,"-1"
2.00432137378264,2.00432137378264,2.1846914308176,3.91907809237607,3.62376600013393,3.72851610475977,4.20414712521285,4.20414712521285,4.06688474312977,4.20414712521285,2.37657695705651,2.85308952985187,2.48713837547719,2.23044892137827,2.60205999132796,3.16226561429802,2.45939248775923,2.03342375548695,3.2464985807958,2.00432137378264,2.00432137378264,2.61909333062674,3.11293997608408,3.39880773020326,2.00432137378264,2.87390159786446,2.67669360962487,2.15533603746506,2.61172330800734,2.41329976408125,3.75633176732106,2.7419390777292,2.16731733474818,2.00432137378264,3.26857797188284,3.56643749219507,2.00432137378264,2.00432137378264,2.01283722470517,"-1"
2.00432137378264,2.30749603791321,2.89153745767256,2.00432137378264,2.00432137378264,2.00432137378264,4.04399066587813,4.02657411815033,4.16399575464174,4.20414712521285,2.26717172840301,3.87563993700417,2.00432137378264,2.85733249643127,2.45024910831936,2.00432137378264,2.1846914308176,2.00432137378264,2.89597473235906,2.00432137378264,2.00432137378264,2.00432137378264,2.20682587603185,3.70552161342267,2.00432137378264,2.8494194137969,2.46686762035411,2.06069784035361,2.86033800657099,2.30535136944662,4.14251460499937,3.67641923171836,2.91698004732038,2.82020145948564,2.00432137378264,2.06818586174616,2.00432137378264,3.31973049433022,2.13672056715641,"-1"
2.00432137378264,2.26951294421792,3.17347764345299,2.9604707775343,2.7664128471124,3.28262211287806,4.20414712521285,4.06733128020817,4.20414712521285,4.20414712521285,2.20411998265592,2.00432137378264,2.51719589794997,2.93449845124357,2.77085201164214,2.00432137378264,2.16435285578444,2.91434315711944,3.36884450682582,2.00432137378264,3.15836249209525,2.8109042806687,2.9237619608287,2.19312459835446,2.99431715266964,2.93701610746481,2.00432137378264,2.29446622616159,2.55750720190566,2.25767857486918,2.9304395947667,3.18610837981321,2.71096311899528,3.36698297597785,2.00432137378264,2.00432137378264,2.00432137378264,2.64933485871214,2.69722934275972,"-1"
