"var487","var758","var760","var1685","var1779","var1834","var1882","var2288","var2335","var2345","var2349","var2402","var2642","var3252","var4680","var4847","var5552","var6041","var6185","var6200","var6201","var6218","var6345","var6376","var6884"
2.00432137378264,3.29358351349612,2.20951501454263,3.51627088272934,2.00432137378264,2.41830129131975,2.48287358360875,2.00432137378264,3.33264041038746,2.00432137378264,2.22010808804005,2.89376176205794,3.96974197676285,2.00432137378264,4.16172726971602,2.47567118832443,3.96118370981244,3.10890312766731,2.29446622616159,2.46686762035411,2.52374646681156,2.00432137378264,3.75151005027004,2.00432137378264,2.07918124604762
2.00432137378264,2.29885307640971,2.7701152947871,3.21165440055318,2.00432137378264,2.00860017176192,3.13321945673249,2.00432137378264,2.00432137378264,3.14798532068381,2.70329137811866,2.56702636615906,2.95230800966213,2.16731733474818,2.00432137378264,2.48855071650044,3.61182947949837,2.73319726510657,3.32654066851656,3.31449922797315,3.72802895442052,2.00432137378264,3.68654689906301,2.56229286445647,2.00432137378264
2.00432137378264,2.76342799356294,2.31806333496276,3.44466923093852,2.00432137378264,2.49136169383427,2.40654018043396,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.1034616220947,2.79865064544527,2.04532297878666,2.00432137378264,2.49136169383427,3.50419891853945,2.3747483460101,2.98587535730839,2.00432137378264,2.48000694295715,2.00432137378264,2.00432137378264,2.00432137378264,2.2380461031288
3.36135002435227,3.68859777508117,2.00432137378264,3.18892848376085,2.00432137378264,2.46089784275655,2.00432137378264,2.00432137378264,3.21085336531489,3.80746737568428,2.39967372148104,2.94596070357757,3.72550326885932,2.00432137378264,3.71667097556014,2.84135947045485,3.67678503041921,2.89597473235906,2.2405492482826,2.00432137378264,2.38381536598043,2.23552844690755,2.00432137378264,2.00432137378264,2.59769518592551
3.17897694729317,3.52943035436699,2.52891670027765,3.27806733088866,2.97266559226611,2.59769518592551,2.00432137378264,2.46389298898591,3.47523522260413,3.33041377334919,2.23552844690755,2.97772360528885,3.72875947516787,2.02118929906994,3.77778918743487,2.85369821177617,3.87238938841782,2.98632377705077,2.90471554527868,2.14301480025409,2.00432137378264,2.4996870826184,2.83758843823551,2.34044411484012,2.09691001300806
2.00432137378264,2.00432137378264,2.30319605742049,3.37529773821734,2.00432137378264,2.00432137378264,3.06781451116184,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.959518376973,2.45178643552429,2.00432137378264,2.00432137378264,2.39445168082622,3.27829620809127,2.56702636615906,3.29776051109913,2.00432137378264,2.33445375115093,2.00432137378264,2.00432137378264,2.60422605308447,2.00432137378264
3.05230909964732,3.17840134153376,2.00432137378264,2.78816837114117,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.07881918309885,3.37621185028267,3.11594317693906,2.91750550955255,3.71155416825017,2.02530586526477,2.00432137378264,2.00432137378264,3.88047059280378,2.53781909507327,2.34635297445064,2.03342375548695,2.20411998265592,2.00432137378264,2.00432137378264,2.40823996531185,3.04453976039241
2.00432137378264,3.09656243837414,2.08635983067475,3.60927417240459,2.00432137378264,2.40140054078154,2.00432137378264,2.00432137378264,3.25478968739721,3.58183592405765,2.09691001300806,3.11494441571258,3.60734777676841,2.02118929906994,3.98600993185326,2.00432137378264,4.12106716746773,2.00432137378264,2.11727129565576,2.00432137378264,2.65896484266443,2.00432137378264,3.18808437371494,2.00432137378264,3.70009770461305
2.25527250510331,2.00432137378264,2.10720996964787,3.14363923527454,2.00432137378264,2.19312459835446,2.52762990087134,2.00432137378264,2.00432137378264,2.28330122870355,2.01703333929878,3.1264561134318,2.62736585659273,2.01703333929878,2.00432137378264,2.00432137378264,3.40688067004912,2.49276038902684,3.23299611039215,2.02118929906994,2.64933485871214,2.07554696139253,2.959518376973,2.71767050300226,2.00432137378264
2.00432137378264,2.56348108539441,2.43616264704076,2.98811284026835,2.59439255037543,2.22530928172586,2.69810054562339,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.76789761601809,2.00432137378264,2.00432137378264,2.69284691927723,3.29754166781816,2.41664050733828,2.61804809671209,2.00432137378264,2.71850168886727,2.53781909507327,2.00432137378264,2.00432137378264,2.08635983067475
