"var487","var758","var760","var1685","var1779","var1834","var1882","var2288","var2335","var2345","var2349","var2402","var2642","var3252","var4680","var4847","var5552","var6041","var6185","var6200","var6201","var6218","var6345","var6376","var6884"
2.46686762035411,3.30254737248749,2.00432137378264,3.9395691686559,2.69108149212297,2.22788670461367,2.00432137378264,2.00432137378264,3.43964842956347,2.00432137378264,2.31386722036915,2.7979596437372,4.11290649025331,2.00432137378264,3.36229393796423,2.25285303097989,3.79239168949825,2.00432137378264,2.00432137378264,2.52633927738984,2.87040390527903,2.03742649794062,2.00432137378264,2.13353890837022,2.1846914308176
2.00432137378264,3.25623653320592,2.00432137378264,3.66417170536193,2.00432137378264,2.38916608436453,2.00432137378264,2.00432137378264,2.00432137378264,2.35024801833416,2.00432137378264,2.91803033678488,3.25863728272408,2.00432137378264,2.00432137378264,2.02530586526477,2.49276038902684,2.55750720190566,2.29003461136252,2.22271647114758,2.30319605742049,2.23044892137827,2.79448804665917,3.01325866528352,2.60422605308447
2.91009054559407,3.58927922123597,2.35602585719312,3.17260293120986,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.34143452457814,3.83998055767834,2.00432137378264,2.84509804001426,3.55966727838806,2.00432137378264,3.13830269816628,2.40312052117582,3.72032471741744,2.75281643118827,2.17318626841227,2.17897694729317,2.00432137378264,2.58433122436753,2.0899051114394,2.00432137378264,2.00432137378264
2.58883172559421,3.4929000111087,2.27875360095283,3.63928722591024,2.99563519459755,2.19033169817029,2.39967372148104,2.00432137378264,3.41145134213794,3.43039759138697,2.00432137378264,2.53781909507327,3.67678503041921,2.00432137378264,2.06818586174616,2.00432137378264,4.06009318382447,2.95999483832842,2.49692964807321,2.34830486304816,3.00560944536028,3.06557971472845,2.98227123303957,2.00432137378264,4.20414712521285
2.13033376849501,3.60852603357719,2.70156798505593,3.87742894078822,3.08421868673924,2.00432137378264,2.00432137378264,2.00432137378264,3.23401081758718,4.20414712521285,2.26245108973043,3.34947179921439,3.49359744900053,2.22010808804005,3.83391171507138,2.00432137378264,3.9253636673541,2.33645973384853,3.1102529173534,2.00432137378264,2.00432137378264,3.85193067864027,3.7435881501599,2.00432137378264,4.20414712521285
2.00432137378264,3.59549622182557,2.00432137378264,3.94408767941543,2.00432137378264,2.11058971029925,2.70156798505593,2.00432137378264,3.28735377271475,2.5910646070265,2.00432137378264,2.51982799377572,4.07918124604763,2.00432137378264,3.85811593219007,2.00432137378264,3.35545152012652,2.46239799789896,2.00432137378264,2.04139268515822,2.00432137378264,2.19865708695442,3.20736503746907,2.00432137378264,2.67669360962487
2.33041377334919,3.84235957333068,2.00432137378264,4.09018748757542,2.00432137378264,2.07188200730613,2.00432137378264,2.00432137378264,3.42160392686983,3.45984464238821,2.00432137378264,2.79379038469082,3.62335268153799,2.00432137378264,3.83790394459294,2.00432137378264,3.37346372163237,3.04571405894087,3.28307497473547,2.00432137378264,2.17609125905568,2.02118929906994,2.67394199863409,2.00432137378264,2.38201704257487
2.55509444857832,3.54394394248291,2.00432137378264,3.73511963408187,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.47928731647617,3.4367985102318,2.00432137378264,2.2405492482826,3.53198955141255,2.00432137378264,4.02914017976432,2.00432137378264,3.68349731767981,2.46538285144842,2.94792361983173,2.00432137378264,2.00432137378264,2.21748394421391,2.73719264270474,2.02938377768521,2.50242711998443
2.00432137378264,3.28443073384452,2.02530586526477,3.86746748785905,2.8494194137969,2.45939248775923,2.03342375548695,2.3096301674259,2.71767050300226,3.90254677931399,2.71011736511182,2.9304395947667,3.40823996531185,2.00432137378264,2.32837960343874,2.60205999132796,3.37529773821734,2.78247262416629,2.76342799356294,2.00432137378264,2.29666519026153,2.44404479591808,4.20414712521285,2.40312052117582,3.73519954842231
2.61804809671209,4.00680820849258,2.00432137378264,3.85835670529777,2.30102999566398,2.34830486304816,2.00432137378264,2.00432137378264,3.39040515648008,3.56960796754682,2.28330122870355,2.54530711646582,3.75073975123535,2.00432137378264,4.20414712521285,2.90633504180509,4.07507226270612,2.96425963019685,3.09377178149873,2.00432137378264,2.00432137378264,2.00432137378264,2.47129171105894,2.23299611039215,3.7431960814487
2.00432137378264,3.88772979728803,2.00432137378264,3.81980706459076,3.11193427633268,2.59217675739587,2.59659709562646,2.00432137378264,3.48029446000301,2.23044892137827,2.00432137378264,2.3384564936046,3.96796896287869,2.00432137378264,3.86123561863404,2.00432137378264,2.86981820797933,2.00432137378264,2.00432137378264,2.00432137378264,2.29885307640971,2.00432137378264,3.0884904701824,2.00432137378264,2.00432137378264
2.60745502321467,2.00432137378264,3.58793534863636,2.08278537031645,3.96089867732666,2.96801571399364,4.06770304404007,3.81928064697248,2.00432137378264,2.00432137378264,3.8624891669059,4.04285104255079,2.00432137378264,3.19948091486236,2.00432137378264,3.76454971906447,3.18412335423967,3.50839503313305,3.68850880765652,3.9832202146481,4.11876059044238,2.78390357927274,2.00432137378264,2.80208925788173,2.76267856372744
2.59659709562646,2.00432137378264,2.9982593384237,2.00432137378264,4.00740635150367,2.77378644498119,3.43870053290074,3.99352440316707,2.00432137378264,3.36921585741014,3.76290352849906,4.20414712521285,2.58319877396862,3.10380372095596,2.00432137378264,3.36847283844036,2.91434315711944,3.18155777386279,3.36921585741014,4.20414712521285,4.20414712521285,3.77451696572855,4.03366496320318,2.93094903116752,3.39269695325967
