"Iteration #"	"Inertia"	"Number of features"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
1	1	44	12016.5879635381	12016.5879635381	20	44	44
2	1	44	15224.0548164911	15224.0548164911	27	23	23
3	1	44	15224.0548164911	12403.6772535504	32	23	31
4	1	44	15224.0548164911	13094.3784232787	27	23	30
5	1	44	15224.0548164911	12792.3036296784	38	23	32
6	1	44	15224.0548164911	11478.44270447	27	23	21
7	1	44	15224.0548164911	13538.9291508776	32	23	30
8	1	44	15224.0548164911	-1e+21	34	23	33
9	1	44	15224.0548164911	14328.9620980618	31	23	27
10	1	44	15224.0548164911	11674.7663508783	32	23	34
11	1	44	15224.0548164911	12859.7695524629	34	23	29
12	1	44	15224.0548164911	12284.9600415746	23	23	26
13	1	44	15224.0548164911	12904.3440021293	33	23	30
14	1	44	15224.0548164911	-1e+21	23	23	18
15	1	44	15224.0548164911	11232.621657984	34	23	36
16	1	44	15224.0548164911	14660.7662620041	33	23	35
17	1	44	15224.0548164911	12467.5719947641	19	23	18
18	1	44	15224.0548164911	13556.8635835584	31	23	33
19	1	44	15224.0548164911	11102.2167436668	32	23	31
20	1	44	15224.0548164911	-1e+21	33	23	32
21	1	44	15224.0548164911	13085.7412199976	22	23	18
22	1	44	15224.0548164911	12520.5343333115	39	23	39
23	1	44	15224.0548164911	12727.7966830615	22	23	18
24	1	44	15224.0548164911	13000.4833191557	38	23	36
25	1	44	15224.0548164911	12369.0000137271	32	23	32
26	1	44	15224.0548164911	-1e+21	27	23	23
27	1	44	15224.0548164911	13154.9450184199	41	23	40
28	1	44	15224.0548164911	13481.7670976913	42	23	39
29	1	44	15224.0548164911	13808.232213297	25	23	26
30	1	44	15224.0548164911	11491.1091068083	23	23	19
31	1	44	15224.0548164911	13148.1274469107	25	23	23
32	1	44	15224.0548164911	-1e+21	31	23	32
33	1	44	15224.0548164911	12533.2610984523	32	23	31
34	1	44	15224.0548164911	13542.8932541619	20	23	17
35	1	44	15224.0548164911	12156.4734349021	27	23	25
36	1	44	15224.0548164911	11743.7338823057	28	23	30
37	1	44	15224.0548164911	11688.7264362746	24	23	25
38	1	44	15224.0548164911	-1e+21	37	23	33
39	1	44	15224.0548164911	14047.4629003319	28	23	25
40	1	44	15224.0548164911	13037.2293141371	37	23	36
41	1	44	15224.0548164911	14283.604694502	39	23	27
42	1	44	15224.0548164911	14044.4352640213	28	23	32
43	1	44	15224.0548164911	11793.5841700879	35	23	31
44	1	44	15224.0548164911	-1e+21	42	23	43
45	1	44	15224.0548164911	13036.1399209733	27	23	27
46	1	44	15224.0548164911	12284.1876159696	35	23	33
47	1	44	15224.0548164911	12862.7795292866	34	23	31
48	1	44	15224.0548164911	12878.8788396465	36	23	35
49	1	44	15224.0548164911	14232.5351968107	26	23	24
50	1	44	15224.0548164911	-1e+21	37	23	35
51	1	44	15224.0548164911	14035.300151647	35	23	30
52	1	44	15224.0548164911	12298.4599503611	30	23	28
53	1	44	15224.0548164911	12569.8459391061	32	23	30
54	1	44	15260.1253114486	15260.1253114486	35	34	34
55	1	44	15260.1253114486	12681.5340968546	35	34	33
56	1	44	15260.1253114486	12425.1608959595	37	34	38
57	1	44	15260.1253114486	12391.1684238128	24	34	34
58	1	44	15260.1253114486	14741.1830878916	37	34	36
59	1	44	15260.1253114486	11962.7603273799	33	34	28
60	1	44	15260.1253114486	-1e+21	33	34	35
61	1	44	15260.1253114486	12381.6417026196	31	34	30
62	1	44	15260.1253114486	13965.0761533784	29	34	28
63	1	44	15260.1253114486	13087.6223372403	35	34	35
64	1	44	15260.1253114486	12321.8473829023	35	34	33
65	1	44	15260.1253114486	13491.7877713527	22	34	27
66	1	44	15260.1253114486	-1e+21	36	34	35
67	1	44	15260.1253114486	13040.3049887309	32	34	33
68	1	44	15260.1253114486	12649.5571737112	32	34	41
69	1	44	15260.1253114486	12938.6740229249	41	34	42
70	1	44	15260.1253114486	13699.4608003022	15	34	21
71	1	44	15260.1253114486	15052.7045523595	33	34	34
72	1	44	15260.1253114486	-1e+21	40	34	37
73	1	44	15260.1253114486	12074.1532671364	36	34	35
74	1	44	15260.1253114486	12407.6240801856	42	34	38
75	1	44	15260.1253114486	13803.1549108614	35	34	32
76	1	44	15260.1253114486	11786.7711895688	35	34	36
77	1	44	15260.1253114486	11679.4792479372	43	34	41
78	1	44	15260.1253114486	-1e+21	40	34	36
79	1	44	15260.1253114486	13026.5352251149	34	34	33
80	1	44	15260.1253114486	11895.1946571028	33	34	37
81	1	44	15260.1253114486	13311.4647581594	39	34	39
82	1	44	15260.1253114486	12792.7454485439	21	34	28
83	1	44	15260.1253114486	14327.4111244884	22	34	30
84	1	44	15260.1253114486	-1e+21	38	34	40
85	1	44	15260.1253114486	13365.7645453127	34	34	33
86	1	44	15260.1253114486	12926.2058035785	38	34	38
87	1	44	15260.1253114486	11883.4066778748	39	34	38
88	1	44	15260.1253114486	12175.9222405262	36	34	29
89	1	44	15260.1253114486	13252.6426251861	40	34	37
90	1	44	15643.9047361905	15643.9047361905	35	35	35
91	1	44	15643.9047361905	13877.8182419539	24	35	23
92	1	44	15643.9047361905	11974.3521795983	29	35	31
93	1	44	15643.9047361905	13005.424541623	39	35	38
94	1	44	15643.9047361905	12478.0384034537	24	35	37
