"","","","",""
0.352307743967723,-0.943642495376478,3.4184854362982,2.99955925403866,-0.60647764638866
-0.830046004674907,1.17855165488561,-0.874536955402863,-1.16215598236102,2.19092827190812
-0.268453452032043,-1.32013255820715,-0.495250017385439,0.495844590054228,1.4493698247887
2.85052334742606,-0.853596951954076,-0.279339516641459,0.112399422392718,-1.20168600340881
-0.841434136904686,-1.31324814642448,-0.885039873746654,0.092710224644731,0.573632745662754
-0.815488376793358,-0.735914396698937,-0.858665801196022,-1.13779335939855,0.990515371370074
-0.840999085535933,-0.937848673786386,-0.709814248485932,0.479826263518009,-1.18793613905393
-0.751184079755018,0.850937458076861,-0.885636365802267,-0.828039384970203,1.02742898430987
-0.82810116221401,-0.92433835400616,3.34461804064384,0.415812588090283,-0.935351611401489
-0.933449064066665,1.91818086680729,0.386793597603533,-1.14518941891686,0.28576485551859
-0.83386667105872,0.897023631326928,3.01202313253506,-0.669329801370373,0.540655658453786
-0.835271215366397,-0.931789192913639,2.81234115026499,0.388228929776241,-0.812921449928893
-0.831440127117446,0.209223296617985,-0.783158331303781,-1.15962408325874,-0.116984846499951
-0.819470934066275,-0.916145503008104,-0.943274079088799,0.909069285336232,0.181465999114005
1.11866574764468,0.137151471358205,0.335552321396552,2.11186435953893,-0.871089336161662
-0.830201747362439,-0.190908616796477,-0.699715277623453,-1.1534069278203,3.12125649883899
1.00986998474685,-0.934982002490868,-0.962307901963195,-0.707309363712507,-1.18643292951562
-0.828523784233359,1.24565722263913,-0.87234957169258,2.04657866945008,0.99732796008622
-0.827274116868734,-0.924579695675012,-0.871008807308225,-0.758952725308513,1.21302542472592
-0.939465556008425,0.508528465587658,-0.780139979045026,-1.15001154044887,0.883231157542194
-0.82910399508008,0.305045350005119,-0.424386344138604,0.927913675812938,0.946106149899646
-0.82973217434932,0.678537822888403,-0.87378472981064,0.59013883960039,-0.317741270686108
2.85724295163236,-0.943159713445763,0.942888386400847,0.45524961606694,1.39839872703547
-0.833391332756894,-1.3086984055807,-0.87731993108994,-1.16130358976133,0.675871000493013
-0.82883886379216,0.891646030541444,-0.698167520484793,-0.575279730991399,1.61435539401896
-0.116029065299004,-0.300228812875682,-0.547481288689781,-0.693064961819307,-0.0613730414779
2.77671682145279,0.192647934468758,3.30362173636897,1.91518496695033,-1.16930660973183
-0.837824192898634,1.00987397074543,-0.882006644820662,-1.16763146461846,0.192519952550149
0.336942410874323,-1.30082638919016,0.146921708174502,-1.15476998882807,-0.829835396133683
-0.824279061796428,-0.920460775233663,3.09210735413583,0.820194659933644,-0.588150841107367
-0.830952084095244,-0.122193745900849,-0.874278670103812,0.483708436180248,-1.17626980975568
-1.19181698071804,0.256079108031637,-0.0170632763331548,-0.240648066441871,0.145482345129694
-0.827250694248548,-1.29039810993274,-0.870055480450283,-1.14677403869012,0.969954440866312
-0.83999452979233,0.496511885447508,-0.631170582491857,-1.16639252437288,-0.839994526781676
0.286025725200806,0.566350174520026,-0.884563392385917,-1.17038349065802,-0.84035071598932
-0.839321341490735,-0.606495502852499,-0.964907282603589,0.0856649941148471,0.933310123208651
-0.82118139955386,1.22065481213215,-0.865284422698626,-1.15039561176005,1.39776538836714
1.40708425243595,-0.915303389940335,0.7962859322693,0.307368884440659,-0.260007892445152
-0.821301825340735,0.969343818912221,-0.864782423988855,-1.14586990493523,2.65787057999229
0.342255057241131,1.62690396748039,-0.86347332570374,0.440383406301619,1.13093446725516
-0.824192297237876,-0.91948393444316,2.53296610506904,0.00592490224172503,0.00712170000107114
-0.820989500948384,-0.45368232914524,-0.864273181715435,0.106255034328515,-0.820989500948384
-0.596674402286017,-0.853363743774562,2.75967965647492,1.35021159021307,0.350837054774004
0.630004734303544,0.91634172745614,-0.892556532936832,1.29464703458541,0.405127544361957
2.53712292025014,0.357800258955974,1.03608766597694,-0.611279586089415,-1.1586603402692
-0.834748600373983,0.684815479770702,-0.878558115728318,-1.16177191331677,-0.16963680787455
-0.508563447302167,2.71491345028724,-0.875745915868734,-0.322468237053222,1.21475680347053
1.85574655333498,-0.93199514523464,-0.878657741508099,2.61617981172257,-1.18216476716936
-0.841869351455839,-0.172088379276434,-0.885928397482981,1.09209116734577,0.446431267296664
-0.191672605216626,0.618894938312892,-0.8577416575795,-0.4770312219798,0.0665488995913824
-0.825930813509425,0.418428686750284,-0.869418545505751,-1.07094706703553,-0.43972303250169
0.370978797575634,0.935377754640697,-0.873282719101777,0.276364198782314,0.768615158238139
0.764388410501753,-0.181622926651417,-0.13712963240652,0.271410343121729,-0.0911351752456727
-0.832988358737618,1.30460859808763,-0.425316981844308,-0.87670968979545,-0.832988361740724
-0.0884880927254043,1.41601657925223,-0.873862739481406,0.724167953122548,0.450577699273143
-0.828988458075536,-0.92672078102665,-0.872914953091647,0.526031847979215,1.40349891729666
0.804561476217856,-0.934812600193428,0.559825309787419,1.12619348652728,-1.18489914828556
-0.0737267673203489,-1.29658631493436,0.673376304559576,-1.15051394320519,0.834041327307194
0.334084389987282,-0.930963223577773,-0.95805349761903,0.934331914309546,-1.18024591613565
-0.818266181030115,-1.28222004299528,-0.861145501129101,0.280414282596581,1.39899962358808
3.00698139857871,-0.915442304182366,-0.942453758182361,-0.0173056963975858,0.584779588369275
