"","","","",""
2.87856327246474,0.453071831099084,-0.95733206754562,-0.960079720816812,0.449499414222482
-0.82296539780706,0.436416216219241,-0.475228747274514,-1.15046057322586,0.248243437171778
-0.453703657612059,-1.31014857407408,-0.883248794102996,0.749819337707514,0.633769853456332
-0.762793340759868,0.545980159771462,-0.446853868086274,-0.687206118795093,1.23023693071366
-0.0917776437680376,-0.926128808938083,-0.873703322899942,-1.15038827634729,0.402460833904063
-0.846630684040534,0.919584258911657,-0.971771437965953,-0.64282306740183,-1.02910307571998
-1.17303681455753,-0.591756215148948,-0.948424115909556,0.67193123720732,-0.449294185788451
3.10593761404467,0.0176608756907081,-0.877149569666448,-1.16043358843383,1.15042783829834
2.80266016381873,-0.942571770576495,3.68325573128966,-0.972573638004652,0.240295058705185
-0.820169788759302,-0.403332548138601,-0.863526277022027,1.20255205127054,0.092109930942322
-0.817620323543754,0.665052620772304,1.91550021790425,-1.140877119659,1.53138073342136
-0.825346149537813,-0.0756626986082333,-0.868827635908246,-1.14992107916148,-0.825346149537813
-0.83120985885147,-0.927785501562582,0.127796630442389,-0.95760119055371,0.745210679640955
-0.817419348973636,-0.299632398404928,-0.417308838173492,-0.351386131161892,0.728363119155522
-0.839750716668364,-0.0437580829943365,2.17155292351537,1.23036336218608,-1.02126764054787
2.02303879168504,0.141573274596135,-0.872185122018074,-0.955412864441677,-1.17562009742779
-0.827270781265841,-0.92335108556028,-0.950312972006293,1.95549836525613,-0.148973573213595
1.18045677760136,0.976777408510132,-0.887322777007026,0.0844802760763512,-0.84313162958466
-0.262423443211113,-0.925110545985889,-0.69017290384539,-0.955374298415152,-1.17823812648641
-0.84745789157159,-0.944277651092495,1.29355758555376,-0.974168694829775,-1.19428787694066
-1.02042939424741,-0.93548367946994,-0.962967601164903,-0.965720848883203,2.67123349045396
0.0735399306061985,-0.9296135789044,-0.95666439487163,-0.565071378813299,0.81371119292119
-0.832023513331962,-0.93108309243367,3.26544329371205,0.318405392911827,-0.452232420107479
-0.82986126141811,-0.927661447380436,-0.95510595996762,0.858071394064252,-1.18020354773965
-0.812571746482744,2.39252519953722,-0.855363338980965,-1.13199682112094,0.277601468848419
-0.817727947023902,0.129300302102016,-0.860835247797997,0.397346904165362,0.581163433381892
1.36997300965811,-0.102668756930349,0.209618661793751,-0.216189164829394,-1.15783240454625
3.32275750782459,-0.945891644901553,2.39257115658397,-0.293171929102685,1.80170719845552
-0.822996710931132,1.3803726311002,1.69314907698337,0.497352382502266,0.202817856681146
2.34630170517086,0.264175394157617,1.15238071030842,0.612188967393699,-0.82613969673661
-0.531966232154805,0.440236513052355,-0.857226208428869,-1.13476215448181,0.805650753840445
-0.825998492751767,-0.246756470086919,-0.869267088978547,-1.14898400834117,-0.507121810146554
-0.820695943126667,0.791277225147933,0.320477767678116,0.0990926723569234,0.180572049848631
-0.834751471473346,0.0265647768235147,-0.878342772494339,-0.538988378704148,-0.834751471473346
2.90118745374291,-0.924107134875905,-0.870938332248812,0.61409571958904,0.172377237260246
-0.958051359902762,1.13707501937252,0.988168218630267,-0.675033772052138,2.15205762016043
-0.822657089800644,-0.242101131526417,-0.0760444113422506,-0.00994450427534195,-1.17212991408239
-0.175516495620754,-0.932790230327283,-0.96020567037011,-0.869016410697823,1.00157296714787
-1.16432489361788,-0.823085216330493,-0.942335163708175,1.33353038615175,-0.449033891938763
-0.842169659496616,0.794545801853175,-0.885911541610903,1.01783736201077,1.522447838834
-0.816192662646035,-0.91208582434921,1.83340601600514,-0.27115200180916,0.273732850287034
