"var1","var1.1","var1.2","var1.3","var1.4","var1.5","var1.6","var1.7","Class"
-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,"setosa"
-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,"setosa"
-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,"setosa"
-1.74301699413542,-1.74301699413542,-1.74301699413542,-1.74301699413542,-1.74301699413542,-1.74301699413542,-1.74301699413542,-1.74301699413542,"setosa"
-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,"setosa"
-1.86378029626952,-1.86378029626952,-1.86378029626952,-1.86378029626952,-1.86378029626952,-1.86378029626952,-1.86378029626952,-1.86378029626952,"setosa"
-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,"setosa"
-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,"setosa"
-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,"setosa"
-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,"setosa"
-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,"setosa"
-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,"setosa"
-0.776910577062672,-0.776910577062672,-0.776910577062672,-0.776910577062672,-0.776910577062672,-0.776910577062672,-0.776910577062672,-0.776910577062672,"setosa"
-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,"setosa"
-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,"setosa"
-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,"setosa"
-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,"setosa"
-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,"setosa"
-1.62225369200133,-1.62225369200133,-1.62225369200133,-1.62225369200133,-1.62225369200133,-1.62225369200133,-1.62225369200133,-1.62225369200133,"setosa"
-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,"setosa"
1.39682886135102,1.39682886135102,1.39682886135102,1.39682886135102,1.39682886135102,1.39682886135102,1.39682886135102,1.39682886135102,"versicolor"
0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,"versicolor"
-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,"versicolor"
-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,"versicolor"
0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,"versicolor"
-0.776910577062672,-0.776910577062672,-0.776910577062672,-0.776910577062672,-0.776910577062672,-0.776910577062672,-0.776910577062672,-0.776910577062672,"versicolor"
-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,"versicolor"
0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,"versicolor"
-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,"versicolor"
-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,"versicolor"
0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,"versicolor"
0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,"versicolor"
0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,"versicolor"
0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,"versicolor"
-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,"versicolor"
1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,"versicolor"
-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,"versicolor"
-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,"versicolor"
-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,"versicolor"
-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,"versicolor"
-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,"virginica"
0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,"virginica"
0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,"virginica"
-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,"virginica"
1.63835546561921,1.63835546561921,1.63835546561921,1.63835546561921,1.63835546561921,1.63835546561921,1.63835546561921,1.63835546561921,"virginica"
0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,"virginica"
-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,"virginica"
0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,"virginica"
1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,"virginica"
0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,"virginica"
1.63835546561921,1.63835546561921,1.63835546561921,1.63835546561921,1.63835546561921,1.63835546561921,1.63835546561921,1.63835546561921,"virginica"
