"Iteration #"	"Inertia"	"Number of features"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
1	1	44	9918.95501931864	9918.95501931864	22	44	44
2	1	44	10699.5848171988	10699.5848171988	17	24	24
3	1	44	11710.1149946748	11710.1149946748	20	14	14
4	1	44	11710.1149946748	10456.6719167383	31	14	36
5	1	44	11710.1149946748	11408.0377278941	32	14	28
6	1	44	12921.4984910158	12921.4984910158	9	13	13
7	1	44	12921.4984910158	12315.3260539827	22	13	29
8	1	44	12921.4984910158	11699.7564393005	21	13	30
9	1	44	12921.4984910158	12159.71584847	19	13	21
10	1	44	12921.4984910158	11472.7114787154	28	13	27
11	1	44	12921.4984910158	11836.9883992581	25	13	29
12	1	44	12921.4984910158	-1e+21	25	13	17
13	1	44	12921.4984910158	12386.1472729413	20	13	25
14	1	44	12921.4984910158	12903.8371023933	16	13	15
15	1	44	12921.4984910158	12110.7482088949	28	13	34
16	1	44	12921.4984910158	10671.9976427475	28	13	22
17	1	44	12921.4984910158	12158.6885699099	19	13	20
18	1	44	12921.4984910158	-1e+21	13	13	15
19	1	44	12921.4984910158	11979.4766771567	12	13	22
20	1	44	12921.4984910158	12170.6032527638	24	13	12
21	1	44	13146.8412651464	13146.8412651464	19	17	17
22	1	44	13146.8412651464	11471.5020871739	31	17	25
23	1	44	13146.8412651464	13091.1458516007	19	17	23
24	1	44	13146.8412651464	12421.6613415639	15	17	17
25	1	44	13146.8412651464	10856.2424974888	21	17	21
26	1	44	13478.8607699996	13478.8607699996	13	18	18
27	1	44	13478.8607699996	12446.7238618445	31	18	29
28	1	44	13478.8607699996	13314.3546508943	27	18	24
29	1	44	13478.8607699996	12516.0789587128	18	18	15
30	1	44	13478.8607699996	12963.7882492343	27	18	23
31	1	44	13478.8607699996	11577.5660395087	27	18	23
32	1	44	13478.8607699996	-1e+21	17	18	16
33	1	44	13478.8607699996	12250.7851716798	11	18	24
34	1	44	13478.8607699996	13196.9426505155	24	18	25
35	1	44	13478.8607699996	11831.0285852878	24	18	14
36	1	44	13478.8607699996	12841.5003664018	23	18	27
37	1	44	13478.8607699996	11953.4319009986	17	18	19
38	1	44	13478.8607699996	-1e+21	26	18	19
39	1	44	13478.8607699996	11648.7568796922	17	18	24
40	1	44	13478.8607699996	10950.5872715582	35	18	32
41	1	44	13478.8607699996	11155.7781274503	21	18	23
42	1	44	13478.8607699996	11922.6113377355	31	18	28
43	1	44	13478.8607699996	13396.753242555	29	18	25
44	1	44	13478.8607699996	-1e+21	25	18	25
45	1	44	13478.8607699996	12598.2286149484	22	18	21
46	1	44	13478.8607699996	10901.4051135489	32	18	31
47	1	44	13478.8607699996	11284.2910842733	33	18	31
48	1	44	13478.8607699996	11129.719893783	10	18	12
49	1	44	13478.8607699996	13326.0463740469	28	18	24
50	1	44	13621.6288827117	13621.6288827117	23	15	15
51	1	44	13621.6288827117	13345.4823404281	25	15	21
52	1	44	14877.2972309154	14877.2972309154	8	8	8
53	1	44	14877.2972309154	12528.1223618297	8	8	11
54	1	44	14877.2972309154	12130.7002325171	26	8	21
55	1	44	14877.2972309154	11780.5140909237	14	8	23
56	1	44	14877.2972309154	11301.7396861569	30	8	26
57	1	44	14877.2972309154	12437.9594936137	12	8	15
58	1	44	14877.2972309154	-1e+21	11	8	12
59	1	44	14877.2972309154	13449.1193202992	33	8	31
60	1	44	14877.2972309154	12269.8025367144	26	8	20
61	1	44	14877.2972309154	12974.5743936552	35	8	31
62	1	44	14877.2972309154	11409.1795847303	35	8	31
63	1	44	14877.2972309154	12329.0957015267	29	8	26
64	1	44	14877.2972309154	-1e+21	10	8	14
65	1	44	14877.2972309154	11521.8937253854	32	8	24
66	1	44	14877.2972309154	12027.5721599656	29	8	26
67	1	44	14877.2972309154	12589.9239584878	17	8	12
68	1	44	14877.2972309154	10847.833686685	18	8	19
69	1	44	14877.2972309154	13078.6535616262	12	8	12
70	1	44	14877.2972309154	-1e+21	27	8	31
71	1	44	14877.2972309154	11532.5619939029	22	8	27
72	1	44	14877.2972309154	11571.6231190334	30	8	26
73	1	44	14877.2972309154	10831.4181907516	28	8	22
74	1	44	14877.2972309154	12199.7252176073	10	8	19
75	1	44	14877.2972309154	12235.5545887331	17	8	17
76	1	44	14877.2972309154	-1e+21	21	8	17
77	1	44	14877.2972309154	12826.6590953704	20	8	21
78	1	44	14877.2972309154	10853.0454372982	22	8	24
79	1	44	14877.2972309154	11485.1979681499	10	8	9
80	1	44	14877.2972309154	10838.1149107011	39	8	39
81	1	44	14877.2972309154	12131.8672455595	11	8	11
82	1	44	14877.2972309154	-1e+21	24	8	14
83	1	44	14877.2972309154	11739.2228122941	35	8	35
84	1	44	14877.2972309154	11695.6574929159	8	8	7
85	1	44	14877.2972309154	14240.2110859661	11	8	7
86	1	44	14877.2972309154	11877.9768504846	18	8	14
87	1	44	14877.2972309154	11587.8852197482	34	8	33
88	1	44	14877.2972309154	-1e+21	11	8	7
89	1	44	14877.2972309154	10957.9600712208	21	8	21
90	1	44	14877.2972309154	11817.5679560201	21	8	26
91	1	44	14877.2972309154	12188.0063486052	19	8	23
92	1	44	14877.2972309154	13067.0556637772	23	8	24
93	1	44	14877.2972309154	13202.4132033005	19	8	23
94	1	44	14877.2972309154	-1e+21	15	8	20
95	1	44	14877.2972309154	11614.3809033433	23	8	16
96	1	44	14877.2972309154	11054.7268468849	9	8	15
97	1	44	14877.2972309154	12401.9220130305	13	8	11
98	1	44	14877.2972309154	12146.2576354023	26	8	31
99	1	44	14877.2972309154	11666.6196703347	10	8	11
100	1	44	14877.2972309154	-1e+21	17	8	10
101	1	44	14877.2972309154	12758.0092788751	10	8	13
102	1	44	14877.2972309154	11704.2911415227	16	8	17
103	1	44	14877.2972309154	12761.6397757784	7	8	10
104	1	44	14877.2972309154	12389.6650388745	33	8	30
105	1	44	14877.2972309154	11191.9282469575	31	8	34
106	1	44	14877.2972309154	-1e+21	12	8	18
107	1	44	14877.2972309154	11630.0599662664	7	8	6
108	1	44	14877.2972309154	12260.5804749854	16	8	14
109	1	44	14877.2972309154	13373.2081663584	11	8	11
110	1	44	14877.2972309154	11578.1424073111	11	8	11
111	1	44	14877.2972309154	10848.6951576628	27	8	14
112	1	44	14877.2972309154	-1e+21	19	8	28
113	1	44	14877.2972309154	11598.3657222756	8	8	12
114	1	44	14877.2972309154	11749.3123733881	34	8	29
115	1	44	14877.2972309154	11375.5922066624	28	8	24
116	1	44	14877.2972309154	12044.5227101801	34	8	27
117	1	44	14877.2972309154	14147.6831919341	38	8	37
