"var760","var1834","var1882","var2015","var3320","var6218","Class"
2.00432137378264,2.22788670461367,2.00432137378264,2.00432137378264,3.05037975626146,2.03742649794062,"-1"
2.00432137378264,2.38916608436453,2.00432137378264,2.00432137378264,3.00732095292274,2.23044892137827,"-1"
2.35602585719312,2.00432137378264,2.00432137378264,2.00432137378264,2.63245729218472,2.58433122436753,"-1"
2.27875360095283,2.19033169817029,2.39967372148104,2.00432137378264,2.00432137378264,3.06557971472845,"-1"
2.70156798505593,2.00432137378264,2.00432137378264,2.00432137378264,2.8109042806687,3.85193067864027,"-1"
2.00432137378264,2.11058971029925,2.70156798505593,2.00432137378264,2.27646180417324,2.19865708695442,"-1"
2.00432137378264,2.07188200730613,2.00432137378264,2.00432137378264,2.6730209071289,2.02118929906994,"-1"
2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.77232170672292,2.21748394421391,"-1"
2.02530586526477,2.45939248775923,2.03342375548695,2.6414741105041,3.05766610390983,2.44404479591808,"-1"
2.00432137378264,2.34830486304816,2.00432137378264,2.00432137378264,2.88649072517248,2.00432137378264,"-1"
2.00432137378264,2.59217675739587,2.59659709562646,2.00432137378264,3.14332712999205,2.00432137378264,"-1"
3.58793534863636,2.96801571399364,4.06770304404007,3.08421868673924,3.38792346697344,2.78390357927274,"1"
2.9982593384237,2.77378644498119,3.43870053290074,2.53147891704225,3.36847283844036,3.77451696572855,"1"
3.97469587190968,3.18582535961296,4.20414712521285,2.36735592102602,2.73399928653839,2.17897694729317,"1"
2.92992956008459,2.88649072517248,4.20414712521285,2.00432137378264,3.55254654795566,4.07401144600894,"1"
3.35063560825895,2.79934054945358,4.03092339962722,2.33645973384853,3.03502928220237,4.20414712521285,"1"
2.27415784926368,2.20411998265592,2.55630250076729,2.00432137378264,2.93550726582471,3.32283927268632,"-1"
2.23044892137827,2.40312052117582,2.74350976472843,2.37106786227174,2.98855895687862,2.99651167215418,"-1"
3.30341207059674,2.91803033678488,3.5009222391903,2.01283722470517,2.85853719756964,4.17487352888742,"1"
3.17143390094301,2.8109042806687,4.15210480089287,2.00432137378264,3.37894269861344,3.35468455395473,"1"
2.60959440922522,2.0899051114394,2.25767857486918,2.00432137378264,2.75739602879302,3.93921963585482,"-1"
3.62096843564429,2.52762990087134,3.3911116137028,2.0899051114394,2.85973856619715,4.20414712521285,"1"
2.14921911265538,2.72181061521255,2.09342168516224,2.14921911265538,3.01029995663981,3.53415307418506,"1"
3.83972937520639,3.20574554094266,4.20414712521285,2.75281643118827,3.01325866528352,2.42324587393681,"1"
3.89253980465864,3.27508089845686,4.20414712521285,2.00432137378264,3.39846084960822,3.34321159017975,"1"
2.81888541459401,3.34340859380386,3.51772359483374,3.15167623084705,3.50392680419351,2.45484486000851,"1"
3.1296898921993,2.74896286125616,4.10503305039359,2.00432137378264,3.37106786227174,3.59239884611556,"1"
2.02938377768521,2.53402610605613,3.3230457354817,2.00432137378264,2.88986172125819,2.07188200730613,"1"
2.53655844257153,2.39445168082622,3.32035403281767,2.17026171539496,2.99738638439731,2.00432137378264,"-1"
2.31175386105575,2.00432137378264,2.2148438480477,2.00432137378264,3.02118929906994,2.00432137378264,"-1"
2.25285303097989,2.40312052117582,2.00432137378264,2.00432137378264,3.17522180034305,2.66745295288995,"-1"
2.07188200730613,2.04921802267018,2.38021124171161,2.00432137378264,2.83442070368153,2.79865064544527,"-1"
2.00860017176192,2.11727129565576,2.00432137378264,2.00432137378264,2.96941591235398,2.00432137378264,"-1"
2.00432137378264,2.36361197989214,2.6570558528571,2.12057393120585,3.01283722470517,2.19033169817029,"-1"
