"var760","var1834","var1882","var2015","var3320","var6218","Class"
2.20951501454263,2.41830129131975,2.48287358360875,2.00432137378264,3.05115252244738,2.00432137378264,"-1"
2.7701152947871,2.00860017176192,3.13321945673249,2.16731733474818,3.0265332645233,2.00432137378264,"-1"
2.31806333496276,2.49136169383427,2.40654018043396,2.08278537031645,3.14581771449183,2.00432137378264,"-1"
2.00432137378264,2.46089784275655,2.00432137378264,2.00432137378264,2.97451169273733,2.23552844690755,"-1"
2.52891670027765,2.59769518592551,2.00432137378264,2.00432137378264,2.96801571399364,2.4996870826184,"-1"
2.30319605742049,2.00432137378264,3.06781451116184,2.00432137378264,2.92582757462474,2.00432137378264,"-1"
2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.02816441942447,2.00432137378264,"-1"
2.08635983067475,2.40140054078154,2.00432137378264,2.3384564936046,3.22245633667925,2.00432137378264,"-1"
2.10720996964787,2.19312459835446,2.52762990087134,2.00432137378264,2.985426474083,2.07554696139253,"-1"
2.43616264704076,2.22530928172586,2.69810054562339,2.00432137378264,3.07040732174012,2.53781909507327,"-1"
2.00432137378264,2.14921911265538,2.00432137378264,2.00432137378264,2.79726754083072,2.00432137378264,"-1"
2.48713837547719,2.45939248775923,2.03342375548695,2.00432137378264,2.87390159786446,2.00432137378264,"-1"
2.00432137378264,2.1846914308176,2.00432137378264,2.00432137378264,2.8494194137969,2.00432137378264,"-1"
2.51719589794997,2.16435285578444,2.91434315711944,2.00432137378264,2.93701610746481,2.00432137378264,"-1"
2.11058971029925,2.00432137378264,2.00432137378264,2.00432137378264,2.71264970162721,2.00432137378264,"-1"
2.12710479836481,2.30749603791321,2.00432137378264,2.00432137378264,2.91698004732038,2.24303804868629,"-1"
2.00432137378264,2.45788189673399,2.57518784492766,2.00432137378264,3.26434550705009,2.17609125905568,"-1"
2.00432137378264,2.15228834438306,2.00432137378264,2.00432137378264,2.94645226501307,2.25527250510331,"-1"
2.00432137378264,2.19312459835446,2.00432137378264,2.00432137378264,3.11727129565576,2.00432137378264,"-1"
2.00432137378264,2.25767857486918,2.31386722036915,2.00432137378264,2.91275330367132,2.36735592102602,"-1"
2.10380372095596,2.14612803567824,2.00432137378264,2.00432137378264,2.58433122436753,2.19589965240923,"-1"
2.00432137378264,2.09691001300806,2.00432137378264,2.00432137378264,2.91698004732038,2.13987908640124,"-1"
2.00432137378264,2.03742649794062,2.62940959910272,2.04532297878666,2.86451108105839,2.00432137378264,"-1"
2.25042000230889,2.01283722470517,2.00432137378264,2.00432137378264,2.95424250943932,2.00432137378264,"-1"
2.00432137378264,2.3096301674259,2.00432137378264,2.00432137378264,3.06892761168207,2.00432137378264,"-1"
2.00432137378264,2.11058971029925,2.00432137378264,2.00432137378264,2.90633504180509,2.00432137378264,"-1"
2.13987908640124,2.00432137378264,2.00432137378264,2.00432137378264,3.10957854690439,2.19033169817029,"-1"
2.41995574848976,2.50105926221775,3.03100428136354,3.02366391819779,3.21537315278342,2.48287358360875,"1"
3.19534605834842,2.74507479158206,3.84279639517558,2.54777470538782,3.40585839931764,4.03257847192431,"1"
3.98231646969207,3.05346260492546,4.1630420469142,2.46834733041216,3.58194965837332,3.34966598409663,"1"
2.95182303531591,3.12678057701201,3.85967857662845,2.26951294421792,3.46893780566546,3.03542973818455,"1"
2.54157924394658,2.88930170250631,4.09131515969722,2.34242268082221,3.40414924920969,2.57518784492766,"1"
3.00603795499732,2.64738297011462,3.56288738129388,2.64048143697042,3.13798673272353,3.62603224782902,"1"
2.86272752831797,3.16166741243774,3.18695633546541,2.87098881376058,3.3807537708039,3.24303804868629,"1"
2.931457870689,2.89320675305985,3.17084820364331,2.00432137378264,3.33000770087276,2.33645973384853,"1"
3.85186960072977,2.987219229908,4.20414712521285,2.26481782300954,3.59835270986928,2.5705429398819,"1"
3.58489634413745,2.61172330800734,4.12375366875584,3.57726195358581,3.40483371661994,3.20057692675485,"1"
3.17840134153376,2.44090908206522,3.22063101944809,2.22530928172586,3.35926616460675,2.86213137931304,"1"
