"var760","var1882","var3320"
2.20951501454263,2.48287358360875,3.05115252244738
2.7701152947871,3.13321945673249,3.0265332645233
2.31806333496276,2.40654018043396,3.14581771449183
2.00432137378264,2.00432137378264,2.97451169273733
2.52891670027765,2.00432137378264,2.96801571399364
2.30319605742049,3.06781451116184,2.92582757462474
2.00432137378264,2.00432137378264,3.02816441942447
2.08635983067475,2.00432137378264,3.22245633667925
2.10720996964787,2.52762990087134,2.985426474083
2.43616264704076,2.69810054562339,3.07040732174012
2.00432137378264,2.00432137378264,2.79726754083072
2.48713837547719,2.03342375548695,2.87390159786446
2.00432137378264,2.00432137378264,2.8494194137969
2.51719589794997,2.91434315711944,2.93701610746481
2.11058971029925,2.00432137378264,2.71264970162721
2.12710479836481,2.00432137378264,2.91698004732038
2.00432137378264,2.57518784492766,3.26434550705009
2.00432137378264,2.00432137378264,2.94645226501307
2.00432137378264,2.00432137378264,3.11727129565576
2.00432137378264,2.31386722036915,2.91275330367132
2.10380372095596,2.00432137378264,2.58433122436753
2.00432137378264,2.00432137378264,2.91698004732038
2.00432137378264,2.62940959910272,2.86451108105839
2.25042000230889,2.00432137378264,2.95424250943932
2.00432137378264,2.00432137378264,3.06892761168207
2.00432137378264,2.00432137378264,2.90633504180509
2.13987908640124,2.00432137378264,3.10957854690439
2.41995574848976,3.03100428136354,3.21537315278342
3.19534605834842,3.84279639517558,3.40585839931764
3.98231646969207,4.1630420469142,3.58194965837332
2.95182303531591,3.85967857662845,3.46893780566546
2.54157924394658,4.09131515969722,3.40414924920969
3.00603795499732,3.56288738129388,3.13798673272353
2.86272752831797,3.18695633546541,3.3807537708039
2.931457870689,3.17084820364331,3.33000770087276
3.85186960072977,4.20414712521285,3.59835270986928
3.58489634413745,4.12375366875584,3.40483371661994
3.17840134153376,3.22063101944809,3.35926616460675
